"Task ID","Root Entity","Size of ontology TBox","Size of ontology ABox","Task Type","Answer Type","SPARQL Query","Predicate","Answer","Min Tag Length","Max Tag Length"
"1hop-NamedPizza_Capricciosa_117_Capricciosa_117-Capricciosa_117-hasIngredient-Capricciosa_117-NEG-BIN","NamedPizza_Capricciosa_117",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_117> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#Capricciosa_117> }","hasIngredient","FALSE",2,2
"1hop-NamedPizza_Capricciosa_119_Capricciosa_119-Capricciosa_119-hasIngredient-MC","NamedPizza_Capricciosa_119",117,8,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_119> <http://www.example.com/genealogy.owl#hasIngredient> ?x }","hasIngredient","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",2,2
"1hop-NamedPizza_Capricciosa_119_Capricciosa_119-Capricciosa_119-rdf:type-Food-BIN","NamedPizza_Capricciosa_119",117,8,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_119> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",3,3
"1hop-NamedPizza_Capricciosa_119_Capricciosa_119-Capricciosa_119-rdf:type-American-NEG-BIN","NamedPizza_Capricciosa_119",117,8,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_119> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",3,3
"1hop-NamedPizza_Capricciosa_119_Capricciosa_119-Capricciosa_119-rdf:type-MC","NamedPizza_Capricciosa_119",117,8,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_119> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; Pizza",3,3
"1hop-NamedPizza_Capricciosa_119_Capricciosa_119-Capricciosa_119-hasTopping-MC","NamedPizza_Capricciosa_119",117,8,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_119> <http://www.example.com/genealogy.owl#hasTopping> ?x }","hasTopping","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",1,1
"1hop-NamedPizza_Capricciosa_119_Capricciosa_119-Capricciosa_119-hasIngredient-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_119",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_119> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasIngredient","TRUE",2,2
"1hop-NamedPizza_Capricciosa_119_Capricciosa_119-Capricciosa_119-hasIngredient-Capricciosa_119-NEG-BIN","NamedPizza_Capricciosa_119",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_119> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#Capricciosa_119> }","hasIngredient","FALSE",2,2
"1hop-NamedPizza_Capricciosa_119_Capricciosa_119-Capricciosa_119-hasTopping-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_119",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_119> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasTopping","TRUE",1,1
"1hop-NamedPizza_Capricciosa_119_Capricciosa_119-Capricciosa_119-hasTopping-Capricciosa_119-NEG-BIN","NamedPizza_Capricciosa_119",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_119> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Capricciosa_119> }","hasTopping","FALSE",1,1
"1hop-NamedPizza_Capricciosa_125_Capricciosa_125-Capricciosa_125-hasTopping-MC","NamedPizza_Capricciosa_125",117,8,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_125> <http://www.example.com/genealogy.owl#hasTopping> ?x }","hasTopping","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",1,1
"1hop-NamedPizza_Capricciosa_125_Capricciosa_125-Capricciosa_125-hasIngredient-MC","NamedPizza_Capricciosa_125",117,8,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_125> <http://www.example.com/genealogy.owl#hasIngredient> ?x }","hasIngredient","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",2,2
"1hop-NamedPizza_Capricciosa_125_Capricciosa_125-Capricciosa_125-rdf:type-Food-BIN","NamedPizza_Capricciosa_125",117,8,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_125> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",3,3
"1hop-NamedPizza_Capricciosa_125_Capricciosa_125-Capricciosa_125-rdf:type-American-NEG-BIN","NamedPizza_Capricciosa_125",117,8,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_125> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",3,3
"1hop-NamedPizza_Capricciosa_125_Capricciosa_125-Capricciosa_125-rdf:type-MC","NamedPizza_Capricciosa_125",117,8,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_125> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; Pizza",3,3
"1hop-NamedPizza_Capricciosa_125_Capricciosa_125-Capricciosa_125-hasTopping-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_125",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_125> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasTopping","TRUE",1,1
"1hop-NamedPizza_Capricciosa_125_Capricciosa_125-Capricciosa_125-hasTopping-Capricciosa_125-NEG-BIN","NamedPizza_Capricciosa_125",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_125> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Capricciosa_125> }","hasTopping","FALSE",1,1
"1hop-NamedPizza_Capricciosa_125_Capricciosa_125-Capricciosa_125-hasIngredient-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_125",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_125> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasIngredient","TRUE",2,2
"1hop-NamedPizza_Capricciosa_125_Capricciosa_125-Capricciosa_125-hasIngredient-Capricciosa_125-NEG-BIN","NamedPizza_Capricciosa_125",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_125> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#Capricciosa_125> }","hasIngredient","FALSE",2,2
"1hop-NamedPizza_Capricciosa_159_Capricciosa_159-Capricciosa_159-hasTopping-MC","NamedPizza_Capricciosa_159",117,8,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_159> <http://www.example.com/genealogy.owl#hasTopping> ?x }","hasTopping","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",1,1
"1hop-NamedPizza_Capricciosa_159_Capricciosa_159-Capricciosa_159-hasIngredient-MC","NamedPizza_Capricciosa_159",117,8,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_159> <http://www.example.com/genealogy.owl#hasIngredient> ?x }","hasIngredient","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",2,2
"1hop-NamedPizza_Capricciosa_159_Capricciosa_159-Capricciosa_159-rdf:type-MC","NamedPizza_Capricciosa_159",117,8,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_159> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; Pizza",2,2
"1hop-NamedPizza_Capricciosa_159_Capricciosa_159-Capricciosa_159-hasTopping-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_159",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_159> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasTopping","TRUE",1,1
"1hop-NamedPizza_Capricciosa_159_Capricciosa_159-Capricciosa_159-hasTopping-Capricciosa_159-NEG-BIN","NamedPizza_Capricciosa_159",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_159> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Capricciosa_159> }","hasTopping","FALSE",1,1
"1hop-NamedPizza_Capricciosa_159_Capricciosa_159-Capricciosa_159-rdf:type-Food-BIN","NamedPizza_Capricciosa_159",117,8,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_159> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",3,3
"1hop-NamedPizza_Capricciosa_159_Capricciosa_159-Capricciosa_159-rdf:type-American-NEG-BIN","NamedPizza_Capricciosa_159",117,8,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_159> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",3,3
"1hop-NamedPizza_Capricciosa_159_Capricciosa_159-Capricciosa_159-hasIngredient-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_159",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_159> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasIngredient","TRUE",2,2
"1hop-NamedPizza_Capricciosa_159_Capricciosa_159-Capricciosa_159-hasIngredient-Capricciosa_159-NEG-BIN","NamedPizza_Capricciosa_159",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_159> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#Capricciosa_159> }","hasIngredient","FALSE",2,2
"1hop-NamedPizza_Capricciosa_16_Capricciosa_16-Capricciosa_16-hasTopping-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_16",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_16> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasTopping","TRUE",1,1
"1hop-NamedPizza_Capricciosa_16_Capricciosa_16-Capricciosa_16-hasTopping-Capricciosa_16-NEG-BIN","NamedPizza_Capricciosa_16",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_16> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Capricciosa_16> }","hasTopping","FALSE",1,1
"1hop-NamedPizza_Capricciosa_16_Capricciosa_16-Capricciosa_16-hasTopping-MC","NamedPizza_Capricciosa_16",117,8,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_16> <http://www.example.com/genealogy.owl#hasTopping> ?x }","hasTopping","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",1,1
"1hop-NamedPizza_Capricciosa_16_Capricciosa_16-Capricciosa_16-hasIngredient-MC","NamedPizza_Capricciosa_16",117,8,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_16> <http://www.example.com/genealogy.owl#hasIngredient> ?x }","hasIngredient","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",2,2
"1hop-NamedPizza_Capricciosa_16_Capricciosa_16-Capricciosa_16-rdf:type-MC","NamedPizza_Capricciosa_16",117,8,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_16> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; Pizza",2,2
"1hop-NamedPizza_Capricciosa_16_Capricciosa_16-Capricciosa_16-rdf:type-Food-BIN","NamedPizza_Capricciosa_16",117,8,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_16> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",3,3
"1hop-NamedPizza_Capricciosa_16_Capricciosa_16-Capricciosa_16-rdf:type-American-NEG-BIN","NamedPizza_Capricciosa_16",117,8,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_16> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",3,3
"1hop-NamedPizza_Capricciosa_16_Capricciosa_16-Capricciosa_16-hasIngredient-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_16",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_16> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasIngredient","TRUE",2,2
"1hop-NamedPizza_Capricciosa_16_Capricciosa_16-Capricciosa_16-hasIngredient-Capricciosa_16-NEG-BIN","NamedPizza_Capricciosa_16",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_16> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#Capricciosa_16> }","hasIngredient","FALSE",2,2
"1hop-NamedPizza_Capricciosa_202_Capricciosa_202-Capricciosa_202-rdf:type-MC","NamedPizza_Capricciosa_202",117,8,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_202> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; Pizza",2,2
"1hop-NamedPizza_Capricciosa_202_Capricciosa_202-Capricciosa_202-hasIngredient-MC","NamedPizza_Capricciosa_202",117,8,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_202> <http://www.example.com/genealogy.owl#hasIngredient> ?x }","hasIngredient","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",2,2
"1hop-NamedPizza_Capricciosa_202_Capricciosa_202-Capricciosa_202-hasTopping-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_202",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_202> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasTopping","TRUE",1,1
"1hop-NamedPizza_Capricciosa_202_Capricciosa_202-Capricciosa_202-hasTopping-Capricciosa_202-NEG-BIN","NamedPizza_Capricciosa_202",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_202> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Capricciosa_202> }","hasTopping","FALSE",1,1
"1hop-NamedPizza_Capricciosa_202_Capricciosa_202-Capricciosa_202-hasTopping-MC","NamedPizza_Capricciosa_202",117,8,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_202> <http://www.example.com/genealogy.owl#hasTopping> ?x }","hasTopping","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",1,1
"1hop-NamedPizza_Capricciosa_202_Capricciosa_202-Capricciosa_202-hasIngredient-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_202",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_202> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasIngredient","TRUE",2,2
"1hop-NamedPizza_Capricciosa_202_Capricciosa_202-Capricciosa_202-hasIngredient-Capricciosa_202-NEG-BIN","NamedPizza_Capricciosa_202",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_202> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#Capricciosa_202> }","hasIngredient","FALSE",2,2
"1hop-NamedPizza_Capricciosa_202_Capricciosa_202-Capricciosa_202-rdf:type-Food-BIN","NamedPizza_Capricciosa_202",117,8,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_202> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",3,3
"1hop-NamedPizza_Capricciosa_202_Capricciosa_202-Capricciosa_202-rdf:type-American-NEG-BIN","NamedPizza_Capricciosa_202",117,8,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_202> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",3,3
"1hop-NamedPizza_Capricciosa_212_Capricciosa_212-Capricciosa_212-hasIngredient-MC","NamedPizza_Capricciosa_212",117,8,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_212> <http://www.example.com/genealogy.owl#hasIngredient> ?x }","hasIngredient","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",2,2
"1hop-NamedPizza_Capricciosa_212_Capricciosa_212-Capricciosa_212-hasTopping-MC","NamedPizza_Capricciosa_212",117,8,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_212> <http://www.example.com/genealogy.owl#hasTopping> ?x }","hasTopping","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",1,1
"1hop-NamedPizza_Capricciosa_212_Capricciosa_212-Capricciosa_212-hasIngredient-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_212",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_212> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasIngredient","TRUE",2,2
"1hop-NamedPizza_Capricciosa_212_Capricciosa_212-Capricciosa_212-hasIngredient-Capricciosa_212-NEG-BIN","NamedPizza_Capricciosa_212",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_212> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#Capricciosa_212> }","hasIngredient","FALSE",2,2
"1hop-NamedPizza_Capricciosa_212_Capricciosa_212-Capricciosa_212-rdf:type-Food-BIN","NamedPizza_Capricciosa_212",117,8,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_212> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",3,3
"1hop-NamedPizza_Capricciosa_212_Capricciosa_212-Capricciosa_212-rdf:type-American-NEG-BIN","NamedPizza_Capricciosa_212",117,8,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_212> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",3,3
"1hop-NamedPizza_Capricciosa_212_Capricciosa_212-Capricciosa_212-rdf:type-MC","NamedPizza_Capricciosa_212",117,8,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_212> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; Pizza",3,3
"1hop-NamedPizza_Capricciosa_212_Capricciosa_212-Capricciosa_212-hasTopping-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_212",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_212> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasTopping","TRUE",1,1
"1hop-NamedPizza_Capricciosa_212_Capricciosa_212-Capricciosa_212-hasTopping-Capricciosa_212-NEG-BIN","NamedPizza_Capricciosa_212",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_212> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Capricciosa_212> }","hasTopping","FALSE",1,1
"1hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-hasIngredient-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_216",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasIngredient","TRUE",2,2
"1hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-hasIngredient-Capricciosa_216-NEG-BIN","NamedPizza_Capricciosa_216",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#Capricciosa_216> }","hasIngredient","FALSE",2,2
"1hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-hasIngredient-MC","NamedPizza_Capricciosa_216",117,8,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.example.com/genealogy.owl#hasIngredient> ?x }","hasIngredient","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",2,2
"1hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-rdf:type-MC","NamedPizza_Capricciosa_216",117,8,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; Pizza",4,4
"1hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-hasTopping-MC","NamedPizza_Capricciosa_216",117,8,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.example.com/genealogy.owl#hasTopping> ?x }","hasTopping","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",1,1
"1hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-hasTopping-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_216",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasTopping","TRUE",1,1
"1hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-hasTopping-Capricciosa_216-NEG-BIN","NamedPizza_Capricciosa_216",117,8,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#Capricciosa_216> }","hasTopping","FALSE",1,1
"1hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-rdf:type-Food-BIN","NamedPizza_Capricciosa_216",117,8,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",3,3
"1hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-rdf:type-American-NEG-BIN","NamedPizza_Capricciosa_216",117,8,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",3,3
"1hop-NamedPizza_Capricciosa_46_Capricciosa_46-Capricciosa_46-hasTopping-MC","NamedPizza_Capricciosa_46",117,8,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_46> <http://www.example.com/genealogy.owl#hasTopping> ?x }","hasTopping","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",1,1
"1hop-NamedPizza_Capricciosa_46_Capricciosa_46-Capricciosa_46-rdf:type-MC","NamedPizza_Capricciosa_46",117,8,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_46> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; Pizza",4,4
