task,representation,dataset,hop,scope,tag_basis,tag,n_unique_questions,n_observations,n_clusters,answer_f1_mean,answer_f1_se_clustered,answer_f1_ci95_low,answer_f1_ci95_high,answer_exact_match_mean,answer_exact_match_se_clustered,answer_exact_match_ci95_low,answer_exact_match_ci95_high
OEQA,NL,FamilyOWL,1hop,all,every,I,343,1029,343,0.3813095607261114,0.021548251061113886,0.3389257746470099,0.42369334680521287,0.26433430515063167,0.02194219433350022,0.22117566234015237,0.307492947961111
OEQA,NL,FamilyOWL,2hop,all,every,I,343,1029,343,0.17200724445622406,0.014545401892397234,0.14339753499565244,0.20061695391679568,0.09523809523809523,0.013129685585214462,0.06941299307312974,0.12106319740306072
OEQA,NL,OWL2Bench,1hop,all,every,I,43,129,43,0.6537590746893073,0.031507918216655544,0.5901735214423748,0.7173446279362398,0.3333333333333333,0.045736121277030126,0.2410341038262735,0.42563256284039314
OEQA,NL,OWL2Bench,2hop,all,every,I,43,129,43,0.6669619785898855,0.046277211939102246,0.573570783918132,0.760353173261639,0.3643410852713178,0.05850139634007392,0.24628048772808475,0.48240168281455087
OEQA,NL,Pizza100,1hop,all,every,I,7,21,7,0.5238095238095238,0.09912695235553012,0.2812546093228945,0.7663644382961532,0.5238095238095238,0.09912695235553012,0.2812546093228945,0.7663644382961532
OEQA,NL,Pizza100,2hop,all,every,I,7,21,7,0.24981271974989094,0.05506755301147416,0.11506727167256098,0.3845581678272209,0.09523809523809523,0.06147592613027646,0.0,0.2456642674463814
OEQA,NL,Pizza250,1hop,all,every,I,7,21,7,0.27552059812333785,0.06880955984255488,0.10714967067252135,0.44389152557415434,0.0,0.0,0.0,0.0
OEQA,NL,Pizza250,2hop,all,every,I,9,27,9,0.2070117125672681,0.04043158836311157,0.11377630260906019,0.30024712252547603,0.07407407407407407,0.04899539464934427,0.0,0.18705765674142202
BQA,AR,OWL2Bench,2hop,all,every,N,78,234,39,0.5,0.013690668280281783,0.47228469103334286,0.5277153089666572,0.5,0.013690668280281783,0.47228469103334286,0.5277153089666572
BQA,FS,OWL2Bench,2hop,all,every,N,78,234,39,0.5641025641025641,0.013153568616476333,0.5374745565607538,0.5907305716443744,0.5641025641025641,0.013153568616476333,0.5374745565607538,0.5907305716443744
BQA,NL,OWL2Bench,2hop,all,every,N,78,234,39,0.6538461538461539,0.007204506242936106,0.6392613934540866,0.6684309142382211,0.6538461538461539,0.007204506242936106,0.6392613934540866,0.6684309142382211
OEQA,AR,OWL2Bench,2hop,all,every,N,42,126,42,0.00031746031746031665,0.00031746031746031665,0.0,0.0009585844350607517,0.0,0.0,0.0,0.0
OEQA,FS,OWL2Bench,2hop,all,every,N,42,126,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,NL,OWL2Bench,2hop,all,every,N,42,126,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BQA,AR,FamilyOWL,1hop,all,every,R,212,636,106,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
BQA,AR,FamilyOWL,2hop,all,every,R,212,636,106,0.5094339622641509,0.006638976891971668,0.4962700974807615,0.5225978270475404,0.5094339622641509,0.006638976891971668,0.4962700974807615,0.5225978270475404
BQA,AR,OWL2Bench,1hop,all,every,R,122,366,61,0.5327868852459017,0.015978351384932726,0.5008254237712422,0.5647483467205612,0.5327868852459017,0.015978351384932726,0.5008254237712422,0.5647483467205612
BQA,AR,OWL2Bench,2hop,all,every,R,118,354,59,0.5480225988700564,0.015631628385675053,0.5167324950247897,0.5793127027153232,0.5480225988700564,0.015631628385675053,0.5167324950247897,0.5793127027153232
BQA,FS,FamilyOWL,1hop,all,every,R,212,636,106,0.8632075471698113,0.011989223850029217,0.8394351309997196,0.886979963339903,0.8632075471698113,0.011989223850029217,0.8394351309997196,0.886979963339903
BQA,FS,FamilyOWL,2hop,all,every,R,212,636,106,0.839622641509434,0.014116793508060542,0.811631647725458,0.86761363529341,0.839622641509434,0.014116793508060542,0.811631647725458,0.86761363529341
BQA,FS,OWL2Bench,1hop,all,every,R,122,366,61,0.9016393442622951,0.018013457654027128,0.8656070641499986,0.9376716243745916,0.9016393442622951,0.018013457654027128,0.8656070641499986,0.9376716243745916
BQA,FS,OWL2Bench,2hop,all,every,R,118,354,59,0.8531073446327684,0.01935915035396177,0.8143557948910467,0.8918588943744901,0.8531073446327684,0.01935915035396177,0.8143557948910467,0.8918588943744901
BQA,NL,FamilyOWL,1hop,all,every,R,212,636,106,0.6745283018867925,0.01437216847497782,0.6460309467178829,0.7030256570557021,0.6745283018867925,0.01437216847497782,0.6460309467178829,0.7030256570557021
BQA,NL,FamilyOWL,2hop,all,every,R,212,636,106,0.5770440251572327,0.011430246523978203,0.5543799577669077,0.5997080925475577,0.5770440251572327,0.011430246523978203,0.5543799577669077,0.5997080925475577
BQA,NL,OWL2Bench,1hop,all,every,R,122,366,61,0.592896174863388,0.01432798972910043,0.5642359282144257,0.6215564215123502,0.592896174863388,0.01432798972910043,0.5642359282144257,0.6215564215123502
BQA,NL,OWL2Bench,2hop,all,every,R,118,354,59,0.5451977401129944,0.01326014179373282,0.5186546824422344,0.5717407977837543,0.5451977401129944,0.01326014179373282,0.5186546824422344,0.5717407977837543
OEQA,AR,FamilyOWL,1hop,all,every,R,127,381,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,AR,FamilyOWL,2hop,all,every,R,127,381,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,AR,OWL2Bench,1hop,all,every,R,52,156,52,0.06486568986568986,0.026853685255196155,0.010954667174188394,0.11877671255719133,0.019230769230769232,0.019230769230769225,0.0,0.05783814942915068
OEQA,AR,OWL2Bench,2hop,all,every,R,67,201,67,0.06379645782630856,0.023117266346129595,0.01764134637618251,0.10995156927643462,0.01990049751243781,0.013964765477954966,0.0,0.04778205138473626
OEQA,AR,Pizza100,1hop,all,every,R,3,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,AR,Pizza100,2hop,all,every,R,1,3,1,0.0,,,,0.0,,,
OEQA,AR,Pizza250,1hop,all,every,R,2,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,AR,Pizza250,2hop,all,every,R,2,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,FS,FamilyOWL,1hop,all,every,R,127,381,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,FS,FamilyOWL,2hop,all,every,R,127,381,127,0.0017497812773403323,0.0017497812773403319,0.0,0.005212546985069804,0.0,0.0,0.0,0.0
OEQA,FS,OWL2Bench,1hop,all,every,R,52,156,52,0.042735042735042736,0.017014647311455373,0.008576712934916957,0.07689337253516851,0.0,0.0,0.0,0.0
OEQA,FS,OWL2Bench,2hop,all,every,R,67,201,67,0.055721393034825865,0.01806184880264453,0.019659748374969394,0.09178303769468234,0.004975124378109453,0.004975124378109452,0.0,0.01490828069130503
OEQA,FS,Pizza100,1hop,all,every,R,3,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,FS,Pizza100,2hop,all,every,R,1,3,1,0.0,,,,0.0,,,
OEQA,FS,Pizza250,1hop,all,every,R,2,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,FS,Pizza250,2hop,all,every,R,2,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,NL,FamilyOWL,1hop,all,every,R,127,381,127,0.23934508186476686,0.01614803303778641,0.20738859920338934,0.2713015645261444,0.010498687664041995,0.005186475170915242,0.0002348057729669173,0.020762569555117072
OEQA,NL,FamilyOWL,2hop,all,every,R,127,381,127,0.13725159355080616,0.012793932907584205,0.1119327764431538,0.1625704106584585,0.0,0.0,0.0,0.0
OEQA,NL,OWL2Bench,1hop,all,every,R,52,156,52,0.08315018315018315,0.026947844130633888,0.029050128628521694,0.1372502376718446,0.01282051282051282,0.012820512820512822,0.0,0.038558766286100464
OEQA,NL,OWL2Bench,2hop,all,every,R,67,201,67,0.1491912730718701,0.024687965058297248,0.09990016046013589,0.19848238568360432,0.024875621890547265,0.017812183326562835,0.0,0.06043879334421824
OEQA,NL,Pizza100,1hop,all,every,R,3,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,NL,Pizza100,2hop,all,every,R,1,3,1,0.0,,,,0.0,,,
OEQA,NL,Pizza250,1hop,all,every,R,2,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,NL,Pizza250,2hop,all,every,R,2,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BQA,AR,OWL2Bench,1hop,all,every,S,18,54,9,0.7407407407407407,0.02928034870526277,0.6732201355461849,0.8082613459352965,0.7407407407407407,0.02928034870526277,0.6732201355461849,0.8082613459352965
BQA,AR,OWL2Bench,2hop,all,every,S,22,66,11,0.7272727272727273,0.0464536658083512,0.6237675096689448,0.8307779448765098,0.7272727272727273,0.0464536658083512,0.6237675096689448,0.8307779448765098
BQA,FS,OWL2Bench,1hop,all,every,S,18,54,9,0.9814814814814815,0.018518518518518517,0.9387777011999229,1.0,0.9814814814814815,0.018518518518518517,0.9387777011999229,1.0
BQA,FS,OWL2Bench,2hop,all,every,S,22,66,11,0.9696969696969697,0.020327890704543543,0.9244036066396794,1.0,0.9696969696969697,0.020327890704543543,0.9244036066396794,1.0
BQA,NL,OWL2Bench,1hop,all,every,S,18,54,9,0.9074074074074074,0.02928034870526277,0.8398868022128516,0.9749280126019633,0.9074074074074074,0.02928034870526277,0.8398868022128516,0.9749280126019633
BQA,NL,OWL2Bench,2hop,all,every,S,22,66,11,0.7424242424242424,0.06098367211363063,0.6065441532523712,0.8783043315961137,0.7424242424242424,0.06098367211363063,0.6065441532523712,0.8783043315961137
OEQA,AR,OWL2Bench,1hop,all,every,S,8,24,8,0.8819444444444443,0.047463784578990816,0.769710428356587,0.9941784605323016,0.75,0.10446386175466811,0.5029822190798758,0.9970177809201242
OEQA,AR,OWL2Bench,2hop,all,every,S,8,24,8,0.37777777777777777,0.11047436597654167,0.11654741281031056,0.639008142745245,0.25,0.08333333333333333,0.05294797903393464,0.44705202096606533
OEQA,FS,OWL2Bench,1hop,all,every,S,8,24,8,0.7638888888888888,0.05327667294483155,0.6379095759993629,0.8898682017784147,0.7083333333333334,0.07552724726458047,0.5297397727954616,0.8869268938712052
OEQA,FS,OWL2Bench,2hop,all,every,S,8,24,8,0.6722222222222222,0.060202480217501214,0.529865977493884,0.8145784669505604,0.5,0.0890870806374748,0.28934252862102516,0.7106574713789748
OEQA,NL,OWL2Bench,1hop,all,every,S,8,24,8,0.9722222222222222,0.018184824186332698,0.9292219459402689,1.0,0.9166666666666666,0.0545544725589981,0.7876658378208067,1.0
OEQA,NL,OWL2Bench,2hop,all,every,S,8,24,8,0.46388888888888885,0.1124081047370785,0.19808595835201126,0.7296918194257664,0.25,0.137292411841319,0.0,0.5746449665996473
OEQA,AR,OWL2Bench,2hop,all,every,T,1,3,1,0.0,,,,0.0,,,
OEQA,FS,OWL2Bench,2hop,all,every,T,1,3,1,0.4444444444444444,,,,0.0,,,
OEQA,NL,OWL2Bench,2hop,all,every,T,1,3,1,0.48888888888888893,,,,0.0,,,
BQA,AR,FamilyOWL,1hop,all,any,D,1254,3762,627,0.6185539606592239,0.006991786109735698,0.6048237653975979,0.6322841559208499,0.6185539606592239,0.006991786109735698,0.6048237653975979,0.6322841559208499
BQA,AR,FamilyOWL,2hop,all,any,D,1254,3762,627,0.5680489101541734,0.00511353747290181,0.5580071458784013,0.5780906744299454,0.5680489101541734,0.00511353747290181,0.5580071458784013,0.5780906744299454
BQA,AR,OWL2Bench,1hop,all,any,D,978,2934,489,0.7498295841854125,0.009505721204668333,0.7311523907838264,0.7685067775869985,0.7498295841854125,0.009505721204668333,0.7311523907838264,0.7685067775869985
BQA,AR,OWL2Bench,2hop,all,any,D,1062,3186,531,0.5659133709981168,0.006067200772150343,0.5539946582396166,0.577832083756617,0.5659133709981168,0.006067200772150343,0.5539946582396166,0.577832083756617
BQA,AR,Pizza100,1hop,all,any,D,330,990,165,0.701010101010101,0.015061736146270033,0.6712701822169269,0.730750019803275,0.701010101010101,0.015061736146270033,0.6712701822169269,0.730750019803275
BQA,AR,Pizza100,2hop,all,any,D,330,990,165,0.6252525252525253,0.011228079261903919,0.6030822945294863,0.6474227559755643,0.6252525252525253,0.011228079261903919,0.6030822945294863,0.6474227559755643
BQA,AR,Pizza250,1hop,all,any,D,412,1236,206,0.6966019417475728,0.014287858503119956,0.6684319499258544,0.7247719335692913,0.6966019417475728,0.014287858503119956,0.6684319499258544,0.7247719335692913
BQA,AR,Pizza250,2hop,all,any,D,412,1236,206,0.6197411003236246,0.009653326759250694,0.6007085675055618,0.6387736331416874,0.6197411003236246,0.009653326759250694,0.6007085675055618,0.6387736331416874
BQA,FS,FamilyOWL,1hop,all,any,D,1254,3762,627,0.9569377990430622,0.003387487012010858,0.9502855849462426,0.9635900131398818,0.9569377990430622,0.003387487012010858,0.9502855849462426,0.9635900131398818
BQA,FS,FamilyOWL,2hop,all,any,D,1254,3762,627,0.8971291866028708,0.005281408343990769,0.8867577640963382,0.9075006091094033,0.8971291866028708,0.005281408343990769,0.8867577640963382,0.9075006091094033
BQA,FS,OWL2Bench,1hop,all,any,D,978,2934,489,0.8023176550783913,0.006789970430768182,0.7889764694706936,0.815658840686089,0.8023176550783913,0.006789970430768182,0.7889764694706936,0.815658840686089
BQA,FS,OWL2Bench,2hop,all,any,D,1062,3186,531,0.8195229127432517,0.007723413239938776,0.8043506533473587,0.8346951721391448,0.8195229127432517,0.007723413239938776,0.8043506533473587,0.8346951721391448
BQA,FS,Pizza100,1hop,all,any,D,330,990,165,0.6454545454545455,0.010545174194096906,0.6246327343999161,0.6662763565091749,0.6454545454545455,0.010545174194096906,0.6246327343999161,0.6662763565091749
BQA,FS,Pizza100,2hop,all,any,D,330,990,165,0.5969696969696969,0.012414834888281503,0.5724561762292881,0.6214832177101057,0.5969696969696969,0.012414834888281503,0.5724561762292881,0.6214832177101057
BQA,FS,Pizza250,1hop,all,any,D,412,1236,206,0.6561488673139159,0.009805767931586622,0.6368157809470438,0.6754819536807879,0.6561488673139159,0.009805767931586622,0.6368157809470438,0.6754819536807879
BQA,FS,Pizza250,2hop,all,any,D,412,1236,206,0.5922330097087378,0.010478106245891303,0.5715743387686945,0.6128916806487812,0.5922330097087378,0.010478106245891303,0.5715743387686945,0.6128916806487812
BQA,NL,FamilyOWL,1hop,all,any,D,1254,3762,627,0.7769803296119085,0.008464211410634663,0.7603586433103392,0.7936020159134779,0.7769803296119085,0.008464211410634663,0.7603586433103392,0.7936020159134779
BQA,NL,FamilyOWL,2hop,all,any,D,1254,3762,627,0.6318447634237108,0.007096675247633914,0.6179085909880747,0.6457809358593468,0.6318447634237108,0.007096675247633914,0.6179085909880747,0.6457809358593468
BQA,NL,OWL2Bench,1hop,all,any,D,978,2934,489,0.8125426039536469,0.008198214196841773,0.7964344487905389,0.8286507591167548,0.8125426039536469,0.008198214196841773,0.7964344487905389,0.8286507591167548
BQA,NL,OWL2Bench,2hop,all,any,D,1062,3186,531,0.6368487131198995,0.007122733657969988,0.6228564587487693,0.6508409674910298,0.6368487131198995,0.007122733657969988,0.6228564587487693,0.6508409674910298
BQA,NL,Pizza100,1hop,all,any,D,330,990,165,0.7828282828282829,0.012929350671218686,0.7572988328846428,0.8083577327719229,0.7828282828282829,0.012929350671218686,0.7572988328846428,0.8083577327719229
BQA,NL,Pizza100,2hop,all,any,D,330,990,165,0.597979797979798,0.009503123234550374,0.5792155525745932,0.6167440433850027,0.597979797979798,0.009503123234550374,0.5792155525745932,0.6167440433850027
BQA,NL,Pizza250,1hop,all,any,D,412,1236,206,0.7807443365695793,0.01215169864137943,0.7567860050062525,0.8047026681329061,0.7807443365695793,0.01215169864137943,0.7567860050062525,0.8047026681329061
BQA,NL,Pizza250,2hop,all,any,D,412,1236,206,0.5720064724919094,0.00844987354264268,0.5553466722469097,0.5886662727369091,0.5720064724919094,0.00844987354264268,0.5553466722469097,0.5886662727369091
OEQA,AR,FamilyOWL,1hop,all,any,D,627,1881,627,0.26409254673045834,0.014175570292158901,0.23625511792450132,0.29192997553641536,0.17065390749601275,0.013840225067084157,0.1434750164868454,0.1978327985051801
OEQA,AR,FamilyOWL,2hop,all,any,D,627,1881,627,0.070461985358041,0.007403676686440019,0.05592293554111054,0.08500103517497147,0.03721424774056353,0.006344314615922776,0.02475553159698567,0.0496729638841414
OEQA,AR,OWL2Bench,1hop,all,any,D,489,1467,489,0.6054105819954491,0.02025716526839508,0.5656085527396469,0.6452126112512512,0.5535105657805044,0.021746334774529346,0.5107825610752904,0.5962385704857184
OEQA,AR,OWL2Bench,2hop,all,any,D,531,1593,531,0.21817324322161183,0.013900563344454829,0.19086628109759846,0.2454802053456252,0.14940364092906466,0.012866764206276245,0.12412752555640555,0.17467975630172378
OEQA,AR,Pizza100,1hop,all,any,D,165,495,165,0.47878787878787876,0.032331700048774545,0.41494781914548906,0.5426279384302685,0.47878787878787876,0.032331700048774545,0.41494781914548906,0.5426279384302685
OEQA,AR,Pizza100,2hop,all,any,D,165,495,165,0.4448352482752188,0.03130985196053413,0.38301286301432835,0.5066576335361093,0.3939393939393939,0.03232939088903522,0.3301038938127507,0.45777489406603716
OEQA,AR,Pizza250,1hop,all,any,D,206,618,206,0.5097087378640777,0.029436130176655452,0.45167236060303795,0.5677451151251174,0.5097087378640777,0.029436130176655452,0.45167236060303795,0.5677451151251174
OEQA,AR,Pizza250,2hop,all,any,D,206,618,206,0.3973442357250688,0.025652419492784673,0.3467678356885455,0.447920635761592,0.3042071197411003,0.027356073107818017,0.2502717902756461,0.3581424492065545
OEQA,FS,FamilyOWL,1hop,all,any,D,627,1881,627,0.6840586314270525,0.015224895568824216,0.6541605788097473,0.7139566840443576,0.6592238171185539,0.01576259583998779,0.6282698498037117,0.6901777844333962
OEQA,FS,FamilyOWL,2hop,all,any,D,627,1881,627,0.6104359637055012,0.015881279904365213,0.5792489292812295,0.641622998129773,0.5582137161084529,0.016686797033477637,0.5254448387479539,0.590982593468952
OEQA,FS,OWL2Bench,1hop,all,any,D,489,1467,489,0.6150928901440149,0.017712407443363838,0.5802908953974267,0.6498948848906031,0.5869120654396728,0.018724647988567728,0.5501211829459439,0.6237029479334016
OEQA,FS,OWL2Bench,2hop,all,any,D,531,1593,531,0.5633068990787025,0.018357190878349437,0.5272451148476094,0.5993686833097955,0.5229127432517263,0.018936255925882002,0.48571341466876206,0.5601120718346906
OEQA,FS,Pizza100,1hop,all,any,D,165,495,165,0.5414141414141415,0.03443027728638755,0.47343036845598835,0.6093979143722946,0.5414141414141415,0.03443027728638755,0.47343036845598835,0.6093979143722946
OEQA,FS,Pizza100,2hop,all,any,D,165,495,165,0.4736106316416141,0.03299229291018652,0.4084662085538052,0.538755054729423,0.38585858585858585,0.036015690460714976,0.3147443597707115,0.45697281194646017
OEQA,FS,Pizza250,1hop,all,any,D,206,618,206,0.5501618122977346,0.02994609972117953,0.49111997729819395,0.6092036472972754,0.5501618122977346,0.02994609972117953,0.49111997729819395,0.6092036472972754
OEQA,FS,Pizza250,2hop,all,any,D,206,618,206,0.4739782242209427,0.027907050000890513,0.418956586785094,0.5289998616567914,0.37702265372168287,0.031093809135924,0.3157179908238955,0.4383273166194702
OEQA,NL,FamilyOWL,1hop,all,any,D,627,1881,627,0.41204212004091084,0.015824160670701984,0.38096725412681404,0.44311698595500765,0.2509303561935141,0.016020846253620845,0.2194692468480197,0.28239146553900857
OEQA,NL,FamilyOWL,2hop,all,any,D,627,1881,627,0.18436684571519266,0.011221607006956381,0.1623302941192849,0.2064033973111004,0.09250398724082935,0.009513446952131443,0.07382185334631533,0.11118612113534337
OEQA,NL,OWL2Bench,1hop,all,any,D,489,1467,489,0.590315832391497,0.01906803149205158,0.5528502572608399,0.6277814075221541,0.5316973415132924,0.019585413144151312,0.4932151957331666,0.5701794872934183
OEQA,NL,OWL2Bench,2hop,all,any,D,531,1593,531,0.20974238692153901,0.013157570773716836,0.18389499657780597,0.23558977726527205,0.12366603892027621,0.011412834213502573,0.10124609637024415,0.14608598147030827
OEQA,NL,Pizza100,1hop,all,any,D,165,495,165,0.25293410293410296,0.02080249161265606,0.21185886398103682,0.2940093418871691,0.23636363636363636,0.021256069631199328,0.19439279193010997,0.2783344807971627
OEQA,NL,Pizza100,2hop,all,any,D,165,495,165,0.16126029271217274,0.010730781340993924,0.1400719939284699,0.18244859149587558,0.08282828282828283,0.011248008813798026,0.0606187005159476,0.10503786514061807
OEQA,NL,Pizza250,1hop,all,any,D,206,618,206,0.24942823114288734,0.018648652497119497,0.21266048262303658,0.2861959796627381,0.22168284789644013,0.01904723724318467,0.18412924829649463,0.25923644749638564
OEQA,NL,Pizza250,2hop,all,any,D,206,618,206,0.16167782235743403,0.00899235696248559,0.14394845990358013,0.17940718481128792,0.042071197411003236,0.007731388926031023,0.026827963950281294,0.05731443087172518
BQA,AR,FamilyOWL,1hop,all,any,H,174,522,87,0.6168582375478927,0.013381290871417652,0.5902571117009676,0.6434593633948178,0.6168582375478927,0.013381290871417652,0.5902571117009676,0.6434593633948178
BQA,AR,FamilyOWL,2hop,all,any,H,174,522,87,0.5842911877394636,0.013860631475213237,0.556737164309814,0.6118452111691133,0.5842911877394636,0.013860631475213237,0.556737164309814,0.6118452111691133
BQA,AR,OWL2Bench,1hop,all,any,H,242,726,121,0.5550964187327824,0.010422001343265532,0.53446158139175,0.5757312560738147,0.5550964187327824,0.010422001343265532,0.53446158139175,0.5757312560738147
BQA,AR,OWL2Bench,2hop,all,any,H,254,762,127,0.4921259842519685,0.006936351418828451,0.4783991487091922,0.5058528197947448,0.4921259842519685,0.006936351418828451,0.4783991487091922,0.5058528197947448
BQA,AR,Pizza100,1hop,all,any,H,210,630,105,0.6095238095238096,0.014412340714069386,0.580943597044216,0.6381040220034031,0.6095238095238096,0.014412340714069386,0.580943597044216,0.6381040220034031
BQA,AR,Pizza100,2hop,all,any,H,216,648,108,0.5679012345679012,0.010749801557016537,0.5465910067291491,0.5892114624066533,0.5679012345679012,0.010749801557016537,0.5465910067291491,0.5892114624066533
BQA,AR,Pizza250,1hop,all,any,H,270,810,135,0.5876543209876544,0.011334085217369984,0.565237475300579,0.6100711666747297,0.5876543209876544,0.011334085217369984,0.565237475300579,0.6100711666747297
BQA,AR,Pizza250,2hop,all,any,H,270,810,135,0.571604938271605,0.009684657071016888,0.5524503740584725,0.5907595024847374,0.571604938271605,0.009684657071016888,0.5524503740584725,0.5907595024847374
BQA,FS,FamilyOWL,1hop,all,any,H,174,522,87,0.9942528735632183,0.0032792954146980214,0.9877338500359774,1.0,0.9942528735632183,0.0032792954146980214,0.9877338500359774,1.0
BQA,FS,FamilyOWL,2hop,all,any,H,174,522,87,0.9770114942528736,0.006769902469259216,0.9635533735613312,0.990469614944416,0.9770114942528736,0.006769902469259216,0.9635533735613312,0.990469614944416
BQA,FS,OWL2Bench,1hop,all,any,H,242,726,121,0.8581267217630854,0.013644940768416314,0.8311106886605537,0.885142754865617,0.8581267217630854,0.013644940768416314,0.8311106886605537,0.885142754865617
BQA,FS,OWL2Bench,2hop,all,any,H,254,762,127,0.7952755905511811,0.019290863862932838,0.757099538079882,0.8334516430224803,0.7952755905511811,0.019290863862932838,0.757099538079882,0.8334516430224803
BQA,FS,Pizza100,1hop,all,any,H,210,630,105,0.580952380952381,0.010844078852787577,0.5594481656478133,0.6024565962569487,0.580952380952381,0.010844078852787577,0.5594481656478133,0.6024565962569487
BQA,FS,Pizza100,2hop,all,any,H,216,648,108,0.6003086419753086,0.01625187885976617,0.5680911875904544,0.6325260963601629,0.6003086419753086,0.01625187885976617,0.5680911875904544,0.6325260963601629
BQA,FS,Pizza250,1hop,all,any,H,270,810,135,0.5851851851851851,0.009250963669187753,0.5668883909532954,0.6034819794170749,0.5851851851851851,0.009250963669187753,0.5668883909532954,0.6034819794170749
BQA,FS,Pizza250,2hop,all,any,H,270,810,135,0.5938271604938271,0.013642919524056388,0.5668438428438716,0.6208104781437827,0.5938271604938271,0.013642919524056388,0.5668438428438716,0.6208104781437827
BQA,NL,FamilyOWL,1hop,all,any,H,174,522,87,0.8544061302681992,0.01980116600043054,0.8150427150525262,0.8937695454838722,0.8544061302681992,0.01980116600043054,0.8150427150525262,0.8937695454838722
BQA,NL,FamilyOWL,2hop,all,any,H,174,522,87,0.6264367816091954,0.021101128759538755,0.5844891259578543,0.6683844372605364,0.6264367816091954,0.021101128759538755,0.5844891259578543,0.6683844372605364
BQA,NL,OWL2Bench,1hop,all,any,H,242,726,121,0.6652892561983471,0.01389979385052397,0.6377686317297291,0.6928098806669651,0.6652892561983471,0.01389979385052397,0.6377686317297291,0.6928098806669651
BQA,NL,OWL2Bench,2hop,all,any,H,254,762,127,0.699475065616798,0.016669725386820593,0.6664861691334105,0.7324639621001854,0.699475065616798,0.016669725386820593,0.6664861691334105,0.7324639621001854
BQA,NL,Pizza100,1hop,all,any,H,210,630,105,0.6777777777777778,0.009640112011715747,0.6586610738996245,0.6968944816559312,0.6777777777777778,0.009640112011715747,0.6586610738996245,0.6968944816559312
BQA,NL,Pizza100,2hop,all,any,H,216,648,108,0.5925925925925926,0.010591278145236579,0.5715966189291282,0.613588566256057,0.5925925925925926,0.010591278145236579,0.5715966189291282,0.613588566256057
BQA,NL,Pizza250,1hop,all,any,H,270,810,135,0.6765432098765433,0.009719827228177807,0.6573190852206625,0.695767334532424,0.6765432098765433,0.009719827228177807,0.6573190852206625,0.695767334532424
BQA,NL,Pizza250,2hop,all,any,H,270,810,135,0.5691358024691358,0.009972812557717125,0.5494113169120783,0.5888602880261932,0.5691358024691358,0.009972812557717125,0.5494113169120783,0.5888602880261932
OEQA,AR,FamilyOWL,1hop,all,any,H,73,219,73,0.3407527828962156,0.02761744574739937,0.2856984109945141,0.39580715479791706,0.1506849315068493,0.03052689668208764,0.08983067516785642,0.2115391878458422
OEQA,AR,FamilyOWL,2hop,all,any,H,73,219,73,0.11326950058085417,0.021960609885896022,0.06949182487164593,0.1570471762900624,0.045662100456621,0.018749901057465632,0.008284855820048363,0.08303934509319363
OEQA,AR,OWL2Bench,1hop,all,any,H,164,492,164,0.028806694660353196,0.007727152263310753,0.013548469551313322,0.04406491976939307,0.0040650406504065045,0.0028655870121510633,0.0,0.009723499318103075
OEQA,AR,OWL2Bench,2hop,all,any,H,201,603,201,0.0645214284517767,0.010261275797679935,0.04428725745668922,0.0847555994468642,0.03814262023217247,0.007862865400417708,0.022637865642165154,0.05364737482217979
OEQA,AR,Pizza100,1hop,all,any,H,111,333,111,0.25225225225225223,0.028045247755565588,0.19667315392275775,0.3078313505817467,0.25225225225225223,0.028045247755565588,0.19667315392275775,0.3078313505817467
OEQA,AR,Pizza100,2hop,all,any,H,112,336,112,0.2678253599270083,0.02972406392164837,0.2089251429760033,0.3267255768780133,0.24107142857142858,0.02995832865059681,0.18170700042119445,0.30043585672166273
OEQA,AR,Pizza250,1hop,all,any,H,132,396,132,0.25757575757575757,0.0262431940540739,0.20566045970598884,0.3094910554455263,0.25757575757575757,0.0262431940540739,0.20566045970598884,0.3094910554455263
OEQA,AR,Pizza250,2hop,all,any,H,140,420,140,0.2572912537198252,0.024714791715010603,0.2084257180758392,0.3061567893638112,0.19523809523809524,0.02505804937728455,0.14569387819050547,0.244782312285685
OEQA,FS,FamilyOWL,1hop,all,any,H,73,219,73,0.7796803652968036,0.026358601268648668,0.7271354539995851,0.8322252765940221,0.6986301369863014,0.04016938575463211,0.6185539299892558,0.7787063439833469
