task,representation,model,scope,tag_basis,tag,n_unique_questions,n_observations,n_clusters,answer_f1_mean,answer_f1_se_clustered,answer_f1_ci95_low,answer_f1_ci95_high,answer_exact_match_mean,answer_exact_match_se_clustered,answer_exact_match_ci95_low,answer_exact_match_ci95_high
BQA,NL,Gemini 2.5 Flash-Lite,all,any,H,1810,1810,905,0.5602209944751381,0.005412613204889674,0.5495982450722754,0.5708437438780007,0.5602209944751381,0.005412613204889674,0.5495982450722754,0.5708437438780007
BQA,NL,Qwen3-30B-A3B-Instruct,all,any,H,1810,1810,905,0.7121546961325966,0.008724047454470429,0.6950329535695402,0.7292764386956531,0.7121546961325966,0.008724047454470429,0.6950329535695402,0.7292764386956531
OEQA,AR,GPT-5 mini,all,any,H,1006,1006,1006,0.0056604815551137624,0.0017867801688684316,0.002154234139216595,0.00916672897101093,0.0009940357852882703,0.0009940357852882705,0.0,0.00294465929466132
OEQA,AR,Gemini 2.5 Flash-Lite,all,any,H,1006,1006,1006,0.25604193783061746,0.012942604557227776,0.2306443122164391,0.2814395634447958,0.20178926441351888,0.012659739812506733,0.17694671199609235,0.2266318168309454
OEQA,AR,Qwen3-30B-A3B-Instruct,all,any,H,1006,1006,1006,0.2716592532868281,0.013015106572084262,0.24611935499318585,0.2971991515804704,0.2117296222664016,0.012886808764031725,0.18644148625767118,0.23701775827513202
OEQA,FS,GPT-5 mini,all,any,H,1006,1006,1006,0.3896951623591782,0.015191007383067669,0.359885434609912,0.41950489010844444,0.37475149105367794,0.015269154384856423,0.3447884133132623,0.40471456879409357
OEQA,FS,Gemini 2.5 Flash-Lite,all,any,H,1006,1006,1006,0.3597936192369592,0.014977437374957565,0.33040298573448185,0.3891842527394365,0.34791252485089463,0.015024669594392647,0.31842920627712157,0.3773958434246677
OEQA,FS,Qwen3-30B-A3B-Instruct,all,any,H,1006,1006,1006,0.4595261762756792,0.015407020491888303,0.42929256011652434,0.4897597924348341,0.43538767395626243,0.0156397645807891,0.4046973377290812,0.4660780101834437
OEQA,NL,GPT-5 mini,all,any,H,1006,1006,1006,0.2763320151242617,0.012370333426129462,0.25205737274527157,0.30060665750325183,0.15308151093439365,0.011357928913250185,0.1307935375194841,0.1753694843493032
OEQA,NL,Gemini 2.5 Flash-Lite,all,any,H,1006,1006,1006,0.15218753650771039,0.009927496750204854,0.1327065391062352,0.17166853390918557,0.08349900596421471,0.008726178488441665,0.06637538812423578,0.10062262380419364
OEQA,NL,Qwen3-30B-A3B-Instruct,all,any,H,1006,1006,1006,0.07547154975034506,0.0067927584526587615,0.06214193473310889,0.08880116476758124,0.016898608349900597,0.004065758652286686,0.008920259352849779,0.024876957346951417
BQA,AR,GPT-5 mini,all,any,I,1520,1520,760,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
BQA,AR,Gemini 2.5 Flash-Lite,all,any,I,1520,1520,760,0.5302631578947369,0.004711337930722425,0.5210143567302927,0.539511959059181,0.5302631578947369,0.004711337930722425,0.5210143567302927,0.539511959059181
BQA,AR,Qwen3-30B-A3B-Instruct,all,any,I,1520,1520,760,0.6217105263157895,0.008633064996870289,0.6047630046627348,0.6386580479688442,0.6217105263157895,0.008633064996870289,0.6047630046627348,0.6386580479688442
BQA,FS,GPT-5 mini,all,any,I,1520,1520,760,0.8986842105263158,0.007295115909065544,0.8843632092509572,0.9130052118016743,0.8986842105263158,0.007295115909065544,0.8843632092509572,0.9130052118016743
BQA,FS,Gemini 2.5 Flash-Lite,all,any,I,1520,1520,760,0.8631578947368421,0.008458264118952296,0.846553523710426,0.8797622657632582,0.8631578947368421,0.008458264118952296,0.846553523710426,0.8797622657632582
BQA,FS,Qwen3-30B-A3B-Instruct,all,any,I,1520,1520,760,0.8671052631578947,0.00801730320285663,0.851366540041739,0.8828439862740505,0.8671052631578947,0.00801730320285663,0.851366540041739,0.8828439862740505
BQA,NL,GPT-5 mini,all,any,I,1520,1520,760,0.7756578947368421,0.009026507037533793,0.7579380092123484,0.7933777802613358,0.7756578947368421,0.009026507037533793,0.7579380092123484,0.7933777802613358
BQA,NL,Gemini 2.5 Flash-Lite,all,any,I,1520,1520,760,0.6085526315789473,0.007822134263560649,0.5931970435169029,0.6239082196409917,0.6085526315789473,0.007822134263560649,0.5931970435169029,0.6239082196409917
BQA,NL,Qwen3-30B-A3B-Instruct,all,any,I,1520,1520,760,0.7197368421052631,0.010053592900040525,0.7000006900635256,0.7394729941470006,0.7197368421052631,0.010053592900040525,0.7000006900635256,0.7394729941470006
OEQA,AR,GPT-5 mini,all,any,I,802,802,802,0.04262171051447859,0.005038512002530713,0.032731464020072286,0.0525119570088849,0.0,0.0,0.0,0.0
OEQA,AR,Gemini 2.5 Flash-Lite,all,any,I,802,802,802,0.1588493395571096,0.010651594698805817,0.1379410045016829,0.17975767461253628,0.06359102244389027,0.008622127291842932,0.04666638989768553,0.080515654990095
OEQA,AR,Qwen3-30B-A3B-Instruct,all,any,I,802,802,802,0.17850011665636853,0.01126638042246243,0.1563850002446303,0.20061523306810675,0.07231920199501247,0.009151869911044707,0.054354721755705805,0.09028368223431915
OEQA,FS,GPT-5 mini,all,any,I,802,802,802,0.7734963221560629,0.014125914404388854,0.7457681406318116,0.8012245036803142,0.7369077306733167,0.015557662352091876,0.7063691281133448,0.7674463332332886
OEQA,FS,Gemini 2.5 Flash-Lite,all,any,I,802,802,802,0.4610429678074467,0.016723735335640044,0.42821544557595936,0.493870490038934,0.39775561097256856,0.01729331612682141,0.3638100415040332,0.43170118044110395
OEQA,FS,Qwen3-30B-A3B-Instruct,all,any,I,802,802,802,0.6864516890391106,0.014608310184937554,0.6577765983529695,0.7151267797252516,0.5785536159600998,0.01744723915357066,0.5443059063607182,0.6128013255594814
OEQA,NL,GPT-5 mini,all,any,I,802,802,802,0.4047538220344788,0.01506023697669633,0.37519163067939504,0.43431601338956255,0.2730673316708229,0.015742210250685215,0.24216647449953002,0.3039681888421158
OEQA,NL,Gemini 2.5 Flash-Lite,all,any,I,802,802,802,0.299322469332244,0.014388512989382062,0.2710788251608142,0.32756611350367376,0.18204488778054864,0.01363445306489855,0.15528141047603303,0.20880836508506426
OEQA,NL,Qwen3-30B-A3B-Instruct,all,any,I,802,802,802,0.25272835242416636,0.013360758810444835,0.22650211778956805,0.27895458705876464,0.1371571072319202,0.012155106363016505,0.11329748398688716,0.16101673047695325
BQA,AR,GPT-5 mini,all,any,N,78,78,39,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
BQA,AR,Gemini 2.5 Flash-Lite,all,any,N,78,78,39,0.48717948717948717,0.022399720206069944,0.44183362432105816,0.5325253500379161,0.48717948717948717,0.022399720206069944,0.44183362432105816,0.5325253500379161
BQA,AR,Qwen3-30B-A3B-Instruct,all,any,N,78,78,39,0.5128205128205128,0.03430031046461224,0.4433831644955831,0.5822578611454424,0.5128205128205128,0.03430031046461224,0.4433831644955831,0.5822578611454424
BQA,FS,GPT-5 mini,all,any,N,78,78,39,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
BQA,FS,Gemini 2.5 Flash-Lite,all,any,N,78,78,39,0.6923076923076923,0.039460705849429,0.6124236696822614,0.7721917149331232,0.6923076923076923,0.039460705849429,0.6124236696822614,0.7721917149331232
BQA,FS,Qwen3-30B-A3B-Instruct,all,any,N,78,78,39,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
BQA,NL,GPT-5 mini,all,any,N,78,78,39,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
BQA,NL,Gemini 2.5 Flash-Lite,all,any,N,78,78,39,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
BQA,NL,Qwen3-30B-A3B-Instruct,all,any,N,78,78,39,0.9615384615384616,0.02161351872880832,0.91778418036226,1.0,0.9615384615384616,0.02161351872880832,0.91778418036226,1.0
OEQA,AR,GPT-5 mini,all,any,N,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,AR,Gemini 2.5 Flash-Lite,all,any,N,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,AR,Qwen3-30B-A3B-Instruct,all,any,N,42,42,42,0.0009523809523809499,0.0009523809523809499,0.0,0.0028757533051822553,0.0,0.0,0.0,0.0
OEQA,FS,GPT-5 mini,all,any,N,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,FS,Gemini 2.5 Flash-Lite,all,any,N,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,FS,Qwen3-30B-A3B-Instruct,all,any,N,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,NL,GPT-5 mini,all,any,N,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,NL,Gemini 2.5 Flash-Lite,all,any,N,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,NL,Qwen3-30B-A3B-Instruct,all,any,N,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BQA,AR,GPT-5 mini,all,any,R,1336,1336,668,0.5052395209580839,0.0019714255221698947,0.5013685737839051,0.5091104681322627,0.5052395209580839,0.0019714255221698947,0.5013685737839051,0.5091104681322627
BQA,AR,Gemini 2.5 Flash-Lite,all,any,R,1336,1336,668,0.5097305389221557,0.003065402053109137,0.5037115393293411,0.5157495385149703,0.5097305389221557,0.003065402053109137,0.5037115393293411,0.5157495385149703
BQA,AR,Qwen3-30B-A3B-Instruct,all,any,R,1336,1336,668,0.5097305389221557,0.004781528048548429,0.5003418796602968,0.5191191981840146,0.5097305389221557,0.004781528048548429,0.5003418796602968,0.5191191981840146
BQA,FS,GPT-5 mini,all,any,R,1336,1336,668,0.7050898203592815,0.009522566566317748,0.6863920041210879,0.723787636597475,0.7050898203592815,0.009522566566317748,0.6863920041210879,0.723787636597475
BQA,FS,Gemini 2.5 Flash-Lite,all,any,R,1336,1336,668,0.7934131736526946,0.009649968526676884,0.7744652002298186,0.8123611470755706,0.7934131736526946,0.009649968526676884,0.7744652002298186,0.8123611470755706
BQA,FS,Qwen3-30B-A3B-Instruct,all,any,R,1336,1336,668,0.7544910179640718,0.010186886189141212,0.7344887922324425,0.7744932436957012,0.7544910179640718,0.010186886189141212,0.7344887922324425,0.7744932436957012
BQA,NL,GPT-5 mini,all,any,R,1336,1336,668,0.749251497005988,0.009679995271727748,0.7302445652595044,0.7682584287524716,0.749251497005988,0.009679995271727748,0.7302445652595044,0.7682584287524716
BQA,NL,Gemini 2.5 Flash-Lite,all,any,R,1336,1336,668,0.5164670658682635,0.004927647669948719,0.5067914967895281,0.526142634946999,0.5164670658682635,0.004927647669948719,0.5067914967895281,0.526142634946999
BQA,NL,Qwen3-30B-A3B-Instruct,all,any,R,1336,1336,668,0.6272455089820359,0.0088863265998548,0.6097969670748191,0.6446940508892527,0.6272455089820359,0.0088863265998548,0.6097969670748191,0.6446940508892527
OEQA,AR,GPT-5 mini,all,any,R,501,501,501,0.016966067864271458,0.004730581031841346,0.007671801468266029,0.026260334260276887,0.005988023952095809,0.0034502659379372297,0.0,0.012766829884898955
OEQA,AR,Gemini 2.5 Flash-Lite,all,any,R,501,501,501,0.015812818806830782,0.004535999297481673,0.006900851004330605,0.02472478660933096,0.005988023952095809,0.0034502659379372297,0.0,0.012766829884898955
OEQA,AR,Qwen3-30B-A3B-Instruct,all,any,R,501,501,501,0.013013799241344153,0.0037387085162444533,0.005668284452970576,0.020359314029717728,0.001996007984031936,0.0019960079840319355,0.0,0.005917604466002681
OEQA,FS,GPT-5 mini,all,any,R,501,501,501,0.012774451097804392,0.003467313493111132,0.005962151495170761,0.019586750700438024,0.0,0.0,0.0,0.0
OEQA,FS,Gemini 2.5 Flash-Lite,all,any,R,501,501,501,0.014105123087159015,0.003998387020742921,0.0062494127896334465,0.021960833384684582,0.001996007984031936,0.0019960079840319355,0.0,0.005917604466002681
OEQA,FS,Qwen3-30B-A3B-Instruct,all,any,R,501,501,501,0.010113107119095143,0.002931830068698957,0.004352882423039057,0.01587333181515123,0.0,0.0,0.0,0.0
OEQA,NL,GPT-5 mini,all,any,R,501,501,501,0.27690808858473526,0.013865849008647482,0.24966557997411865,0.30415059719535187,0.03992015968063872,0.008755174530723078,0.02271869459963825,0.05712162476163919
OEQA,NL,Gemini 2.5 Flash-Lite,all,any,R,501,501,501,0.17921300256629596,0.014162003253816636,0.15138863383524534,0.2070373712973466,0.04590818363273453,0.009359553654771969,0.027519282897364064,0.064297084368105
OEQA,NL,Qwen3-30B-A3B-Instruct,all,any,R,501,501,501,0.046462918319205744,0.007114486638624354,0.03248494528690411,0.060440891351507375,0.001996007984031936,0.001996007984031936,0.0,0.005917604466002682
BQA,AR,GPT-5 mini,all,any,S,40,40,20,0.75,0.05735393346764044,0.6299568376372975,0.8700431623627025,0.75,0.05735393346764044,0.6299568376372975,0.8700431623627025
BQA,AR,Gemini 2.5 Flash-Lite,all,any,S,40,40,20,0.925,0.04095890109545626,0.8392720347650812,1.0,0.925,0.04095890109545626,0.8392720347650812,1.0
BQA,AR,Qwen3-30B-A3B-Instruct,all,any,S,40,40,20,0.525,0.025,0.47267439863979344,0.5773256013602066,0.525,0.025,0.47267439863979344,0.5773256013602066
BQA,FS,GPT-5 mini,all,any,S,40,40,20,0.95,0.034412360080584264,0.8779741025823784,1.0,0.95,0.034412360080584264,0.8779741025823784,1.0
BQA,FS,Gemini 2.5 Flash-Lite,all,any,S,40,40,20,0.975,0.025,0.9226743986397934,1.0,0.975,0.025,0.9226743986397934,1.0
BQA,FS,Qwen3-30B-A3B-Instruct,all,any,S,40,40,20,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
BQA,NL,GPT-5 mini,all,any,S,40,40,20,0.925,0.04095890109545626,0.8392720347650812,1.0,0.925,0.04095890109545626,0.8392720347650812,1.0
BQA,NL,Gemini 2.5 Flash-Lite,all,any,S,40,40,20,0.725,0.057066443268951154,0.6055585615385607,0.8444414384614393,0.725,0.057066443268951154,0.6055585615385607,0.8444414384614393
BQA,NL,Qwen3-30B-A3B-Instruct,all,any,S,40,40,20,0.8,0.056195148694901643,0.6823822020405218,0.9176177979594783,0.8,0.056195148694901643,0.6823822020405218,0.9176177979594783
OEQA,AR,GPT-5 mini,all,any,S,16,16,16,0.8541666666666666,0.0858980338670346,0.6710793414163364,1.0,0.8125,0.10077822185373188,0.5976963048275865,1.0
OEQA,AR,Gemini 2.5 Flash-Lite,all,any,S,16,16,16,0.5,0.11785113019775792,0.24880626209633627,0.7511937379036637,0.375,0.125,0.10856880680508463,0.6414311931949154
OEQA,AR,Qwen3-30B-A3B-Instruct,all,any,S,16,16,16,0.5354166666666667,0.10410414790540821,0.3135239279228438,0.7573094054104895,0.3125,0.11967838846954226,0.05741155328332204,0.567588446716678
OEQA,FS,GPT-5 mini,all,any,S,16,16,16,0.8958333333333333,0.0501733107449679,0.7888914529467648,1.0,0.75,0.11180339887498948,0.511696696275916,0.988303303724084
OEQA,FS,Gemini 2.5 Flash-Lite,all,any,S,16,16,16,0.35416666666666663,0.11967838846954225,0.09907821994998867,0.6092551133833446,0.3125,0.11967838846954226,0.05741155328332204,0.567588446716678
OEQA,FS,Qwen3-30B-A3B-Instruct,all,any,S,16,16,16,0.9041666666666667,0.04583333333333334,0.8064752291618643,1.0,0.75,0.11180339887498948,0.511696696275916,0.988303303724084
OEQA,NL,GPT-5 mini,all,any,S,16,16,16,0.7604166666666666,0.10088583344002709,0.5453836028275474,0.9754497305057859,0.6875,0.11967838846954226,0.43241155328332204,0.942588446716678
OEQA,NL,Gemini 2.5 Flash-Lite,all,any,S,16,16,16,0.625,0.11334558757279536,0.38340959887681086,0.8665904011231891,0.5,0.12909944487358055,0.22483104689224587,0.7751689531077541
OEQA,NL,Qwen3-30B-A3B-Instruct,all,any,S,16,16,16,0.76875,0.08582220801685825,0.5858242937235698,0.9516757062764303,0.5625,0.128086884574495,0.2894892680815832,0.8355107319184167
OEQA,AR,GPT-5 mini,all,any,T,1,1,1,0.0,,,,0.0,,,
OEQA,AR,Gemini 2.5 Flash-Lite,all,any,T,1,1,1,0.0,,,,0.0,,,
OEQA,AR,Qwen3-30B-A3B-Instruct,all,any,T,1,1,1,0.0,,,,0.0,,,
OEQA,FS,GPT-5 mini,all,any,T,1,1,1,0.6666666666666666,,,,0.0,,,
OEQA,FS,Gemini 2.5 Flash-Lite,all,any,T,1,1,1,0.0,,,,0.0,,,
OEQA,FS,Qwen3-30B-A3B-Instruct,all,any,T,1,1,1,0.6666666666666666,,,,0.0,,,
OEQA,NL,GPT-5 mini,all,any,T,1,1,1,0.8,,,,0.0,,,
OEQA,NL,Gemini 2.5 Flash-Lite,all,any,T,1,1,1,0.6666666666666666,,,,0.0,,,
OEQA,NL,Qwen3-30B-A3B-Instruct,all,any,T,1,1,1,0.0,,,,0.0,,,
