scope,tag_basis,task,outcome,term,term_family,reference_groups,effect,standard_error_clustered,ci95_low,ci95_high,p_value,p_value_holm_focal
all,every,OEQA,answer_exact_match,"tag_H:C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.14603400769743136,0.009332179448637231,0.12773592640926676,0.16433208898559595,3.9639801594638636e-53,3.963980159463863e-52
all,every,OEQA,answer_exact_match,tag_I,tag_main_association,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.059231438102389795,0.016081355236050136,-0.09076297336193381,-0.02769990284284577,0.00023433522847051173,0.0009373409138820469
all,every,OEQA,answer_exact_match,"tag_I:C(representation, Treatment(reference=""NL""))[T.AR]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.290511142592402,0.016337018061782966,-0.32254396902335664,-0.2584783161614474,2.3696042915710517e-67,2.606564720728157e-66
all,every,OEQA,answer_exact_match,"tag_I:C(representation, Treatment(reference=""NL""))[T.FS]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.0924481131504763,0.01872029123005201,0.05574228119011593,0.12915394511083667,8.305882704814428e-07,4.983529622888657e-06
all,every,OEQA,answer_exact_match,"tag_I:C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.050552765953728346,0.008692916102051512,-0.06759741092031882,-0.033508120987137874,6.682769842339792e-09,4.677938889637854e-08
all,every,OEQA,answer_exact_match,"tag_I:C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.003569699206960736,0.008323883954452679,-0.019890763977534347,0.012751365563612876,0.6680628896487382,0.6680628896487382
all,every,OEQA,answer_exact_match,tag_R,tag_main_association,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.33286232756481426,0.011734689569910433,-0.35587113325949626,-0.30985352187013226,4.282383682891004e-157,5.995337156047406e-156
all,every,OEQA,answer_exact_match,"tag_R:C(representation, Treatment(reference=""NL""))[T.AR]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.0414052268545667,0.011631627981871872,-0.06421195442526959,-0.018598499283863815,0.0003769971151498209,0.0011309913454494627
all,every,OEQA,answer_exact_match,"tag_R:C(representation, Treatment(reference=""NL""))[T.FS]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.39362044766317295,0.01105569204588145,-0.4152979082034324,-0.3719429871229135,4.4905271770929974e-232,6.735790765639496e-231
all,every,OEQA,answer_exact_match,"tag_R:C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.1013452210210273,0.005446140672761739,0.09066669460761526,0.11202374743443935,2.979471458170392e-73,3.5753657498044705e-72
all,every,OEQA,answer_exact_match,"tag_R:C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.07222002353430745,0.005387009423590967,0.06165743878382126,0.08278260828479365,7.515988944426079e-40,6.764390049983471e-39
all,every,OEQA,answer_exact_match,gold_answer_set_size_centered,adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.0007453958295741995,0.0015937177700479093,-0.0023794880699727137,0.003870279729121113,0.6400266488665278,
all,any,BQA,answer_f1,Intercept,adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,1.0270947015167606,0.006493722900247604,1.014362127079511,1.0398272759540104,0.0,
all,any,BQA,answer_f1,"C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,0.020933829999183803,0.003455115122587041,0.01415920915942951,0.027708450838938095,1.5414103387072363e-09,
all,any,BQA,answer_f1,"C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,0.029449169341137338,0.004487226585908826,0.02065083479567774,0.03824750388659694,6.189511120504692e-11,
all,any,BQA,answer_f1,"C(representation, Treatment(reference=""NL""))[T.AR]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.007249171063921355,0.0053774042114606985,-0.0177929223839836,0.0032945802561408916,0.1777339239251054,
all,any,BQA,answer_f1,"C(representation, Treatment(reference=""NL""))[T.FS]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,0.0928719390790437,0.007772770245759669,0.07763147112898656,0.10811240702910084,3.487566841414991e-32,
all,any,BQA,answer_f1,"C(dataset, Treatment(reference=""FamilyOWL""))[T.OWL2Bench]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.035875081512539736,0.005128300126290239,-0.045930401719082345,-0.025819761305997127,3.2424304331061077e-12,
all,any,BQA,answer_f1,"C(dataset, Treatment(reference=""FamilyOWL""))[T.Pizza100]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.07611177070505787,0.006246503220785642,-0.08835960887938794,-0.0638639325307278,2.254805452636634e-33,
all,any,BQA,answer_f1,"C(dataset, Treatment(reference=""FamilyOWL""))[T.Pizza250]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.08168853339947797,0.006139998057884418,-0.09372754145656675,-0.06964952534238919,2.7395110455935744e-39,
all,any,BQA,answer_f1,"C(hop, Treatment(reference=""1hop""))[T.2hop]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.10256411330590089,0.0035227563682324816,-0.10947136179368372,-0.09565686481811805,1.9232281004872083e-164,
all,any,BQA,answer_f1,"C(bqa_label, Treatment(reference=""FALSE""))[T.TRUE]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.42197170645444015,0.005490330884103366,-0.4327368788741491,-0.41120653403473123,0.0,
all,any,BQA,answer_f1,tag_H,tag_main_association,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.052151782180525096,0.008920623911659669,-0.06964290548940338,-0.03466065887164681,5.5675933523568e-09,3.89731534664976e-08
all,any,BQA,answer_f1,"tag_H:C(representation, Treatment(reference=""NL""))[T.AR]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.06228544913262807,0.008444654731037218,-0.07884331533842284,-0.0457275829268333,2.101628264536272e-13,1.891465438082645e-12
all,any,BQA,answer_f1,"tag_H:C(representation, Treatment(reference=""NL""))[T.FS]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.04103235462699568,0.01062718676478288,-0.061869622958232125,-0.02019508629575923,0.00011526017630442092,0.0004610407052176837
all,any,BQA,answer_f1,"tag_H:C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.007205945631580166,0.00602432358246802,-0.01901814483166136,0.004606253568501028,0.23173526107433295,0.4634705221486659
all,any,BQA,answer_f1,"tag_H:C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,0.06932457300269643,0.007744100424305671,0.05414031943711076,0.0845088265682821,5.972648740833971e-19,7.167178489000765e-18
all,any,BQA,answer_f1,tag_I,tag_main_association,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.03673782344889963,0.009165286596312782,-0.054708669390267264,-0.018766977507531996,6.262118585419723e-05,0.00031310592927098616
all,any,BQA,answer_f1,"tag_I:C(representation, Treatment(reference=""NL""))[T.AR]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.13506656794089547,0.009032366598640327,-0.15277679084820986,-0.11735634503358108,7.954070295374393e-49,1.193110544306159e-47
all,any,BQA,answer_f1,"tag_I:C(representation, Treatment(reference=""NL""))[T.FS]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,0.07775770881883667,0.011148552767884205,0.05589817151408337,0.09961724612358998,3.75189949093712e-12,3.001519592749696e-11
all,any,BQA,answer_f1,"tag_I:C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.07169360393830822,0.0059232812791808025,-0.08330768432924426,-0.06007952354737218,5.796053787965617e-33,8.114475303151864e-32
all,any,BQA,answer_f1,"tag_I:C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.00773028031956452,0.007445523130237073,-0.022329098121967858,0.006868537482838817,0.29923906621410734,0.4634705221486659
all,any,BQA,answer_f1,tag_R,tag_main_association,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.04012384354520159,0.0082414781149751,-0.056283330973882106,-0.023964356116521073,1.1822195321637003e-06,7.093317192982202e-06
all,any,BQA,answer_f1,"tag_R:C(representation, Treatment(reference=""NL""))[T.AR]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.06479677191281413,0.007399551172626675,-0.07930545014793193,-0.05028809367769633,3.283751061908003e-18,3.283751061908003e-17
all,any,BQA,answer_f1,"tag_R:C(representation, Treatment(reference=""NL""))[T.FS]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,0.0370808193204775,0.010483039481650363,0.016526187935813272,0.05763545070514173,0.00041045957726201966,0.001231378731786059
all,any,BQA,answer_f1,"tag_R:C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.05383419883410669,0.006111560605954904,-0.06581744812552895,-0.041850949542684444,2.0967002931207183e-18,2.3063703224327903e-17
all,any,BQA,answer_f1,"tag_R:C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.08635092852906778,0.007430576326360343,-0.1009204393690579,-0.07178141768907767,1.4303933969130676e-30,1.859511415986988e-29
all,any,BQA,answer_exact_match,Intercept,adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,1.0270947015167606,0.006493722900247604,1.014362127079511,1.0398272759540104,0.0,
all,any,BQA,answer_exact_match,"C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,0.020933829999183803,0.003455115122587041,0.01415920915942951,0.027708450838938095,1.5414103387072363e-09,
all,any,BQA,answer_exact_match,"C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,0.029449169341137338,0.004487226585908826,0.02065083479567774,0.03824750388659694,6.189511120504692e-11,
all,any,BQA,answer_exact_match,"C(representation, Treatment(reference=""NL""))[T.AR]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.007249171063921355,0.0053774042114606985,-0.0177929223839836,0.0032945802561408916,0.1777339239251054,
all,any,BQA,answer_exact_match,"C(representation, Treatment(reference=""NL""))[T.FS]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,0.0928719390790437,0.007772770245759669,0.07763147112898656,0.10811240702910084,3.487566841414991e-32,
all,any,BQA,answer_exact_match,"C(dataset, Treatment(reference=""FamilyOWL""))[T.OWL2Bench]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.035875081512539736,0.005128300126290239,-0.045930401719082345,-0.025819761305997127,3.2424304331061077e-12,
all,any,BQA,answer_exact_match,"C(dataset, Treatment(reference=""FamilyOWL""))[T.Pizza100]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.07611177070505787,0.006246503220785642,-0.08835960887938794,-0.0638639325307278,2.254805452636634e-33,
all,any,BQA,answer_exact_match,"C(dataset, Treatment(reference=""FamilyOWL""))[T.Pizza250]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.08168853339947797,0.006139998057884418,-0.09372754145656675,-0.06964952534238919,2.7395110455935744e-39,
all,any,BQA,answer_exact_match,"C(hop, Treatment(reference=""1hop""))[T.2hop]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.10256411330590089,0.0035227563682324816,-0.10947136179368372,-0.09565686481811805,1.9232281004872083e-164,
all,any,BQA,answer_exact_match,"C(bqa_label, Treatment(reference=""FALSE""))[T.TRUE]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.42197170645444015,0.005490330884103366,-0.4327368788741491,-0.41120653403473123,0.0,
all,any,BQA,answer_exact_match,tag_H,tag_main_association,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.052151782180525096,0.008920623911659669,-0.06964290548940338,-0.03466065887164681,5.5675933523568e-09,3.89731534664976e-08
all,any,BQA,answer_exact_match,"tag_H:C(representation, Treatment(reference=""NL""))[T.AR]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.06228544913262807,0.008444654731037218,-0.07884331533842284,-0.0457275829268333,2.101628264536272e-13,1.891465438082645e-12
all,any,BQA,answer_exact_match,"tag_H:C(representation, Treatment(reference=""NL""))[T.FS]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.04103235462699568,0.01062718676478288,-0.061869622958232125,-0.02019508629575923,0.00011526017630442092,0.0004610407052176837
all,any,BQA,answer_exact_match,"tag_H:C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.007205945631580166,0.00602432358246802,-0.01901814483166136,0.004606253568501028,0.23173526107433295,0.4634705221486659
all,any,BQA,answer_exact_match,"tag_H:C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,0.06932457300269643,0.007744100424305671,0.05414031943711076,0.0845088265682821,5.972648740833971e-19,7.167178489000765e-18
all,any,BQA,answer_exact_match,tag_I,tag_main_association,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.03673782344889963,0.009165286596312782,-0.054708669390267264,-0.018766977507531996,6.262118585419723e-05,0.00031310592927098616
all,any,BQA,answer_exact_match,"tag_I:C(representation, Treatment(reference=""NL""))[T.AR]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.13506656794089547,0.009032366598640327,-0.15277679084820986,-0.11735634503358108,7.954070295374393e-49,1.193110544306159e-47
all,any,BQA,answer_exact_match,"tag_I:C(representation, Treatment(reference=""NL""))[T.FS]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,0.07775770881883667,0.011148552767884205,0.05589817151408337,0.09961724612358998,3.75189949093712e-12,3.001519592749696e-11
all,any,BQA,answer_exact_match,"tag_I:C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.07169360393830822,0.0059232812791808025,-0.08330768432924426,-0.06007952354737218,5.796053787965617e-33,8.114475303151864e-32
all,any,BQA,answer_exact_match,"tag_I:C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.00773028031956452,0.007445523130237073,-0.022329098121967858,0.006868537482838817,0.29923906621410734,0.4634705221486659
all,any,BQA,answer_exact_match,tag_R,tag_main_association,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.04012384354520159,0.0082414781149751,-0.056283330973882106,-0.023964356116521073,1.1822195321637003e-06,7.093317192982202e-06
all,any,BQA,answer_exact_match,"tag_R:C(representation, Treatment(reference=""NL""))[T.AR]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.06479677191281413,0.007399551172626675,-0.07930545014793193,-0.05028809367769633,3.283751061908003e-18,3.283751061908003e-17
all,any,BQA,answer_exact_match,"tag_R:C(representation, Treatment(reference=""NL""))[T.FS]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,0.0370808193204775,0.010483039481650363,0.016526187935813272,0.05763545070514173,0.00041045957726201966,0.001231378731786059
all,any,BQA,answer_exact_match,"tag_R:C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.05383419883410669,0.006111560605954904,-0.06581744812552895,-0.041850949542684444,2.0967002931207183e-18,2.3063703224327903e-17
all,any,BQA,answer_exact_match,"tag_R:C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; BQA label=FALSE,-0.08635092852906778,0.007430576326360343,-0.1009204393690579,-0.07178141768907767,1.4303933969130676e-30,1.859511415986988e-29
all,any,OEQA,answer_f1,Intercept,adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.5143806087746688,0.013205664108659544,0.4884875881084475,0.5402736294408902,3.438477634961194e-269,
all,any,OEQA,answer_f1,"C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.08465885397333311,0.005803125380032339,-0.09603733855066827,-0.07328036939599795,1.2436529140066435e-46,
all,any,OEQA,answer_f1,"C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.05903835816882644,0.005145736556611321,-0.06912786687561667,-0.048948849462036204,7.419215872980549e-30,
all,any,OEQA,answer_f1,"C(representation, Treatment(reference=""NL""))[T.AR]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.16339408292969285,0.010990572400848284,0.14184430580624205,0.18494386005314364,2.6718460413111156e-48,
all,any,OEQA,answer_f1,"C(representation, Treatment(reference=""NL""))[T.FS]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.3586342876040908,0.012140667257867669,0.33482946070382563,0.3824391145043559,1.1634265052341782e-168,
all,any,OEQA,answer_f1,"C(dataset, Treatment(reference=""FamilyOWL""))[T.OWL2Bench]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.1028412168313318,0.010383249161386778,0.0824822494286993,0.12320018423396428,8.827443307368229e-23,
all,any,OEQA,answer_f1,"C(dataset, Treatment(reference=""FamilyOWL""))[T.Pizza100]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.009389375532835661,0.018498367485841116,-0.0268813191979317,0.045660070263603025,0.6117860256405153,
all,any,OEQA,answer_f1,"C(dataset, Treatment(reference=""FamilyOWL""))[T.Pizza250]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.003112435268932551,0.0178060140593407,-0.031800726706708256,0.03802559724457336,0.8612509957879385,
all,any,OEQA,answer_f1,"C(hop, Treatment(reference=""1hop""))[T.2hop]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.1753860062881119,0.0078469638833537,-0.19077194949603696,-0.16000006308018686,1.6233992895698347e-102,
all,any,OEQA,answer_f1,tag_H,tag_main_association,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.29514444588159305,0.014379415040017243,-0.3233388999988373,-0.2669499917643488,9.686996634995038e-88,1.3561795288993052e-86
all,any,OEQA,answer_f1,"tag_H:C(representation, Treatment(reference=""NL""))[T.AR]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.11081686028342776,0.013964517818568035,-0.13819780420982158,-0.08343591635703392,2.927136088492934e-15,2.3417088707943473e-14
all,any,OEQA,answer_f1,"tag_H:C(representation, Treatment(reference=""NL""))[T.FS]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.0037843865229348107,0.01693767236864118,-0.02942617351177972,0.036994946557649344,0.8232158849123918,1.0
all,any,OEQA,answer_f1,"tag_H:C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.11676296143156562,0.009426702623076433,0.09827954372343359,0.13524637913969764,2.096591902316663e-34,1.8869327120849968e-33
all,any,OEQA,answer_f1,"tag_H:C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.12594896951260956,0.007911976739972737,0.11043555227337827,0.14146238675184084,7.5798432765903e-55,9.09581193190836e-54
all,any,OEQA,answer_f1,tag_I,tag_main_association,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.052585917442082825,0.016831622879432923,-0.08558854082225903,-0.019583294061906627,0.001799625703195174,0.00899812851597587
all,any,OEQA,answer_f1,"tag_I:C(representation, Treatment(reference=""NL""))[T.AR]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.3254392962550106,0.01684300808715437,-0.35846424319395637,-0.29241434931606486,1.6253303258812246e-78,2.112929423645592e-77
all,any,OEQA,answer_f1,"tag_I:C(representation, Treatment(reference=""NL""))[T.FS]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.054032660791864945,0.01915929654538748,0.01646604866861156,0.09159927291511832,0.004831042664041316,0.019324170656165263
all,any,OEQA,answer_f1,"tag_I:C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.016528383832637286,0.009180295395616146,-0.03452865829402023,0.0014718906287456562,0.07189431853360462,0.21568295560081385
all,any,OEQA,answer_f1,"tag_I:C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.03980610843484572,0.0077579123842444215,0.024594773053367082,0.05501744381632436,3.0641060120543404e-07,1.8384636072326042e-06
all,any,OEQA,answer_f1,tag_R,tag_main_association,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.10828785560407983,0.014214885400334991,-0.1361597080463576,-0.08041600316180206,3.428699820388815e-14,2.4000898742721707e-13
all,any,OEQA,answer_f1,"tag_R:C(representation, Treatment(reference=""NL""))[T.AR]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.1724875918366254,0.011585705798086196,-0.19520427743412522,-0.1497709062391256,1.9885252070680976e-48,2.1873777277749073e-47
all,any,OEQA,answer_f1,"tag_R:C(representation, Treatment(reference=""NL""))[T.FS]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.5305426319784874,0.012850462982418345,-0.5557391916392832,-0.5053460723176916,1.0169515838262152e-295,1.5254273757393228e-294
all,any,OEQA,answer_f1,"tag_R:C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.00030522237058134796,0.007376124516578732,-0.014157522022497258,0.014767966763659953,0.9669958763400753,1.0
all,any,OEQA,answer_f1,"tag_R:C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.09178341892673744,0.006449488884896329,-0.1044292614689295,-0.07913757638454538,1.5741963323582437e-44,1.5741963323582438e-43
all,any,OEQA,answer_f1,gold_answer_set_size_centered,adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.003654907756716273,0.0028427479138616327,-0.0019190133938458806,0.009228828907278427,0.19864814498512492,
