semantic_key,dataset,hop,task_type,classification,nl_question_byte_identical,nl_context_byte_identical,fs_query_byte_identical,fs_context_byte_identical,gold_answer_byte_identical
sem-v1.1-438ba24bbd13b8677845c27c996573b9b7dd143e8e6872488bc67d2709330e35,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4395a4c1d0464e7dc526a32590e5d22c97b371c87501b56415c7d58abcfb5a4d,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-43a3c292532ce84796bfff752d7795332bf105566d40cf977a1bb8129475f10c,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-43b013c423aba977ea33016e1368afcf2f945d66f2eca41549a14595851182e7,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-43b2a0be104c453b260f70f00e7aad672492964883f8079b722500e737abab01,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-43b2bfd4bcefe7f06b70bd7240016f8e0e54e31c93ffeb94fcc6894a91f416b2,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-43da30ce4e159c1d3e94f5b508cbd1e26d9305edaa1a9e3421cd38b8986be396,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-43dadb2458651694347c7a8eabf3afbde75705110f3f76af8155c6971688c811,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-43db20f2aed17e3c7f62dd2e78ab024605abd5269cbbeb712e03e70a698e8621,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-43f84715dd596b5b559f895c57bab43134437c7372ccb28d21bafbe9cade1bcc,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-440462acc1ef4156b381bf8969db16ea0e7c4a121c1b28745d2fa52d2f261c33,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4411b0f8ec92e6021817bf64ac60ec678a4936350c450074e7f0623a055a8d12,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-442d776798dc079b3024971ff026677e9c53154efc92cbe5564718dcbcdc2eaa,Family,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-4440912c6c37e87167b390c2176e908106e9e9995fa7aaedd6fea87ba6d91ccd,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-4441558e66a84179d508460bbbcad8d22cbc4e398d1839393b7988f446eb0a90,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4446336ae3447d3c856df14ab4834dc1eec35ac36287ff2abc7a953e05332ea1,Family,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-444bd5e56d22dbbf665fd8b11bd97f7ff9dabea00136dd3f11d8b493d46080fd,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4458aa668f3cc74d6e39623079fb26b872d64f3a441709fee0c68be911323fd4,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-445dd9770a21572dbd7360d232725228fcb29fba020faf5f3162263e8d91e98c,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-446124289ceb231bb01a13e45a0766ab66f5f7b9435ca69d2386e750b7cad571,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-446c34fb003b930f0b809337fd2b52546a4c95823df1a05c8f15855cffca826e,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4482790fcf475e354a3cd933af38cc5e4d2361a8abedf7a7c9c06633dde381de,Family,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-4486bbcc71e78c7675688b406742a1f750b875b5736b8b0d8ad71bd818e83d55,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4487865246100a77c68a589891e9be41766857026abe7c134c295e9feba24c73,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-448cc4b4da2491b62fd0f309fe7ef1394ec1f64a4697e059cfbda29b5c27e993,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4496e7d2922af51697cfab0dae3b16f7b7771994ca93656c5ea17f37d957c4c2,Family,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-449dd3c27c52514cc71c4ed3d26b56a9797d7c11afba328466dd80e328585dc6,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-44c3a08a581dab85baec6baaf8b06981b01203f119fcba13f355be8357d1bc55,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-44c9cbd6d693a10ff39322ff57176649d2412e217c0049e22519d0f22faa6866,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-44d453b3ad6a98745be117e9dc78b080042171e8ee1d796ae550c91a27b041d5,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-44e17b894a81d6fb0151f8add82cd2335df3f170c9f3cbd1ce020339889b4b2e,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-45010ca2c33e9774870f2ad1fafd36d988a0c15dd1e9855e3c1c3a8596f0c9e6,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-451b2a39eea3af8baa1a0eb8ddd21b375b7c077b28ea6f19ba3a3cee82d50e87,Family,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-45722de583e846f1e740850bb35e4651cc24268fb78245911b5e422a47495cf3,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-45859be4e046c99b7b68f5f71085117123adfea9e5c96b0dcd9c310d3ee5d06f,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-459262e31ef301daf784957bd035b0b284b98c7e75762598540c4427447d7050,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-45989c6feb56c7526555cd48e834996881ea80ef1862fb9601b3708a2f3a0696,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-459fbdfd86df56c8f8c2b686a4e009ffb98fd1809df063d1254ff6a572d5e231,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-45a2754625dcad467cfe5443d9de09c16d8da89a80dab25432603aeedba95c9e,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-45a598d4623d1c0556f64e3ae3ba618acfdd30cd8c63294590173ea031dc66b7,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-45f6281ee25518fe01da795719ce79cc3ac2bff4533d793e360857b868ab0d55,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-4627ec4a16200ee96c0c06e0d476089a4178ad592a58744273c230b934a39edf,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4697c78ae456a3de1ab51e6d162cf660821ca5672bdbbb162fa3678150d07eee,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-46a32b355da80d57e6b2effd9aa419536d847363056f964b704ec1d354455de3,Family,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-46be68bc170dd5f7e0c664563938ade35b901d436828ef8ba48e39b5653dac73,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-46c16028857797f30d54698db65898d66fbe34b12fc8f214fbabd15c9da0fbd4,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-46f60925ed8e27264fde97df4792317c32cad9c2100e9f7eb2c4a88512513ca2,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-470004e398f577fe9562d6035e414695e4f25e4b3f7c6bc644b0fd68e6608d13,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4710ecd39420b63e230651d3011684929391fdbfde5bf3714ef52652662c95ba,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-47147ee8c02100240150909b6e306d9610e4d2506fe45d90c4509b41b9245200,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-471daa39a105840905c0d5f6e2b0ee4056e80bf1b8ede51a6cb999d80cc3db58,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-471e3919ed4e1a7ea91914e5b19c2f2a86c750e776dccc26fbdc5e82820290d0,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-472c9f8089adcf9d2d9160dbbdf909ab49667fe47112c1c06c5b6f78e6f98e6a,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-473a21150b460d7237f8efeff65b6e7b5bc7dec0ede4dcf415206da3685b7167,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-473a8a586278d605e29fc604f0c8b14dab411e8b4cf0116877f62aea457927c9,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-477af7aaa6ae0159cab0c727c4bf41a270d0b289c87b2bd51899eb62f95d7a2a,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-477eb89f489380ca553f8bd3417d9ca4c3e51452cf4a14653f26121edf10e5dc,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-47868673691f436df6a3755ce0baf3518cdcd693d14b3c64e7914beca2a2f855,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-478709f2d0d77ab5223a21c8724261d1d32bd2e60f35b2e3e7e4f1fa88fd1d45,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-478cfe8499d9b4a6abb2ab8dafadee333316ca7183bb315bb0b84b7e53aa9d3a,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-47a6cdb3665d79d2682b184fb19ce346bec8d2e78350d895b71155e16eb9f021,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-47b99d3f4764b487a6891cc7ba45a0873ddbd06c220223c247b1fea55268b80b,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-47bd7c993e4398679d29faca27a967291354a164138e48d84760e057095c6030,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-47deb60657f1fc52d7e04e1f6bed3d8b60cc5afb0f41aeb7831a9cb8c80ece3c,Family,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-47f24f3e23f23b3900306fc84075c735c6e11b9cda7c4c7de094e66c055b1441,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-480948d77116b5c12dcd3335c2c7facbfff0b98a3fa79912c5914b618f9cf1d3,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4834943293d868086845d2d7fe784878c5623146b36d89c92116f4829dc1e52c,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-48371814f8b67d22866ba904c35ae62dd714ece0bf340a01d601c20dce2fcd9c,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4871bdcbc72bb0b877aab4a4385afd3cb2523a9c16dc866daa3a66e601712e44,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-487eeca199c89b9ccb64111f3bb3c0c94b369d6eee7eb68f5caf501956c21f9a,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-48af2151c6a414794ebde87aeff77b4a7e9352f31ff663468d9dd45d45f365e2,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-48cc4f12168338d48b019157a4ca4681dd46213a0e6bc47d9f5c8e3228c0839a,Family,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-49017ea7addf5b0d4bead0cbfa9d1c13d9997f179c8f5a5e2b43db8812594394,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-49056e381b49e54846b5dd876b05927f4032df8e2fcd748358e232d45285699b,Family,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-49223e4c12559ec77db576a817d137cffd7ba31811318e6d07234ba4c4b61a0d,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-494039199e26d7eab795488fd3137d66309a6e3aad45ddf1937c49849f9cf9eb,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-494417f9cabac59912242b540477b144c49a309380d76bc7b9262f7596544a9f,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-49459684c6724497a64748956d0639b9c112f18f97156e5b2f3bff62bf17bed2,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-495a58bb1bb4106d14f07e38b2204c83231b5fa2ffe1f95905047f8f6dc86da0,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4966191dfe790fd3f0e907fd284c6ec99f7f18e14a7d7c96e995331b6513a07e,Family,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-496f58a6b6c29560c5ea93ebea8df1337b7c09e33095d322d13f5b5d1c3b88b8,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4974eb45d45a2bbf1d14f1da201e57153ca560b90dc2582a9a0b1a414a25829c,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-49795ae4f79c66b3df69ad02f57bfcb9abbca8c825f4f4cde28017daeb5b1d4a,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4986e465cb7990147ca93d3e7f89a0b727a92634ef51f3110736cf16348db122,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-49b0923f344ecd98c3f94e553f18df45900d17f52f7af4e38c26be03b860fb19,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-49bce651213884f2cdcfb4f937dabe2d861ffbcb61927239ca093f6d167a5a90,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-49bdc7125a91d509c805a71e97bb18e91bd758e5526af0e14750bd8e96cf18d5,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4a11362b1c28034c7aa828709742ab3d3bf6bf1897fd3fac83cdcc78c3cf25f2,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4a14c5436cbd378acc925f87021493e9e35d51ec1ee75727b7aaa7e5e6c9281d,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-4a17567aff922ab54f3c5b6aad765e48b5e15f66c80363d75a18eeb2b133e3bb,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4a424f3dc6358804afba11705246149502ef7d8280d62503d71a563c958ab00d,Family,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-4a4e0bc924a4c58b6de33a7934d74e69567e7a7b4e8e5621217a09710951aeb3,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-4a56bc4a5303eb1bb61b96fd486aa284359b2be6abbbae3a2ef48fcfa8c58e1d,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4a6a8c7f72e8a0faf770913e5eadca78a661c76dfb46b908ab25a0b995cb4ea3,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4a7e46b8e23b87a7be372c01a4d23c1f1ba5d057cc06edd36d4c13f6bcda9201,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4aaf6d6a7a9c7884ba4a6c8fe19217e4432653acea4df1a5768d740c57445147,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4ab3d80e971efddda7d2ce2c3e5c5390e8103866e633a9a305e2d0a76ef264a5,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-4abb2fac79f6c0e4cb27d5ad7a604f4a2e4ca6face625038f49a99b68587a3b4,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4acfed0bd079926ca003805a83659286e7cc74a62afb0abb2f31b85edeb40250,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4ad2dc75c53f1d7c7c010cef6844b9e7c418a1c4fa9d78cf5e0bc60739492a1c,Family,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-4ad60f9b6232037b5e6d5e569e1545021b6b674d9bcec0bfe2aaf36c75dc9a1b,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4ad72a71aacdc15cad9886cfad46b6c5f0c51ae3d868eacfe0d92add6028c040,Family,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-4adb2749f34a48135534a855b7c60c679717cdf9c701a8c9f1e67906c99ea20f,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4aed36daf9f5953140c32c191eb8572ad9ebabf9dc85ac3696e359cf23a191ab,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4b11441acb78841f2567fd914f40a4449f6e4da187eb69600ddc5b8102c11ba6,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-4b16e25a82926d0ca0b088f600c949686599aad7a59e9931bf8f3894165903a1,Family,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-4b32d8fb94f0d3fcb0db119adf3304d827e131f9ec17cfed5611b393fb31831e,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4b393f249ea204289aed2e956235f42e64d00ad3189e454a438ebacecc466e97,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4b4893ca7be47c8b8a1b0cd4875d32ee4ea46d9443e2ceef0d168c1b58c60f3f,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4b70c919b8f0c4e0fbe865819f71de64037b1020f3780f794eb837cfc24ac130,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4b7162a04380ed0edda50f5a1c8fbf4bfe8049897e48fae9d037f67d565af251,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-4b7f4235930cabe02a4911101f272d74dc42153044585aec0212a9c2a63dc3a8,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-4b8cc1e6aebfc3eeb30b6b6fdfb643d1944a8272596fdcffb66e93d5e71becb1,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-4b9e013b6af9272b2d8094401631bc464361d66f492c0c7e90f962edb905c8fa,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-4ba9e71822f2b68f7a76439e5c8ee52bb1734c35b7a5d7c536fc2a365c09f8a2,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4bdae30f3d10a836ffd6e5c43188ab1f101b07c0bf2f11fa760799f44a65d9e9,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4bdf8f1c02986522a4a8d688ba8c36695b2fd734e6813df6b268d297005fc668,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4be03262f49e3bbac114edd8ccef11787bfb0697942850f2028c09680b2aafbf,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-4c30d4c58d3ecb609ecb168f36c22c01deaa4afa5fc7a3a7b8d908829ed7f9ed,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4c408dcf9daa5a0b4cbcd0b722d48c1b90bd15aff40de66425a90685cc4e8ecf,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4c4c61f352927e1d59bf2adfa91d6e659add207dc5e14c57475852e0cb99afab,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4c4efc564ba620d07ad565fe5ef3b83032913f8aaa91135cde675c665e370854,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-4c58468f9a9a49837288248e58e9b96b1807de412531779868f8780eb2607a64,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4c58b5f0cce0619fcbc28ba1e8faca2e612ce392d769a0730ab4ef721948c4dc,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4c73a691835565c87f9b7a1c872d05b943081d19e91a20f026407d023dba463f,Family,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-4c8837b5f27fb2bdaa0f4453dd02b1394476b2199390d86d1e19209d2fd6b428,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4c9438e2fd4bc07c51d311743f40cf87dc8c10c1a5e7050d37452a682ec45d56,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4c94da0c3a1c959e609dae3d143a718b410e5cdc40ac8dd419d9e6d78ab68667,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-4c99bffe60af10b8a62bfb23c58c50852eb86dd95717b2ba18afd39372037994,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4cdd33888959c6512a1f885de3cf2c081ccb44fb2054fb5f66c791b18889f1ba,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4cfbe06bbea9874161ef4b479e97f0bedda097c5adec9c57fe60e522c213a6bf,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4d19dcfeb3215c69bc1494687bc730104d15367ad337d55325e2fe37e13bdcbc,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4d460e31bc72210a85d0cac7c7ecd4203a7f86dde16c41c746e540eab99d8385,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4d4a5cbdd5b743b63196a943ce72bf4794b2155b1a31eef4da4cd7954b70dac0,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4d79b8fa1c1b4b2ef6b6132c9c503e44cceac5a2ad3fcdaf93438e112ff0a4c0,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4d7b04a247f4822047b3a8ae59f2c4ac1ea310ded4ac49d0003ed66a519a2375,Family,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-4d7bc7c23cc171b48fabf3d5534ba8157f066ea83de027bcb5f712638b912c73,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4dca183faa3978d87e33a0ff37a96b00df05cd9c4e5854c33189dea205392813,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4dd16abf6c84fa3ce58a8f24ce40c35d121c080d38a0679c7b15b73748a25f01,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4dd63326b69b6bbad64408bc496cadf0121d20f6e8c6d80c6c7b8d150c740349,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4deedb2ea402ae264d78d4612de0ec4e435fc3a80221078233f2524f0b530361,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4e37a4aa97116dbe0994b0a879a2cf6c9da9a03caca207fbde83e3e40856599f,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4e41b80c923ff2f603e7877099cd719f9fb4d637bec46d0c66036e057e97649a,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-4e5e0f09a094c707660baae7bf55729b8cc6484a7426f3839c94f12546c4e460,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-4e60ba498b2dfc38ff9bad93abc0a33099352f0059c4bec293dd8a9610a01b97,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4e71d38f1ff900211e97514e941a066ae3d9361e24d45759f5c25d82a26c32ee,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-4ea28b7c41b07d9c5eff46ca3949678c8653f496f8f4c32f61480b3565694bf8,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4ebca354d748de5c3c9824a645ac94196e6bac6b400c03cb93f09347135337e0,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4ec74ae67a117ce7f487210591c58cfd963a4039c44c1cc928ef17534ea4be53,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4ecdc1931995cb9b54d91739572914f339484715d8dd06f335470d97f518b388,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4ee5a0ea44df241379d8d7dba631fb347a4088e4bec9de7d1d54a10fc523a7ea,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4eec68b3df7c373f61a49b70830c0c5b781bcc7d172043c9b3ea89175d583b75,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-4eef45b32aa11f6081bdc5fcf24b311fdb86e18073d6105e173aa27f381130d5,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4ef5ff9e5aa5cedce2a855e1506b5f889c9d8da9e46992e2268f8b0205c0a856,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-4f05cab29830bfbd0912837decd51fa4df47c3768df56a16d747203dd998624e,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4f06ca3f9db240a3f70d7a216936f5fd851c639ed7424c2b9b2e1d890d5f37ff,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4f0807193c3ea4c9680b6051208f314857588657e292411c5948d4d03000aad5,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4f0bb61f440556891494b5cdd374d1998653717d7e17286116f47d41cea21ea6,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4f0ea8a0186dc5852c170b55e12d91ad38f453e77afb989dbd10a953aba9b874,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4f228a3f6c6748c0a75a608e8908c2faadc6bdf3ae935e16c6c45d371d7f6421,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-4f4239646fdfb9b6a9ebba5888af87a6e28e4171611dac7eee58ce051492a9b0,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4f59c4de5d69d012ad2a25fa3323811790e6a613885feab9b389522d09f49b40,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-4f8044692ce1a8197005722cd26ca0e1d49206daa05f7a0ca6a7417e4e797745,Family,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-4f812ee71a3fb216600ee6adf813e812d4e3bca613296abd4c282e52b4c710d4,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4f9c7284934307576c21da31b118b12cf8883ff08e0ee5601b1e9718edb7b8b5,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4fa776d58f55ec2f55e313842d0d3d95f8ef73cd196a00e5efad9d886412725d,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4fb0d1e8e67ec0f64209379d3689b28ebd70a6d107657a27dfc006881e3b57a7,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-4fd3f8db9bce560ae77611af8ac3808b258b40906173cdd4ddfd1e4080077688,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-4fd49e14cecc897c7f9efe2cb17d3c062a53e7d2ffd32e56be7bdd325dc5c7d2,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-4fe6388a770ced4975b02d614f60691b6af3b7aec86a14f23f8616ec2eb0450f,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-4fe932f9f44157525712d55fc6308d6c46d94f86cb79a7369b5caad4d5049a2a,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-5007b38f8dab390b2a19970a5f1b5b6d8be9371b04c7322ed5b7a376b4e59797,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-50087018a430d61044d42ba3ef0b9d13eb9f81b9ceb986f1355067ee04cf7c45,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-50148cc818c80f9231e76cb5970ee41901fe7152b4ba70a62f3eafdb589585b1,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-505393cd90c45e4f88abf8437855fcba8652a944b83ce80dcfbf308e3e30983c,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-507d2aa00a6201bedc911608b19b65879ba91a64d14bb416d57e5f8e79b0ca2b,Family,2hop,BQA,retained,True,True,True,True,True
sem-v1.1-507de36caf2e95aebfc4b1ca42af47aa5a6a7bad78562a4c9b945986e3536b70,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-50bba4e962095f40cb246c3a4751b12d276368e153124bf9306c49ae4928aab6,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-50c1bcd0a308c9f36bcc9753c8bc84d995e236b1bb8af3dc13855948e11b16a0,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-50edc40a9be9cfefc966c4e4ce4f2d9576897f5eb4a825bd48f5eb5c56302191,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-50f00e56e3ea32958f34f21496ca274526ff00f068edafbf2720faf1d574d006,Family,2hop,OEQA,removed,False,False,False,False,False
sem-v1.1-50fbe0ca3873579dda1b95e1fb0985ecf170bc520703a65ac008befe99103645,Family,2hop,OEQA,retained,True,True,True,True,True
sem-v1.1-510a739f0c7abe56ba8d7516bd9aa347cfdfe9a909cd62437a2e6863db418f2f,Family,2hop,BQA,new,False,False,False,False,False
sem-v1.1-51225dab00ea0a829539eecc0c163449070bab86f19d9f89d4dd294dfb140ad2,Family,2hop,BQA,removed,False,False,False,False,False
sem-v1.1-512bf16a7420ccc3bf4b00d9b10638005a8b953b10a249731c3bef998ceaf736,Family,2hop,OEQA,new,False,False,False,False,False
sem-v1.1-516895d55bf6caa17bb21b4ddd80c5db60949509dd222fd7e15ac16b8e46404c,Family,2hop,BQA,new,False,False,False,False,False
