dataset,hop,task_type,sampling_group_key,raw_complexity,complexity_bin,abox_size,abox_bin,sampling_mode,selected
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_helen_archer_1955"",""http://www.example.com/genealogy.owl#helen_archer_1955"",""http://www.example.com/genealogy.owl#hasParent""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_helen_archer_1955"",""http://www.example.com/genealogy.owl#helen_archer_1955"",""http://www.example.com/genealogy.owl#isSiblingOf""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_helen_archer_1955"",""http://www.example.com/genealogy.owl#helen_archer_1955"",""http://www.example.com/genealogy.owl#isSisterOf""]",1,Low,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_helen_archer_1955"",""http://www.example.com/genealogy.owl#helen_archer_1955"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henrietta_sarah_green_1873"",""http://www.example.com/genealogy.owl#henrietta_sarah_green_1873"",""http://www.example.com/genealogy.owl#hasBrother""]",1,Low,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henrietta_sarah_green_1873"",""http://www.example.com/genealogy.owl#henrietta_sarah_green_1873"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henrietta_sarah_green_1873"",""http://www.example.com/genealogy.owl#henrietta_sarah_green_1873"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henrietta_sarah_green_1873"",""http://www.example.com/genealogy.owl#henrietta_sarah_green_1873"",""http://www.example.com/genealogy.owl#hasSister""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henrietta_sarah_green_1873"",""http://www.example.com/genealogy.owl#henrietta_sarah_green_1873"",""http://www.example.com/genealogy.owl#isSisterOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henrietta_sarah_green_1873"",""http://www.example.com/genealogy.owl#henrietta_sarah_green_1873"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmond_peter_bright_1926"",""http://www.example.com/genealogy.owl#henry_edmond_peter_bright_1926"",""http://www.example.com/genealogy.owl#hasFather""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmond_peter_bright_1926"",""http://www.example.com/genealogy.owl#henry_edmond_peter_bright_1926"",""http://www.example.com/genealogy.owl#hasParent""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmond_peter_bright_1926"",""http://www.example.com/genealogy.owl#henry_edmond_peter_bright_1926"",""http://www.example.com/genealogy.owl#isBrotherOf""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmond_peter_bright_1926"",""http://www.example.com/genealogy.owl#henry_edmond_peter_bright_1926"",""http://www.example.com/genealogy.owl#isSiblingOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmond_peter_bright_1926"",""http://www.example.com/genealogy.owl#henry_edmond_peter_bright_1926"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmund_bright_1862"",""http://www.example.com/genealogy.owl#henry_edmund_bright_1862"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmund_bright_1862"",""http://www.example.com/genealogy.owl#henry_edmund_bright_1862"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmund_bright_1862"",""http://www.example.com/genealogy.owl#henry_edmund_bright_1862"",""http://www.example.com/genealogy.owl#isBrotherOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmund_bright_1862"",""http://www.example.com/genealogy.owl#henry_edmund_bright_1862"",""http://www.example.com/genealogy.owl#isFatherOf""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmund_bright_1862"",""http://www.example.com/genealogy.owl#henry_edmund_bright_1862"",""http://www.example.com/genealogy.owl#isMalePartnerIn""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmund_bright_1862"",""http://www.example.com/genealogy.owl#henry_edmund_bright_1862"",""http://www.example.com/genealogy.owl#isParentOf""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmund_bright_1862"",""http://www.example.com/genealogy.owl#henry_edmund_bright_1862"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmund_bright_1887"",""http://www.example.com/genealogy.owl#henry_edmund_bright_1887"",""http://www.example.com/genealogy.owl#hasBrother""]",1,Low,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmund_bright_1887"",""http://www.example.com/genealogy.owl#henry_edmund_bright_1887"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmund_bright_1887"",""http://www.example.com/genealogy.owl#henry_edmund_bright_1887"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmund_bright_1887"",""http://www.example.com/genealogy.owl#henry_edmund_bright_1887"",""http://www.example.com/genealogy.owl#hasSister""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmund_bright_1887"",""http://www.example.com/genealogy.owl#henry_edmund_bright_1887"",""http://www.example.com/genealogy.owl#isBrotherOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_edmund_bright_1887"",""http://www.example.com/genealogy.owl#henry_edmund_bright_1887"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_green_1836"",""http://www.example.com/genealogy.owl#henry_green_1836"",""http://www.example.com/genealogy.owl#hasBrother""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_green_1836"",""http://www.example.com/genealogy.owl#henry_green_1836"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_green_1836"",""http://www.example.com/genealogy.owl#henry_green_1836"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_green_1836"",""http://www.example.com/genealogy.owl#henry_green_1836"",""http://www.example.com/genealogy.owl#hasSister""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_green_1836"",""http://www.example.com/genealogy.owl#henry_green_1836"",""http://www.example.com/genealogy.owl#isBrotherOf""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_green_1836"",""http://www.example.com/genealogy.owl#henry_green_1836"",""http://www.example.com/genealogy.owl#isFatherOf""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_green_1836"",""http://www.example.com/genealogy.owl#henry_green_1836"",""http://www.example.com/genealogy.owl#isMalePartnerIn""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_green_1836"",""http://www.example.com/genealogy.owl#henry_green_1836"",""http://www.example.com/genealogy.owl#isParentOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_green_1836"",""http://www.example.com/genealogy.owl#henry_green_1836"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_jacobs_1849"",""http://www.example.com/genealogy.owl#henry_jacobs_1849"",""http://www.example.com/genealogy.owl#hasBrother""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_jacobs_1849"",""http://www.example.com/genealogy.owl#henry_jacobs_1849"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_jacobs_1849"",""http://www.example.com/genealogy.owl#henry_jacobs_1849"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_jacobs_1849"",""http://www.example.com/genealogy.owl#henry_jacobs_1849"",""http://www.example.com/genealogy.owl#isBrotherOf""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_jacobs_1849"",""http://www.example.com/genealogy.owl#henry_jacobs_1849"",""http://www.example.com/genealogy.owl#isSiblingOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_jacobs_1849"",""http://www.example.com/genealogy.owl#henry_jacobs_1849"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_tubb_1825"",""http://www.example.com/genealogy.owl#henry_tubb_1825"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_tubb_1825"",""http://www.example.com/genealogy.owl#henry_tubb_1825"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_tubb_1825"",""http://www.example.com/genealogy.owl#henry_tubb_1825"",""http://www.example.com/genealogy.owl#isBrotherOf""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_tubb_1825"",""http://www.example.com/genealogy.owl#henry_tubb_1825"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_waterloo_lockey_1820"",""http://www.example.com/genealogy.owl#henry_waterloo_lockey_1820"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_waterloo_lockey_1820"",""http://www.example.com/genealogy.owl#henry_waterloo_lockey_1820"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_waterloo_lockey_1820"",""http://www.example.com/genealogy.owl#henry_waterloo_lockey_1820"",""http://www.example.com/genealogy.owl#isBrotherOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_waterloo_lockey_1820"",""http://www.example.com/genealogy.owl#henry_waterloo_lockey_1820"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_young_1831"",""http://www.example.com/genealogy.owl#henry_young_1831"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_young_1831"",""http://www.example.com/genealogy.owl#henry_young_1831"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_young_1831"",""http://www.example.com/genealogy.owl#henry_young_1831"",""http://www.example.com/genealogy.owl#isBrotherOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_henry_young_1831"",""http://www.example.com/genealogy.owl#henry_young_1831"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_herbert_vincent_jessop_1871"",""http://www.example.com/genealogy.owl#herbert_vincent_jessop_1871"",""http://www.example.com/genealogy.owl#hasBrother""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_herbert_vincent_jessop_1871"",""http://www.example.com/genealogy.owl#herbert_vincent_jessop_1871"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_herbert_vincent_jessop_1871"",""http://www.example.com/genealogy.owl#herbert_vincent_jessop_1871"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_herbert_vincent_jessop_1871"",""http://www.example.com/genealogy.owl#herbert_vincent_jessop_1871"",""http://www.example.com/genealogy.owl#isBrotherOf""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_herbert_vincent_jessop_1871"",""http://www.example.com/genealogy.owl#herbert_vincent_jessop_1871"",""http://www.example.com/genealogy.owl#isSiblingOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_herbert_vincent_jessop_1871"",""http://www.example.com/genealogy.owl#herbert_vincent_jessop_1871"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_hilda_harvey_1890"",""http://www.example.com/genealogy.owl#hilda_harvey_1890"",""http://www.example.com/genealogy.owl#hasFather""]",1,Low,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_hilda_harvey_1890"",""http://www.example.com/genealogy.owl#hilda_harvey_1890"",""http://www.example.com/genealogy.owl#hasMother""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_hilda_harvey_1890"",""http://www.example.com/genealogy.owl#hilda_harvey_1890"",""http://www.example.com/genealogy.owl#hasParent""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_hilda_harvey_1890"",""http://www.example.com/genealogy.owl#hilda_harvey_1890"",""http://www.example.com/genealogy.owl#hasSister""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_hilda_harvey_1890"",""http://www.example.com/genealogy.owl#hilda_harvey_1890"",""http://www.example.com/genealogy.owl#isSiblingOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_hilda_harvey_1890"",""http://www.example.com/genealogy.owl#hilda_harvey_1890"",""http://www.example.com/genealogy.owl#isSisterOf""]",1,Low,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_hilda_harvey_1890"",""http://www.example.com/genealogy.owl#hilda_harvey_1890"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_holly_bright_1983"",""http://www.example.com/genealogy.owl#holly_bright_1983"",""http://www.example.com/genealogy.owl#hasBrother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_holly_bright_1983"",""http://www.example.com/genealogy.owl#holly_bright_1983"",""http://www.example.com/genealogy.owl#hasFather""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_holly_bright_1983"",""http://www.example.com/genealogy.owl#holly_bright_1983"",""http://www.example.com/genealogy.owl#hasParent""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_holly_bright_1983"",""http://www.example.com/genealogy.owl#holly_bright_1983"",""http://www.example.com/genealogy.owl#isSiblingOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_holly_bright_1983"",""http://www.example.com/genealogy.owl#holly_bright_1983"",""http://www.example.com/genealogy.owl#isSisterOf""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_holly_bright_1983"",""http://www.example.com/genealogy.owl#holly_bright_1983"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_houghton_steward_1841"",""http://www.example.com/genealogy.owl#houghton_steward_1841"",""http://www.example.com/genealogy.owl#hasBrother""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_houghton_steward_1841"",""http://www.example.com/genealogy.owl#houghton_steward_1841"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_houghton_steward_1841"",""http://www.example.com/genealogy.owl#houghton_steward_1841"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_houghton_steward_1841"",""http://www.example.com/genealogy.owl#houghton_steward_1841"",""http://www.example.com/genealogy.owl#hasSister""]",1,Low,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_houghton_steward_1841"",""http://www.example.com/genealogy.owl#houghton_steward_1841"",""http://www.example.com/genealogy.owl#isBrotherOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_houghton_steward_1841"",""http://www.example.com/genealogy.owl#houghton_steward_1841"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_humphrey_archer_1726"",""http://www.example.com/genealogy.owl#humphrey_archer_1726"",""http://www.example.com/genealogy.owl#isFatherOf""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_humphrey_archer_1726"",""http://www.example.com/genealogy.owl#humphrey_archer_1726"",""http://www.example.com/genealogy.owl#isMalePartnerIn""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_humphrey_archer_1726"",""http://www.example.com/genealogy.owl#humphrey_archer_1726"",""http://www.example.com/genealogy.owl#isParentOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_humphrey_archer_1726"",""http://www.example.com/genealogy.owl#humphrey_archer_1726"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_ian_alexander_archer_1944"",""http://www.example.com/genealogy.owl#ian_alexander_archer_1944"",""http://www.example.com/genealogy.owl#hasFather""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_ian_alexander_archer_1944"",""http://www.example.com/genealogy.owl#ian_alexander_archer_1944"",""http://www.example.com/genealogy.owl#hasParent""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_ian_alexander_archer_1944"",""http://www.example.com/genealogy.owl#ian_alexander_archer_1944"",""http://www.example.com/genealogy.owl#isBrotherOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_ian_alexander_archer_1944"",""http://www.example.com/genealogy.owl#ian_alexander_archer_1944"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_ian_bright_1959"",""http://www.example.com/genealogy.owl#ian_bright_1959"",""http://www.example.com/genealogy.owl#hasBrother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_ian_bright_1959"",""http://www.example.com/genealogy.owl#ian_bright_1959"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_ian_bright_1959"",""http://www.example.com/genealogy.owl#ian_bright_1959"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_ian_bright_1959"",""http://www.example.com/genealogy.owl#ian_bright_1959"",""http://www.example.com/genealogy.owl#isFatherOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_ian_bright_1959"",""http://www.example.com/genealogy.owl#ian_bright_1959"",""http://www.example.com/genealogy.owl#isParentOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_ian_bright_1959"",""http://www.example.com/genealogy.owl#ian_bright_1959"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_iris_ellen_archer_1906"",""http://www.example.com/genealogy.owl#iris_ellen_archer_1906"",""http://www.example.com/genealogy.owl#hasBrother""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_iris_ellen_archer_1906"",""http://www.example.com/genealogy.owl#iris_ellen_archer_1906"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_iris_ellen_archer_1906"",""http://www.example.com/genealogy.owl#iris_ellen_archer_1906"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_iris_ellen_archer_1906"",""http://www.example.com/genealogy.owl#iris_ellen_archer_1906"",""http://www.example.com/genealogy.owl#hasSister""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_iris_ellen_archer_1906"",""http://www.example.com/genealogy.owl#iris_ellen_archer_1906"",""http://www.example.com/genealogy.owl#isFemalePartnerIn""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_iris_ellen_archer_1906"",""http://www.example.com/genealogy.owl#iris_ellen_archer_1906"",""http://www.example.com/genealogy.owl#isMotherOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_iris_ellen_archer_1906"",""http://www.example.com/genealogy.owl#iris_ellen_archer_1906"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_iris_maud_gertrude_heath_1901"",""http://www.example.com/genealogy.owl#iris_maud_gertrude_heath_1901"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_iris_maud_gertrude_heath_1901"",""http://www.example.com/genealogy.owl#iris_maud_gertrude_heath_1901"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_iris_maud_gertrude_heath_1901"",""http://www.example.com/genealogy.owl#iris_maud_gertrude_heath_1901"",""http://www.example.com/genealogy.owl#isSisterOf""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_iris_maud_gertrude_heath_1901"",""http://www.example.com/genealogy.owl#iris_maud_gertrude_heath_1901"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_ivy_grace_heath_1894"",""http://www.example.com/genealogy.owl#ivy_grace_heath_1894"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_ivy_grace_heath_1894"",""http://www.example.com/genealogy.owl#ivy_grace_heath_1894"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,True
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_ivy_grace_heath_1894"",""http://www.example.com/genealogy.owl#ivy_grace_heath_1894"",""http://www.example.com/genealogy.owl#isSisterOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_ivy_grace_heath_1894"",""http://www.example.com/genealogy.owl#ivy_grace_heath_1894"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",3,High,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_jack_william_usher_1999"",""http://www.example.com/genealogy.owl#jack_william_usher_1999"",""http://www.example.com/genealogy.owl#isChildOf""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_jack_william_usher_1999"",""http://www.example.com/genealogy.owl#jack_william_usher_1999"",""http://www.example.com/genealogy.owl#isSonOf""]",1,Low,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_james_alexander_archer_1882"",""http://www.example.com/genealogy.owl#james_alexander_archer_1882"",""http://www.example.com/genealogy.owl#hasFather""]",2,Medium,508,0,normal-stratified,False
Family,1hop,BQA,"[""BQA"",""Family"",""1hop"",""Thing_james_alexander_archer_1882"",""http://www.example.com/genealogy.owl#james_alexander_archer_1882"",""http://www.example.com/genealogy.owl#hasMother""]",2,Medium,508,0,normal-stratified,True
