semantic_key,source_task_id,sampling_group_key,dataset,hop,root,normalized_query,gold_answer,task_type,answer_type,raw_complexity,complexity_bin,sampling_mode,abox_size,abox_bin,source_provenance_key,corrected_explanation_metadata,corrected_provenance_metadata,attribution_evidence,v1_membership,nl_question_sha256,nl_context_sha256,fs_query_sha256,fs_context_sha256,gold_answer_sha256
sem-v1.1-699136b87bcc0055275367f2da2a5fe5995995a0dd0b52e1c9c54651f3e4626d,2hop-NamedPizza_FourSeasons_146_FourSeasons_146-FourSeasons_146-hasTopping-AnchoviesTopping_dynamic_1-BIN,"[""BQA"",""Pizza250"",""2hop"",""NamedPizza_FourSeasons_146"",""http://www.example.com/genealogy.owl#FourSeasons_146"",""http://www.example.com/genealogy.owl#hasTopping""]",Pizza250,2hop,NamedPizza_FourSeasons_146,ASK WHERE { <http://www.example.com/genealogy.owl#FourSeasons_146> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> },TRUE,BQA,BIN,1,Low,normal-stratified,257,366,NamedPizza_FourSeasons_146||FourSeasons_146|hasTopping|AnchoviesTopping_dynamic_1,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#FourSeasons_146> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }"", ""positive_task_id"": ""2hop-NamedPizza_FourSeasons_146_FourSeasons_146-FourSeasons_146-hasTopping-AnchoviesTopping_dynamic_1-BIN"", ""source_explanation_key"": ""NamedPizza_FourSeasons_146||FourSeasons_146|hasTopping|AnchoviesTopping_dynamic_1""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,47e7a1e78d559ecc36428ea74217a5acb36a08337fabb5809adf85cdf86cd017,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-699931b319b47a783ba791c0009873fb10c7747dd1f202210ee18c29ef2bd540,2hop-Woman_U0WC0D2UGWS27_U0WC0D2UGWS27-U0WC0D2UGWS27-enrollFor-AbstractPainting-NEG-BIN,"[""BQA"",""OWL2Bench"",""2hop"",""Woman_U0WC0D2UGWS27"",""http://www.example.com/genealogy.owl#U0WC0D2UGWS27"",""http://www.example.com/genealogy.owl#enrollFor""]",OWL2Bench,2hop,Woman_U0WC0D2UGWS27,ASK WHERE { <http://www.example.com/genealogy.owl#U0WC0D2UGWS27> <http://www.example.com/genealogy.owl#enrollFor> <http://www.example.com/genealogy.owl#AbstractPainting> },FALSE,BQA,BIN,1,Low,normal-stratified,301,21,Woman_U0WC0D2UGWS27||U0WC0D2UGWS27|enrollFor|U0WC0D2UG,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#U0WC0D2UGWS27> <http://www.example.com/genealogy.owl#enrollFor> <http://www.example.com/genealogy.owl#U0WC0D2UG> }"", ""positive_task_id"": ""2hop-Woman_U0WC0D2UGWS27_U0WC0D2UGWS27-U0WC0D2UGWS27-enrollFor-U0WC0D2UG-BIN"", ""source_explanation_key"": ""Woman_U0WC0D2UGWS27||U0WC0D2UGWS27|enrollFor|U0WC0D2UG""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,241119967c57c1a68ba8c212adcc668d133f091dcad35801a3fa95ccbb9b94e1,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-69ab27d051341c9595c7c4537b0f1febc73697bd88e54428e252d7f4a65c55e2,1hop-Thing_samuel_tubb_1811_samuel_tubb_1811-samuel_tubb_1811-isBrotherOf-ada_rachel_heath_1868-NEG-BIN,"[""BQA"",""Family"",""1hop"",""Thing_samuel_tubb_1811"",""http://www.example.com/genealogy.owl#samuel_tubb_1811"",""http://www.example.com/genealogy.owl#isBrotherOf""]",Family,1hop,Thing_samuel_tubb_1811,ASK WHERE { <http://www.example.com/genealogy.owl#samuel_tubb_1811> <http://www.example.com/genealogy.owl#isBrotherOf> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> },FALSE,BQA,BIN,2,Medium,normal-stratified,508,0,Thing_samuel_tubb_1811||samuel_tubb_1811|isBrotherOf|james_tubb_1809,"{""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#samuel_tubb_1811> <http://www.example.com/genealogy.owl#isBrotherOf> <http://www.example.com/genealogy.owl#james_tubb_1809> }"", ""positive_task_id"": ""1hop-Thing_samuel_tubb_1811_samuel_tubb_1811-samuel_tubb_1811-isBrotherOf-james_tubb_1809-BIN"", ""source_explanation_key"": ""Thing_samuel_tubb_1811||samuel_tubb_1811|isBrotherOf|james_tubb_1809""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,0aa305819ddb361c954553994543937a7ee5bbeb35a9e785445b7d68bf5107f4,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-69c9c79f71429028770eb1966331b3d4663fd4af5339fc8c009b930ca1829e2a,1hop-NamedPizza_FruttiDiMare_74_FruttiDiMare_74-FruttiDiMare_74-hasTopping-MC,"[""OEQA"",""1hop-NamedPizza_FruttiDiMare_74_FruttiDiMare_74-FruttiDiMare_74-hasTopping""]",Pizza100,1hop,NamedPizza_FruttiDiMare_74,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_74> <http://www.example.com/genealogy.owl#hasTopping> ?x },GarlicTopping_dynamic_1; MixedSeafoodTopping_dynamic_1; TomatoTopping_dynamic_1,OEQA,MC,3,Low,normal-stratified,4,1,oeqa-source-725773f8ad03aad5c732ad9183ef47fd36d60dc611269dec83bc2b3344af2209,"{""answer_count"": 3, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 3, ""complete_max_distinct_primitive_type_count"": 1, ""complete_max_primitive_tag_count"": 3, ""complete_min_axiom_count"": 3, ""complete_min_distinct_primitive_type_count"": 1, ""complete_min_primitive_tag_count"": 3, ""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""GarlicTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""MixedSeafoodTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""TomatoTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": true, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,6207dde3c40d8e1bfc4bbcd5bab457fed022d3a74a76c37919a7614e77255174,,230fe8d1d259d5de7a1d33fc917aa05dbfaf083da50e2f57b2192594acf287d9
sem-v1.1-69cb00b9666d834e9a547e40de96513c738bb3ae9b253bd4d97765a48a597278,1hop-Woman_U0C3D1UGS23_U0C3D1UGS23-U0C3D1UGS23-rdf:type-MC,"[""OEQA"",""1hop-Woman_U0C3D1UGS23_U0C3D1UGS23-U0C3D1UGS23-rdf:type""]",OWL2Bench,1hop,Woman_U0C3D1UGS23,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#U0C3D1UGS23> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },Person; Student,OEQA,MC,4,Medium,normal-stratified,15,27,oeqa-source-74480723313715c7ddad2b1d7bcc9479c8a6d63b2961cbb3747d5829f2e1756b,"{""answer_count"": 2, ""complete_combination_count"": 12, ""complete_max_axiom_count"": 5, ""complete_max_distinct_primitive_type_count"": 3, ""complete_max_primitive_tag_count"": 5, ""complete_min_axiom_count"": 4, ""complete_min_distinct_primitive_type_count"": 2, ""complete_min_primitive_tag_count"": 4, ""distinct_primitive_reasoning_types"": [""D"", ""H"", ""R""], ""m_status"": ""selection-dependent"", ""unique_semantic_union_count"": 12}","{""answers"": [{""answer"": ""Person"", ""proof_count"": 3, ""source"": ""inferred.object""}, {""answer"": ""Student"", ""proof_count"": 4, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": true, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": true, ""new_nested_tag"": false}",new,,,58385a385219358934f78313f7a956184b99b4042475df784b5fa35cc5152617,,8bb56879f2dd9e6b1cbb4300403ec9d9adf6f73425ecd5f8c88d3afef52b3399
sem-v1.1-69ce6af644f49772913a2372b78242ecdfbc6779187fd50d3dad3cc2f6f2b66a,1hop-Thing_gwendoline_heath_1878_gwendoline_heath_1878-gwendoline_heath_1878-hasBrother-MC,"[""OEQA"",""1hop-Thing_gwendoline_heath_1878_gwendoline_heath_1878-gwendoline_heath_1878-hasBrother""]",Family,1hop,Thing_gwendoline_heath_1878,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#gwendoline_heath_1878> <http://www.example.com/genealogy.owl#hasBrother> ?x },lemuel_frederick_heath_1871,OEQA,MC,2,Low,normal-stratified,508,0,oeqa-source-e7538a04ad0627ae04f951a948c46e8257bd374fa7358b93a00643d32a17525a,"{""answer_count"": 1, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 2, ""complete_max_distinct_primitive_type_count"": 2, ""complete_max_primitive_tag_count"": 2, ""complete_min_axiom_count"": 2, ""complete_min_distinct_primitive_type_count"": 2, ""complete_min_primitive_tag_count"": 2, ""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""lemuel_frederick_heath_1871"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,f68945bcb4c6454fdc1ca051002a69a5a1d620cb20f62d6e636bde85d2e1e7b5,,487cc7e661c4085f04d67cb9a3517b7d6a2db8a40df500a4adc1688f00063da5
sem-v1.1-69d18576dd9fcc179f8aebe0c842f436dcc8d891fb4c8557b70cf41cd9848572,2hop-Woman_U0C0D2UGS19_U0C0D2UGS19-U0C0D2UGS19-enrollFor-AbstractPainting-NEG-BIN,"[""BQA"",""OWL2Bench"",""2hop"",""Woman_U0C0D2UGS19"",""http://www.example.com/genealogy.owl#U0C0D2UGS19"",""http://www.example.com/genealogy.owl#enrollFor""]",OWL2Bench,2hop,Woman_U0C0D2UGS19,ASK WHERE { <http://www.example.com/genealogy.owl#U0C0D2UGS19> <http://www.example.com/genealogy.owl#enrollFor> <http://www.example.com/genealogy.owl#AbstractPainting> },FALSE,BQA,BIN,1,Low,normal-stratified,332,24,Woman_U0C0D2UGS19||U0C0D2UGS19|enrollFor|U0C0D2UG,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#U0C0D2UGS19> <http://www.example.com/genealogy.owl#enrollFor> <http://www.example.com/genealogy.owl#U0C0D2UG> }"", ""positive_task_id"": ""2hop-Woman_U0C0D2UGS19_U0C0D2UGS19-U0C0D2UGS19-enrollFor-U0C0D2UG-BIN"", ""source_explanation_key"": ""Woman_U0C0D2UGS19||U0C0D2UGS19|enrollFor|U0C0D2UG""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,e3affe8a309ea66e6fd225eb682a1b01f938cb15ec83ac8775b39ff5c194cf7c,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-69d2c48361bff7de917b9d2bea3622f6fe856126077bedba42586536a1d6d7a8,2hop-Thing_james_jessop_1836_james_jessop_1836-james_jessop_1836-hasSister-ada_rachel_heath_1868-NEG-BIN,"[""BQA"",""Family"",""2hop"",""Thing_james_jessop_1836"",""http://www.example.com/genealogy.owl#james_jessop_1836"",""http://www.example.com/genealogy.owl#hasSister""]",Family,2hop,Thing_james_jessop_1836,ASK WHERE { <http://www.example.com/genealogy.owl#james_jessop_1836> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> },FALSE,BQA,BIN,1,Low,normal-stratified,508,0,Thing_james_jessop_1836||james_jessop_1836|hasSister|amelia_jessop_1837,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#james_jessop_1836> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#amelia_jessop_1837> }"", ""positive_task_id"": ""2hop-Thing_james_jessop_1836_james_jessop_1836-james_jessop_1836-hasSister-amelia_jessop_1837-BIN"", ""source_explanation_key"": ""Thing_james_jessop_1836||james_jessop_1836|hasSister|amelia_jessop_1837""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,506ebd06b104450e1ef4613f12f7b5ca367e40fd18d3b8e7a2a7655d35779d1d,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-69d5d7c7d78763efa6c5b663fb44d0a3a8d7f1331de0037fbe8c7b58408b7b51,1hop-Thing_helen_archer_1955_helen_archer_1955-helen_archer_1955-isSiblingOf-ada_rachel_heath_1868-NEG-BIN,"[""BQA"",""Family"",""1hop"",""Thing_helen_archer_1955"",""http://www.example.com/genealogy.owl#helen_archer_1955"",""http://www.example.com/genealogy.owl#isSiblingOf""]",Family,1hop,Thing_helen_archer_1955,ASK WHERE { <http://www.example.com/genealogy.owl#helen_archer_1955> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> },FALSE,BQA,BIN,2,Medium,normal-stratified,508,0,Thing_helen_archer_1955||helen_archer_1955|isSiblingOf|anne_archer_1964,"{""distinct_primitive_reasoning_types"": [""D"", ""H""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#helen_archer_1955> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#anne_archer_1964> }"", ""positive_task_id"": ""1hop-Thing_helen_archer_1955_helen_archer_1955-helen_archer_1955-isSiblingOf-anne_archer_1964-BIN"", ""source_explanation_key"": ""Thing_helen_archer_1955||helen_archer_1955|isSiblingOf|anne_archer_1964""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",retained,c86fe594abf25e3ce917400be63613d4b9b7af571a231887c03a1e9a437ac281,95b0ea969b58d82faf61236bed1debd6c3b90372ea1a6ef3c0873d89621d0f8a,59ee6591e51da51f2fc3463c81c7139e19c0a12d3a87e2db817ffab0fd0f5868,afd3d2661003c0a07485d8a75647cedfe8eff5d248b24d774c18b1699aa397b9,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-69ef4652cda7a8bd4cda6c4a5a85cd7bdf2ef0aca7639fe671bbdd8cd7f7925e,1hop-Man_U0C3D1UGS5_U0C3D1UGS5-U0C3D1UGS5-hasMajor-BiomedicalEngineering-BIN,"[""BQA"",""OWL2Bench"",""1hop"",""Man_U0C3D1UGS5"",""http://www.example.com/genealogy.owl#U0C3D1UGS5"",""http://www.example.com/genealogy.owl#hasMajor""]",OWL2Bench,1hop,Man_U0C3D1UGS5,ASK WHERE { <http://www.example.com/genealogy.owl#U0C3D1UGS5> <http://www.example.com/genealogy.owl#hasMajor> <http://www.example.com/genealogy.owl#BiomedicalEngineering> },TRUE,BQA,BIN,1,Low,normal-stratified,14,25,Man_U0C3D1UGS5||U0C3D1UGS5|hasMajor|BiomedicalEngineering,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#U0C3D1UGS5> <http://www.example.com/genealogy.owl#hasMajor> <http://www.example.com/genealogy.owl#BiomedicalEngineering> }"", ""positive_task_id"": ""1hop-Man_U0C3D1UGS5_U0C3D1UGS5-U0C3D1UGS5-hasMajor-BiomedicalEngineering-BIN"", ""source_explanation_key"": ""Man_U0C3D1UGS5||U0C3D1UGS5|hasMajor|BiomedicalEngineering""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,34c5c2cff3e76df9874c22eadfc4f817719d8249d255ef5d606db5ab6dab79a6,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-69f5bc0d0e2a97e9590e7277a8f1593673cfbce461604e68b504a427208cdc9b,1hop-Woman_U0C4D1UGS6_U0C4D1UGS6-U0C4D1UGS6-rdf:type-Student-BIN,"[""BQA"",""OWL2Bench"",""1hop"",""Woman_U0C4D1UGS6"",""http://www.example.com/genealogy.owl#U0C4D1UGS6"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",OWL2Bench,1hop,Woman_U0C4D1UGS6,ASK WHERE { <http://www.example.com/genealogy.owl#U0C4D1UGS6> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Student> },TRUE,BQA,BIN,2,Medium,normal-stratified,15,27,Woman_U0C4D1UGS6||U0C4D1UGS6|rdf:type|Student,"{""distinct_primitive_reasoning_types"": [""D"", ""H"", ""R""], ""m_status"": ""selection-dependent"", ""maximum_axiom_count"": 3, ""maximum_primitive_tag_count"": 3, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 4}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#U0C4D1UGS6> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Student> }"", ""positive_task_id"": ""1hop-Woman_U0C4D1UGS6_U0C4D1UGS6-U0C4D1UGS6-rdf:type-Student-BIN"", ""source_explanation_key"": ""Woman_U0C4D1UGS6||U0C4D1UGS6|rdf:type|Student""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": true, ""new_nested_tag"": false}",new,,,06bf1b852bf56aa86c2b6b4bc6c5b89538d0ba8be25ac82bcb1e1aaaa65b3544,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-69fb06de9d6dfaab27ced9491a8d877cb0432675ffcc4ed49b5616c81d586e43,1hop-NamedPizza_FruttiDiMare_214_FruttiDiMare_214-FruttiDiMare_214-hasIngredient-MC,"[""OEQA"",""1hop-NamedPizza_FruttiDiMare_214_FruttiDiMare_214-FruttiDiMare_214-hasIngredient""]",Pizza250,1hop,NamedPizza_FruttiDiMare_214,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_214> <http://www.example.com/genealogy.owl#hasIngredient> ?x },GarlicTopping_dynamic_1; MixedSeafoodTopping_dynamic_1; TomatoTopping_dynamic_1,OEQA,MC,4,Medium,normal-stratified,4,1,oeqa-source-725773f8ad03aad5c732ad9183ef47fd36d60dc611269dec83bc2b3344af2209,"{""answer_count"": 3, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 4, ""complete_max_distinct_primitive_type_count"": 2, ""complete_max_primitive_tag_count"": 4, ""complete_min_axiom_count"": 4, ""complete_min_distinct_primitive_type_count"": 2, ""complete_min_primitive_tag_count"": 4, ""distinct_primitive_reasoning_types"": [""D"", ""H""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""GarlicTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""MixedSeafoodTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""TomatoTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": true, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",retained,a59d1f25df8a367cf06325920ef197984ba238df6152ce7b7d7387e0944715ed,906a8854c41709b5c7bfe8412942afe12bb50bec4995f51269708622f6a1313a,993b32594656e88b0637da1013d38422e2117ddf74b1c2fa376b55d5c1f74edc,cf3576ad5b93990826047de4c9a103476b8c26a654651749e8278c7af2129b4b,230fe8d1d259d5de7a1d33fc917aa05dbfaf083da50e2f57b2192594acf287d9
sem-v1.1-6a029b5fca64037f61635924f0302439f7f60b52d273a5081aa250308f61ee09,2hop-ElectiveCourse_U0C3D2EC33_U0C3D2EC33-U0C3D2EC33-rdf:type-Course-BIN,"[""BQA"",""OWL2Bench"",""2hop"",""ElectiveCourse_U0C3D2EC33"",""http://www.example.com/genealogy.owl#U0C3D2EC33"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",OWL2Bench,2hop,ElectiveCourse_U0C3D2EC33,ASK WHERE { <http://www.example.com/genealogy.owl#U0C3D2EC33> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Course> },TRUE,BQA,BIN,2,Medium,normal-stratified,184,13,ElectiveCourse_U0C3D2EC33||U0C3D2EC33|rdf:type|Course,"{""distinct_primitive_reasoning_types"": [""D"", ""H"", ""R""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 8}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#U0C3D2EC33> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Course> }"", ""positive_task_id"": ""2hop-ElectiveCourse_U0C3D2EC33_U0C3D2EC33-U0C3D2EC33-rdf:type-Course-BIN"", ""source_explanation_key"": ""ElectiveCourse_U0C3D2EC33||U0C3D2EC33|rdf:type|Course""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,c285a44fee3ff4fe61e7659ed588f7aa744ddc6fcfdebdf4f85e3f2647a796f4,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-6a0375d3116458295f2cd035147f4cfeb46aed866720ff5bce0219ac7ed17c3d,2hop-NamedPizza_Siciliana_45_Siciliana_45-Siciliana_45-hasTopping-AnchoviesTopping_dynamic_1-BIN,"[""BQA"",""Pizza100"",""2hop"",""NamedPizza_Siciliana_45"",""http://www.example.com/genealogy.owl#Siciliana_45"",""http://www.example.com/genealogy.owl#hasTopping""]",Pizza100,2hop,NamedPizza_Siciliana_45,ASK WHERE { <http://www.example.com/genealogy.owl#Siciliana_45> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> },TRUE,BQA,BIN,1,Low,normal-stratified,202,351,NamedPizza_Siciliana_45||Siciliana_45|hasTopping|AnchoviesTopping_dynamic_1,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#Siciliana_45> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }"", ""positive_task_id"": ""2hop-NamedPizza_Siciliana_45_Siciliana_45-Siciliana_45-hasTopping-AnchoviesTopping_dynamic_1-BIN"", ""source_explanation_key"": ""NamedPizza_Siciliana_45||Siciliana_45|hasTopping|AnchoviesTopping_dynamic_1""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,a8a1c4ac99d9e9d233b5e8866fc94c3f96a0d648bb80d5c3cc71ed25dafd567c,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-6a099932b031ea2ac81f6c3fbf541c53b8362451f8b36f68361e2c1203079afd,1hop-Thing_priscilla_saunders_1810_priscilla_saunders_1810-priscilla_saunders_1810-rdf:type-Woman-BIN,"[""BQA"",""Family"",""1hop"",""Thing_priscilla_saunders_1810"",""http://www.example.com/genealogy.owl#priscilla_saunders_1810"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",Family,1hop,Thing_priscilla_saunders_1810,ASK WHERE { <http://www.example.com/genealogy.owl#priscilla_saunders_1810> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Woman> },TRUE,BQA,BIN,2,Medium,normal-stratified,508,0,Thing_priscilla_saunders_1810||priscilla_saunders_1810|rdf:type|Woman,"{""distinct_primitive_reasoning_types"": [""D"", ""R""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#priscilla_saunders_1810> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Woman> }"", ""positive_task_id"": ""1hop-Thing_priscilla_saunders_1810_priscilla_saunders_1810-priscilla_saunders_1810-rdf:type-Woman-BIN"", ""source_explanation_key"": ""Thing_priscilla_saunders_1810||priscilla_saunders_1810|rdf:type|Woman""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,666041f758fca43d25554ff343b987de3de3c8134fcd9c47476fa2ffd96d43db,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
