input_hash,representation,classification,classification_label,rationale,row_count,task_ids,datasets,hops,task_groups,semantic_keys,formal_queries,gold_answer,aggregate_weighting_effect
1656c1cddb9413dbb1b57229643952bf607fe3856d9569ea172e29d840a09872,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,5,4031;5069;5075;5077;5085,Pizza100;Pizza250,1hop,BQA,sem-v1.1-18acb5c85fb9b1ebe9feac0489b50d9458bd64aa2e1a039c52424e7b69733585;sem-v1.1-dc61b3f662e8b0e213a1183c08e8ce06c0c0a639bd0217fa43969a72c0d3bdbe;sem-v1.1-b6c6ad3b94e95861d5dcfd6dd6d72aad89cac678c0b567bdc74bc99574124e20;sem-v1.1-4756c9e802e756e46560c651ba1c360d304daf5c7a64e933b02af8453666ff92;sem-v1.1-9f73e57360be7197eaad36eec99597adedb3b30b9368985441c12b5b6760d4af,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Siciliana_54> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Siciliana_113> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Siciliana_157> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Siciliana_220> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Siciliana_52> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 5 times in per-row aggregate evaluation
16fd85036e96746bcd3383b64161e1668cf1e5f08601329ed300e8bb86314494,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,4234;4235;4237;5341,Pizza100;Pizza250,1hop,OEQA,sem-v1.1-2f3f356a26682235b68f7c2f5aa0752086b724e49e8aa36f1f806c771df542a9;sem-v1.1-609861b9833887edf515bcfbdd59492757b57ac2536fad1fd97f3081f10db162;sem-v1.1-06b29999e33462f85402f543f4001d693f891907912b848b4d6feffc2f1efe56;sem-v1.1-c77a7112c6c42eda524b71d5bf89bf51db80c6a01ff1b411208487dbbc243220,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_1> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_15> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_23> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_249> <http://www.example.com/genealogy.owl#hasIngredient> ?x }""]",GreenPepperTopping_dynamic_1; HotSpicedBeefTopping_dynamic_1; MozzarellaTopping_dynamic_1; OnionTopping_dynamic_1; TomatoTopping_dynamic_1,counts the identical evaluated input 4 times in per-row aggregate evaluation
170e732bd13b136f807e40e547c64e4acadc7c470d32b6dbb4d1e24440c9f663,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,4193;4195,Pizza100,1hop,OEQA,sem-v1.1-40ca92a3dc6436eb269f811dc1fa186069231a81a2afabb6968bff46cf30a41d;sem-v1.1-b4cd0790bb2c517ff63866b4de4325a3150ba551368446b65b58411b592eeb82,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#PolloAdAstra_39> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#PolloAdAstra_70> <http://www.example.com/genealogy.owl#hasIngredient> ?x }""]",CajunSpiceTopping_dynamic_1; ChickenTopping_dynamic_1; GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; RedOnionTopping_dynamic_1; SweetPepperTopping_dynamic_1; TomatoTopping_dynamic_1,counts the identical evaluated input 2 times in per-row aggregate evaluation
18c0faf5f2d51f4271f62e7548092b49f2d419c0ce73d0cb7c51fb9af0aa5ce7,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,4214;4216;4218;5321,Pizza100;Pizza250,1hop,OEQA,sem-v1.1-121c560413386572295dbad1cc430680a987dedbe94aadd4faffd956b0a006fb;sem-v1.1-ae384fe4ca413b5013bf06b17560c450334330330058d5f99d43d3e03a9fbae7;sem-v1.1-d9cc27f2265561ffbec89322f9a4cbca8314be8cc4fd96908c6ab1d9f50544e9;sem-v1.1-91c23bd1a83dd81ca774ae436aa5f2a4abaf1c846c6c31983d4047e95cbe0fff,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#QuattroFormaggi_61> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#QuattroFormaggi_65> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#QuattroFormaggi_89> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#QuattroFormaggi_185> <http://www.example.com/genealogy.owl#hasIngredient> ?x }""]",FourCheesesTopping_dynamic_1; TomatoTopping_dynamic_1,counts the identical evaluated input 4 times in per-row aggregate evaluation
19d7522466782d16d31e8248203ec760311975e728614a97795261aab1295000,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,6420;6434,OWL2Bench,1hop,BQA,sem-v1.1-ac63adc22f14d2e60708ae9de800bd429441cfda15a31900665cf480aac7bfbc;sem-v1.1-60b15a866c122e23ea5fbab1732dfad8d0d8f27b272a99d184b011a2e103f4dd,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Student_21> <http://www.example.com/genealogy.owl#hasDoctoralDegreeFrom> <http://www.example.com/genealogy.owl#University_19> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Student_37> <http://www.example.com/genealogy.owl#hasDoctoralDegreeFrom> <http://www.example.com/genealogy.owl#University_3> }""]",TRUE,counts the identical evaluated input 2 times in per-row aggregate evaluation
19e1168e600334bbebd6b25a67f5c491b5ee1bc4b77e677093d054ebc44c45f2,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4506;5663;5669,Pizza100;Pizza250,2hop,BQA,sem-v1.1-6911c9d8c3211e0ddaa45cc9537757746d888df7d6b43bcb970910d0b528e924;sem-v1.1-328e81ccee45a71a95de087cbf94619ba0f611bdf4174db50411a16aaee70130;sem-v1.1-06006903eecffc516f20742e6be0fc8ca1c366d8f09aa4b6c44c5736f84ee43e,"[""ASK WHERE { <http://www.example.com/genealogy.owl#QuattroFormaggi_42> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#QuattroFormaggi_168> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#QuattroFormaggi_219> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }""]",FALSE,counts the identical evaluated input 3 times in per-row aggregate evaluation
1a9a730b52fbe10a15c8bffe9352112d14bc94bfbe30385328b4998e6e7d1ffc,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,4107;5180;5182;5186,Pizza100;Pizza250,1hop,OEQA,sem-v1.1-555c7268104ba7af9e8b9d204ca59a9d69ce78e255bd5a409f116cc3f79e27f6;sem-v1.1-f9e1a2b7a53ca0c14f14474abb5a4dda396330575d438c8441bf38b03514ec30;sem-v1.1-15c19344718fc971634ad2c38e8caf96bf9f604ea23ca051b6ba8899ad744ce3;sem-v1.1-0bfd21efd9c07d3ea084760f550b76b15f1d43852400681b3d3f4af49258cab2,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#AmericanHot_72> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#AmericanHot_179> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#AmericanHot_186> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#AmericanHot_79> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }""]",DomainConcept; Food; Pizza,counts the identical evaluated input 4 times in per-row aggregate evaluation
1aa6c1535e9359a8d4c9d42bafc13d79d6d943f84dd769801c95613dc9077be6,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4438;5561;5567,Pizza100;Pizza250,2hop,BQA,sem-v1.1-613bd200e9deffd0e12d99c22a07a8b738d14679b1e3b8959b9f5ad96ad5d605;sem-v1.1-c684b5891f77d0056ad33822c9d3985f926dfbe9969033f888da18d1173fb5e9;sem-v1.1-67ae7154c0a9e76e3604f594a5988e3fcc5d4ddec1dbe9e09b244f20b873181f,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Margherita_58> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Margherita_29> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Margherita_97> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }""]",FALSE,counts the identical evaluated input 3 times in per-row aggregate evaluation
1ab84251425238ee70934085b57297c64e98929e36e2176b582b292998d0e975,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,7,4161;4167;4168;4170;4173;5272;5275,Pizza100;Pizza250,1hop,OEQA,sem-v1.1-cffa4806d0b617ce5ff3d410c50f4200354d62c803d398d72f28811241d7e01f;sem-v1.1-ecdab96927a58ec62bec9278ed8d576d461acf7d0103559a810ba29ea8a3bc59;sem-v1.1-9bb56cdcd5d1ae1b46573599cc5ce4df80d2585dfdce8c2253c7aadb1b90506d;sem-v1.1-30df51aac1abae08cc6bc99122ed84cbecd83c66258262843abab10c37ce39e8;sem-v1.1-568ca4ded347451ba0261fd6e21c00210e9f38f833d94f456ff09611627771a9;sem-v1.1-ccc1012a2bd6746b44978b91e5426138d3b960f66b0eb7ea57c4a23abe951400;sem-v1.1-15c95207ece6212076f6adec97ae396494b95e0be9b09b9d870820a2582a0405,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Margherita_20> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Margherita_40> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Margherita_48> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Margherita_53> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Margherita_69> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Margherita_31> <http://www.example.com/genealogy.owl#hasIngredient> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Margherita_97> <http://www.example.com/genealogy.owl#hasIngredient> ?x }""]",MozzarellaTopping_dynamic_1; TomatoTopping_dynamic_1,counts the identical evaluated input 7 times in per-row aggregate evaluation
1acefc0a4e61f7b067d80356638409be80810c739a46c5418f2123c76ab7e456,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,5,4373;4377;4379;5502;5510,Pizza100;Pizza250,2hop,BQA,sem-v1.1-6707298b6d53b208ac24f9bddb09e1cf87997bdb05af232592eb693530289fc8;sem-v1.1-211985e51510d6024a3547a4e750ac37a4aded15f8148d382129399d3b441a86;sem-v1.1-91d4caaee7761b563efb04fa59500019fd45216ecac7c6078ab9c72a2adb80f8;sem-v1.1-da4101e803aed9b6dd953ed0fe195c3aa617c5d7b505a13fcc6879f47c27a136;sem-v1.1-472a80694b5bf632ba757b31b8078e2d9c6db1dd7d943527767ba5c722cf41f8,"[""ASK WHERE { <http://www.example.com/genealogy.owl#FourSeasons_67> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FourSeasons_71> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FourSeasons_88> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FourSeasons_182> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FourSeasons_9> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }""]",TRUE,counts the identical evaluated input 5 times in per-row aggregate evaluation
1c2153d97276a1be44be745cbf79eedc9a8eef270e43aa41ca6c4a3b295d67f8,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4405;5532;5538,Pizza100;Pizza250,2hop,BQA,sem-v1.1-bc001afb3e6f67da3a188a6d3b547706f55cde4aaa80b624254eaaaf9b7db5c5;sem-v1.1-1871d050d65468fbd59a4de62ab6565a294faab43b1e4fd62a5dca70ebbe0e63;sem-v1.1-2638685b49005e3a0e5f5f4c7a52ed21749af4daa125c90d72eb09c6bbd41699,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Giardiniera_79> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#LeekTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Giardiniera_175> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#LeekTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Giardiniera_4> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#LeekTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 3 times in per-row aggregate evaluation
1c4a640d34ac31fd1a538bee0faceca6cdba3d649b04b79a55729189f3e44943,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,6448;7915,OWL2Bench,1hop;2hop,BQA,sem-v1.1-1c3a01ef0733ea4fc0671ab85858034ebfb706081d215d72bc9e5094a9f6f0ea;sem-v1.1-4f089ac1ef12857511a85457a8c6f6863507af95c54567f9cc2696ca4573094f,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Student_4> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Student_15> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> }""]",TRUE,counts the identical evaluated input 2 times in per-row aggregate evaluation
1dc352c0c6ff8c1d6768654350620406e7e09fe4ea14236e2312a545bcdc2ea3,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,4454;5573;5585;5587,Pizza100;Pizza250,2hop,BQA,sem-v1.1-d9358723c3066b4cef988f9e0393b9ec4f372c0f55691618236262dd87839689;sem-v1.1-daa19f19234d3e1a56bb5fbf50e5573d8cb49802124b4ce456b2275d44e160d7;sem-v1.1-80f9eba1f6aae197804a0de7290e8194daa7d3d1e40ea200dcf7b5fd6c09e9fc;sem-v1.1-b33c5b4eeb8454c0f9cc39ab8456ffa2a9179c612284c2fea5649a23a0102a11,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Mushroom_63> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Mushroom_152> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_131> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Mushroom_35> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_131> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Mushroom_5> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_131> }""]",FALSE,counts the identical evaluated input 4 times in per-row aggregate evaluation
1dcca2eeab101a559a314f4ef846fced00a01320339a6e456bf3456fc2bc0658,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,5,3951;3953;3955;4959;4969,Pizza100;Pizza250,1hop,BQA,sem-v1.1-76fe6852652b9995d2ac338ea37feb97a57bb05d23fe00cf03c0e6396fdd5b75;sem-v1.1-6d5a352bec37a5e86f9380e607b8564ccac35b59efe8746c10d7fe93f50cc5af;sem-v1.1-6ed5a9c6a5e807465ffff6b1017c9e0b6d93cab040c35f63a7a0aa671b3ecca6;sem-v1.1-738d5aab9ddbfa38c2730fcc977d2a050520713aa104d287b8ad55c646d3a5f2;sem-v1.1-e5b574ed7feb69ac1af2f29a0d3e4a1bcb26249934ff9576d6ad0d9fe712ce4f,"[""ASK WHERE { <http://www.example.com/genealogy.owl#Mushroom_41> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Mushroom_63> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Mushroom_7> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Mushroom_1> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#Mushroom_200> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#MozzarellaTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 5 times in per-row aggregate evaluation
1e48ec8a01b4fe1022a5a7ea351f938ad12888075ef2c51a2709c3629de3d9a2,NL,D,other,incidental cross-dataset duplicate with the same formal query and gold semantics; no evidence it was intentionally duplicated,2,4280;5383,Pizza100;Pizza250,2hop,BQA,sem-v1.1-f6c3013c686af2067b24438a9616d2fe4362f5ebe4dacd91ac6573d0008acb41;sem-v1.1-577b58d949724cb0e60eab5b805f85fbec8051dfe3c948c6509a945c93f3b315,"[""ASK WHERE { <http://www.example.com/genealogy.owl#HotSpicedBeefTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#HotSpicedBeefTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }""]",FALSE,counts the identical evaluated input 2 times in per-row aggregate evaluation
2062558a4e4db75c15b4579239bcbfe55c8f853a1360663b2160d3830ba1f741,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,4,3782;4776;4784;4794,Pizza100;Pizza250,1hop,BQA,sem-v1.1-74a892d05312b40397165323f4da3c414e0e67a957a858c5874de608308d83b3;sem-v1.1-99ffae4f6d286b7301c77cb98a82c9af9f5aed9ea573091a3136eb90cbafc670;sem-v1.1-c7927d54870c13fd9b87d6a11e90233bad705015ab4548194c38937e43f5c628;sem-v1.1-ab11fb286e8e07a13b8984544301233150f0d6d94bb1b261316b49d4ea0cb853,"[""ASK WHERE { <http://www.example.com/genealogy.owl#AmericanHot_57> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#AmericanHot_186> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#AmericanHot_239> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#AmericanHot_64> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }""]",TRUE,counts the identical evaluated input 4 times in per-row aggregate evaluation
2184c3ac217b0958fb5b637d9c1fa2867da707874dd00071ae419fdf2132caca,NL,D,other,incidental cross-dataset duplicate with the same formal query and gold semantics; no evidence it was intentionally duplicated,2,4094;5166,Pizza100;Pizza250,1hop,OEQA,sem-v1.1-4b8f013e139cab5289b5c432eee67abeef85a9c288d6215d5f6607ef40bc5e9f;sem-v1.1-632aae42464b7b331ac217b9ca49ac6a5ff2d7c743f571dfc75f783bd86dd9c1,"[""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#ArtichokeTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }"", ""SELECT ?x WHERE { <http://www.example.com/genealogy.owl#ArtichokeTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }""]",DomainConcept; Food; PizzaTopping; VegetableTopping,counts the identical evaluated input 2 times in per-row aggregate evaluation
21d6ad82e94324cd3c24654141cd4c8cb98490083afb5c033b9254a393298a93,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,6,4040;4046;5100;5102;5104;5110,Pizza100;Pizza250,1hop,BQA,sem-v1.1-9a32ffa620d4aec30e2b55110295cf4f0919f2519703c107e4686b0a6803dfcf;sem-v1.1-3b9ec84ad81668aa335c6a2f11568947ec4de3ccbd18d175ac42852c57128fbe;sem-v1.1-b388fa09a2f84edd4764a153c0803ed1defe956d74ea4972f8965d242fd6d888;sem-v1.1-ac044b691397e87794daf65db3c74af3cac509b5f230e1cb863cc4b71776d5f6;sem-v1.1-5c97a786f53dd080234feee51eecd5a6792762d60c37b4fa3224ddaf29c9a634;sem-v1.1-0342a6b1618257336f6e66ee5702abe3ea571be8a3a7373c67a7ac4f6cff1926,"[""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_23> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_99> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_20> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_24> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_249> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#SloppyGiuseppe_98> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }""]",TRUE,counts the identical evaluated input 6 times in per-row aggregate evaluation
220eb4e9d03fee76bbd9b317d39d11f91137d7138b7a80d392604ed2894d1f45,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,3,4406;4416;5543,Pizza100;Pizza250,2hop,BQA,sem-v1.1-f25b50e4e4044e6d3e2a4569e8ba58ff4d5a20a68fc016b36d154d43cf3c22b4;sem-v1.1-fba7766b86c718daf3350d46c21a49c2bbeaee21d684c824f8f86f4c1e046ab9;sem-v1.1-117978ba7263448dec5802d51288d22c69d147e4d5425f3bb2d0946003f7e59b,"[""ASK WHERE { <http://www.example.com/genealogy.owl#LaReine_14> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#LaReine_75> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#LaReine_231> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_131> }""]",FALSE,counts the identical evaluated input 3 times in per-row aggregate evaluation
2216093b5231fefbec0f227837006b2086071ce85cfa5e459c00a54b779c97ec,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,6,3888;3894;4908;4912;4914;4916,Pizza100;Pizza250,1hop,BQA,sem-v1.1-813852be171e0f285a38704f2c82e0f516ca3b932eff31bacb83016c0c02900a;sem-v1.1-c7976900d21a135cf7b7438c6ffce2b12b24db6129acd6c11afbed88f9808bb2;sem-v1.1-661321dc5cdf5408b565059c22cd8867989410184a7f7d7a229ad8cc24c42703;sem-v1.1-0c8abc81942e337655f3e8964568ba5da17fd6afea2257710d3423993926620c;sem-v1.1-7654401f3d4dfb5110764a598122b97e2a2431b753df78ef860070d4f63f54a9;sem-v1.1-055ddab2c0e999091916cdb0b2c7c49569ece28d1568382d72a0beb5b2c7b790,"[""ASK WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_36> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_96> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_128> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_163> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_214> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_37> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> }""]",TRUE,counts the identical evaluated input 6 times in per-row aggregate evaluation
2390179ec62e77018248889c7cc85a7cfae63272787a3c696861f5981266231d,NL,C,representational collapse,distinct formal questions collapse to one evaluated representation,2,1157;1159,FamilyOWL,1hop,BQA,sem-v1.1-dbe198eec0022378174fb3329a64ee31e6894818789c682095815d58f662eb3a;sem-v1.1-c6cf1972ce7bf5ebb604b927e9435fcd34ec210b170126b4281848fd4befc7cb,"[""ASK WHERE { <http://www.example.com/genealogy.owl#vera_gertrude_rever_1904> <http://www.example.com/genealogy.owl#hasFather> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> }"", ""ASK WHERE { <http://www.example.com/genealogy.owl#vera_gertrude_rever_1904> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> }""]",FALSE,counts the identical evaluated input 2 times in per-row aggregate evaluation
