task_id,representation,model,input_hash,source_path,source_file_sha256,source_legacy_task_id,source_response_column,response_sha256,parsed_answer,parsed_confidence,parse_status,provenance_status
466,FS,Qwen3-30B-A3B-Instruct,8ee6ebb0d38f17ea6a115ba4a016d685b735757c4a69e2656851911cc7e5f998,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,e0b38a79407706d2a2662c60a47f4c1102bb4589499fd58554af8508abac73c8,1hop-Thing_james_frank_hayden_bright_1891_james_frank_hayden_bright_1891-james_frank_hayden_bright_1891-rdf:type-Man-BIN,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
470,NL,GPT-5 mini,c8bbb78d70b47d376b7adb211ec317cd47c06f8785da598e18970bb6960cd241,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openai_gpt_5_mini_2025_08_07/nl/LATEST_checkpoint.csv,5a1e64044a89dd8856abb08c353053748687f46fb51a4f6e1ada99f78665edc6,1hop-Thing_james_hewett_1815_james_hewett_1815-james_hewett_1815-isMalePartnerIn-m172-BIN,openai_gpt_5_mini_2025_08_07_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
470,NL,Gemini 2.5 Flash-Lite,c8bbb78d70b47d376b7adb211ec317cd47c06f8785da598e18970bb6960cd241,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,6aab9761f0f3532e0419388a58d5a004b1bffacff230ca721f85e5d14bf05159,1hop-Thing_james_hewett_1815_james_hewett_1815-james_hewett_1815-isMalePartnerIn-m172-BIN,openrouter_google_gemini_2_5_flash_lite_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
470,NL,Qwen3-30B-A3B-Instruct,c8bbb78d70b47d376b7adb211ec317cd47c06f8785da598e18970bb6960cd241,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,6aab9761f0f3532e0419388a58d5a004b1bffacff230ca721f85e5d14bf05159,1hop-Thing_james_hewett_1815_james_hewett_1815-james_hewett_1815-isMalePartnerIn-m172-BIN,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,e023c3edd687a15afdd1c1f85f8ccae8d384514997b6f45401a92859d7ba0179,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
470,FS,GPT-5 mini,fadfc1518f53ae3fd2633cfd2714203070e690dafdb9a9aa8ceb950475c2a621,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openai_gpt_5_mini_2025_08_07/sparql/LATEST_checkpoint.csv,f25b61dfe97e660e91976d7e820a774492e352796a3b8a66047d2e2cfb713f2f,1hop-Thing_james_hewett_1815_james_hewett_1815-james_hewett_1815-isMalePartnerIn-m172-BIN,openai_gpt_5_mini_2025_08_07_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
470,FS,Gemini 2.5 Flash-Lite,fadfc1518f53ae3fd2633cfd2714203070e690dafdb9a9aa8ceb950475c2a621,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,e0b38a79407706d2a2662c60a47f4c1102bb4589499fd58554af8508abac73c8,1hop-Thing_james_hewett_1815_james_hewett_1815-james_hewett_1815-isMalePartnerIn-m172-BIN,openrouter_google_gemini_2_5_flash_lite_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
470,FS,Qwen3-30B-A3B-Instruct,fadfc1518f53ae3fd2633cfd2714203070e690dafdb9a9aa8ceb950475c2a621,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,e0b38a79407706d2a2662c60a47f4c1102bb4589499fd58554af8508abac73c8,1hop-Thing_james_hewett_1815_james_hewett_1815-james_hewett_1815-isMalePartnerIn-m172-BIN,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
481,NL,GPT-5 mini,1359a73bb8e616c2f4e6232f46fadd17dc1ce0c2d9c5da6a97e22dc332c98dba,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openai_gpt_5_mini_2025_08_07/nl/LATEST_checkpoint.csv,5a1e64044a89dd8856abb08c353053748687f46fb51a4f6e1ada99f78665edc6,1hop-Thing_james_jacobs_1806_james_jacobs_1806-james_jacobs_1806-isMalePartnerIn-ada_rachel_heath_1868-NEG-BIN,openai_gpt_5_mini_2025_08_07_response,3c7ee0cf300d458d023ea3cf5c3e35fe97d16ac3bb4802581e6304fd65c42a28,FALSE,0.9,requested_schema_conformant,exact model and exact evaluated input hash
481,NL,Gemini 2.5 Flash-Lite,1359a73bb8e616c2f4e6232f46fadd17dc1ce0c2d9c5da6a97e22dc332c98dba,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,6aab9761f0f3532e0419388a58d5a004b1bffacff230ca721f85e5d14bf05159,1hop-Thing_james_jacobs_1806_james_jacobs_1806-james_jacobs_1806-isMalePartnerIn-ada_rachel_heath_1868-NEG-BIN,openrouter_google_gemini_2_5_flash_lite_response,fa2c4e48310e8b9a4496cfdaf4def144d1fe50681e42162fbc48da4697645338,FALSE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
481,NL,Qwen3-30B-A3B-Instruct,1359a73bb8e616c2f4e6232f46fadd17dc1ce0c2d9c5da6a97e22dc332c98dba,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,6aab9761f0f3532e0419388a58d5a004b1bffacff230ca721f85e5d14bf05159,1hop-Thing_james_jacobs_1806_james_jacobs_1806-james_jacobs_1806-isMalePartnerIn-ada_rachel_heath_1868-NEG-BIN,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,7eeb827fad386e54e5e37b38fc196bd477c93b6e45e55a3fb55b8766da5f276c,FALSE,0.95,requested_schema_conformant,exact model and exact evaluated input hash
481,FS,GPT-5 mini,bc5af219738ff2d056dd6e53bbc7496039ad45c17e32dbc17096212635f3058b,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openai_gpt_5_mini_2025_08_07/sparql/LATEST_checkpoint.csv,f25b61dfe97e660e91976d7e820a774492e352796a3b8a66047d2e2cfb713f2f,1hop-Thing_james_jacobs_1806_james_jacobs_1806-james_jacobs_1806-isMalePartnerIn-ada_rachel_heath_1868-NEG-BIN,openai_gpt_5_mini_2025_08_07_response,fa2c4e48310e8b9a4496cfdaf4def144d1fe50681e42162fbc48da4697645338,FALSE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
481,FS,Gemini 2.5 Flash-Lite,bc5af219738ff2d056dd6e53bbc7496039ad45c17e32dbc17096212635f3058b,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,e0b38a79407706d2a2662c60a47f4c1102bb4589499fd58554af8508abac73c8,1hop-Thing_james_jacobs_1806_james_jacobs_1806-james_jacobs_1806-isMalePartnerIn-ada_rachel_heath_1868-NEG-BIN,openrouter_google_gemini_2_5_flash_lite_response,fa2c4e48310e8b9a4496cfdaf4def144d1fe50681e42162fbc48da4697645338,FALSE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
481,FS,Qwen3-30B-A3B-Instruct,bc5af219738ff2d056dd6e53bbc7496039ad45c17e32dbc17096212635f3058b,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,e0b38a79407706d2a2662c60a47f4c1102bb4589499fd58554af8508abac73c8,1hop-Thing_james_jacobs_1806_james_jacobs_1806-james_jacobs_1806-isMalePartnerIn-ada_rachel_heath_1868-NEG-BIN,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,fa2c4e48310e8b9a4496cfdaf4def144d1fe50681e42162fbc48da4697645338,FALSE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
486,NL,GPT-5 mini,24e743812522a258f53b41da47cce585b4730f4523fd5bf01da7597bd889f9a3,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openai_gpt_5_mini_2025_08_07/nl/LATEST_checkpoint.csv,5a1e64044a89dd8856abb08c353053748687f46fb51a4f6e1ada99f78665edc6,1hop-Thing_james_jessop_1836_james_jessop_1836-james_jessop_1836-hasSister-amelia_jessop_1837-BIN,openai_gpt_5_mini_2025_08_07_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
486,NL,Gemini 2.5 Flash-Lite,24e743812522a258f53b41da47cce585b4730f4523fd5bf01da7597bd889f9a3,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,6aab9761f0f3532e0419388a58d5a004b1bffacff230ca721f85e5d14bf05159,1hop-Thing_james_jessop_1836_james_jessop_1836-james_jessop_1836-hasSister-amelia_jessop_1837-BIN,openrouter_google_gemini_2_5_flash_lite_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
486,NL,Qwen3-30B-A3B-Instruct,24e743812522a258f53b41da47cce585b4730f4523fd5bf01da7597bd889f9a3,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,6aab9761f0f3532e0419388a58d5a004b1bffacff230ca721f85e5d14bf05159,1hop-Thing_james_jessop_1836_james_jessop_1836-james_jessop_1836-hasSister-amelia_jessop_1837-BIN,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,e023c3edd687a15afdd1c1f85f8ccae8d384514997b6f45401a92859d7ba0179,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
486,FS,GPT-5 mini,1f5923ee1995cf295fd80a2f1c70342fe07d118f2066bb2a0b7467e7198dec12,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openai_gpt_5_mini_2025_08_07/sparql/LATEST_checkpoint.csv,f25b61dfe97e660e91976d7e820a774492e352796a3b8a66047d2e2cfb713f2f,1hop-Thing_james_jessop_1836_james_jessop_1836-james_jessop_1836-hasSister-amelia_jessop_1837-BIN,openai_gpt_5_mini_2025_08_07_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
486,FS,Gemini 2.5 Flash-Lite,1f5923ee1995cf295fd80a2f1c70342fe07d118f2066bb2a0b7467e7198dec12,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,e0b38a79407706d2a2662c60a47f4c1102bb4589499fd58554af8508abac73c8,1hop-Thing_james_jessop_1836_james_jessop_1836-james_jessop_1836-hasSister-amelia_jessop_1837-BIN,openrouter_google_gemini_2_5_flash_lite_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
486,FS,Qwen3-30B-A3B-Instruct,1f5923ee1995cf295fd80a2f1c70342fe07d118f2066bb2a0b7467e7198dec12,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,e0b38a79407706d2a2662c60a47f4c1102bb4589499fd58554af8508abac73c8,1hop-Thing_james_jessop_1836_james_jessop_1836-james_jessop_1836-hasSister-amelia_jessop_1837-BIN,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
491,NL,GPT-5 mini,3572e1c947708e99167a0b6ba61d1e55e61fd1012ff1f9c9fb0a469f85b2ff3f,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openai_gpt_5_mini_2025_08_07/nl/LATEST_checkpoint.csv,5a1e64044a89dd8856abb08c353053748687f46fb51a4f6e1ada99f78665edc6,1hop-Thing_james_keith_archer_1946_james_keith_archer_1946-james_keith_archer_1946-hasFather-ada_rachel_heath_1868-NEG-BIN,openai_gpt_5_mini_2025_08_07_response,fa2c4e48310e8b9a4496cfdaf4def144d1fe50681e42162fbc48da4697645338,FALSE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
491,NL,Gemini 2.5 Flash-Lite,3572e1c947708e99167a0b6ba61d1e55e61fd1012ff1f9c9fb0a469f85b2ff3f,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,6aab9761f0f3532e0419388a58d5a004b1bffacff230ca721f85e5d14bf05159,1hop-Thing_james_keith_archer_1946_james_keith_archer_1946-james_keith_archer_1946-hasFather-ada_rachel_heath_1868-NEG-BIN,openrouter_google_gemini_2_5_flash_lite_response,fa2c4e48310e8b9a4496cfdaf4def144d1fe50681e42162fbc48da4697645338,FALSE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
491,NL,Qwen3-30B-A3B-Instruct,3572e1c947708e99167a0b6ba61d1e55e61fd1012ff1f9c9fb0a469f85b2ff3f,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,6aab9761f0f3532e0419388a58d5a004b1bffacff230ca721f85e5d14bf05159,1hop-Thing_james_keith_archer_1946_james_keith_archer_1946-james_keith_archer_1946-hasFather-ada_rachel_heath_1868-NEG-BIN,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,fa2c4e48310e8b9a4496cfdaf4def144d1fe50681e42162fbc48da4697645338,FALSE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
491,FS,GPT-5 mini,79d1d58b1f28043b804a75d2bfdd0a4b6efca4861137ec4d17ff91fb5e985b26,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openai_gpt_5_mini_2025_08_07/sparql/LATEST_checkpoint.csv,f25b61dfe97e660e91976d7e820a774492e352796a3b8a66047d2e2cfb713f2f,1hop-Thing_james_keith_archer_1946_james_keith_archer_1946-james_keith_archer_1946-hasFather-ada_rachel_heath_1868-NEG-BIN,openai_gpt_5_mini_2025_08_07_response,fa2c4e48310e8b9a4496cfdaf4def144d1fe50681e42162fbc48da4697645338,FALSE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
491,FS,Gemini 2.5 Flash-Lite,79d1d58b1f28043b804a75d2bfdd0a4b6efca4861137ec4d17ff91fb5e985b26,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,e0b38a79407706d2a2662c60a47f4c1102bb4589499fd58554af8508abac73c8,1hop-Thing_james_keith_archer_1946_james_keith_archer_1946-james_keith_archer_1946-hasFather-ada_rachel_heath_1868-NEG-BIN,openrouter_google_gemini_2_5_flash_lite_response,fa2c4e48310e8b9a4496cfdaf4def144d1fe50681e42162fbc48da4697645338,FALSE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
491,FS,Qwen3-30B-A3B-Instruct,79d1d58b1f28043b804a75d2bfdd0a4b6efca4861137ec4d17ff91fb5e985b26,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,e0b38a79407706d2a2662c60a47f4c1102bb4589499fd58554af8508abac73c8,1hop-Thing_james_keith_archer_1946_james_keith_archer_1946-james_keith_archer_1946-hasFather-ada_rachel_heath_1868-NEG-BIN,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,fa2c4e48310e8b9a4496cfdaf4def144d1fe50681e42162fbc48da4697645338,FALSE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
492,NL,GPT-5 mini,9470c267db188baae61e60ec379b85b0c7ac639b10adad57cbb747cb5dae1073,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openai_gpt_5_mini_2025_08_07/nl/LATEST_checkpoint.csv,5a1e64044a89dd8856abb08c353053748687f46fb51a4f6e1ada99f78665edc6,1hop-Thing_james_keith_archer_1946_james_keith_archer_1946-james_keith_archer_1946-hasFather-norman_james_archer_1909-BIN,openai_gpt_5_mini_2025_08_07_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
492,NL,Gemini 2.5 Flash-Lite,9470c267db188baae61e60ec379b85b0c7ac639b10adad57cbb747cb5dae1073,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,6aab9761f0f3532e0419388a58d5a004b1bffacff230ca721f85e5d14bf05159,1hop-Thing_james_keith_archer_1946_james_keith_archer_1946-james_keith_archer_1946-hasFather-norman_james_archer_1909-BIN,openrouter_google_gemini_2_5_flash_lite_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
492,NL,Qwen3-30B-A3B-Instruct,9470c267db188baae61e60ec379b85b0c7ac639b10adad57cbb747cb5dae1073,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,6aab9761f0f3532e0419388a58d5a004b1bffacff230ca721f85e5d14bf05159,1hop-Thing_james_keith_archer_1946_james_keith_archer_1946-james_keith_archer_1946-hasFather-norman_james_archer_1909-BIN,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,e023c3edd687a15afdd1c1f85f8ccae8d384514997b6f45401a92859d7ba0179,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
492,FS,GPT-5 mini,a779a52c6710f3992b9946f3d1e4750bdc2873e409166b3ea41d03f75581aaa6,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openai_gpt_5_mini_2025_08_07/sparql/LATEST_checkpoint.csv,f25b61dfe97e660e91976d7e820a774492e352796a3b8a66047d2e2cfb713f2f,1hop-Thing_james_keith_archer_1946_james_keith_archer_1946-james_keith_archer_1946-hasFather-norman_james_archer_1909-BIN,openai_gpt_5_mini_2025_08_07_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
492,FS,Gemini 2.5 Flash-Lite,a779a52c6710f3992b9946f3d1e4750bdc2873e409166b3ea41d03f75581aaa6,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,e0b38a79407706d2a2662c60a47f4c1102bb4589499fd58554af8508abac73c8,1hop-Thing_james_keith_archer_1946_james_keith_archer_1946-james_keith_archer_1946-hasFather-norman_james_archer_1909-BIN,openrouter_google_gemini_2_5_flash_lite_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
492,FS,Qwen3-30B-A3B-Instruct,a779a52c6710f3992b9946f3d1e4750bdc2873e409166b3ea41d03f75581aaa6,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,e0b38a79407706d2a2662c60a47f4c1102bb4589499fd58554af8508abac73c8,1hop-Thing_james_keith_archer_1946_james_keith_archer_1946-james_keith_archer_1946-hasFather-norman_james_archer_1909-BIN,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
495,NL,GPT-5 mini,e2796437ea0d8d310340fa12244931a44003c9de235713437a45990e5ed0f226,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openai_gpt_5_mini_2025_08_07/nl/LATEST_checkpoint.csv,5a1e64044a89dd8856abb08c353053748687f46fb51a4f6e1ada99f78665edc6,1hop-Thing_james_samuel_bright_1860_james_samuel_bright_1860-james_samuel_bright_1860-hasMother-ada_rachel_heath_1868-NEG-BIN,openai_gpt_5_mini_2025_08_07_response,fa2c4e48310e8b9a4496cfdaf4def144d1fe50681e42162fbc48da4697645338,FALSE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
495,NL,Gemini 2.5 Flash-Lite,e2796437ea0d8d310340fa12244931a44003c9de235713437a45990e5ed0f226,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,6aab9761f0f3532e0419388a58d5a004b1bffacff230ca721f85e5d14bf05159,1hop-Thing_james_samuel_bright_1860_james_samuel_bright_1860-james_samuel_bright_1860-hasMother-ada_rachel_heath_1868-NEG-BIN,openrouter_google_gemini_2_5_flash_lite_response,fa2c4e48310e8b9a4496cfdaf4def144d1fe50681e42162fbc48da4697645338,FALSE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
495,NL,Qwen3-30B-A3B-Instruct,e2796437ea0d8d310340fa12244931a44003c9de235713437a45990e5ed0f226,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,6aab9761f0f3532e0419388a58d5a004b1bffacff230ca721f85e5d14bf05159,1hop-Thing_james_samuel_bright_1860_james_samuel_bright_1860-james_samuel_bright_1860-hasMother-ada_rachel_heath_1868-NEG-BIN,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,fa2c4e48310e8b9a4496cfdaf4def144d1fe50681e42162fbc48da4697645338,FALSE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
495,FS,GPT-5 mini,a312b6758f37293992f8038c2c01f827346174cdbed3ac64b7b72f2ae1d423d6,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openai_gpt_5_mini_2025_08_07/sparql/LATEST_checkpoint.csv,f25b61dfe97e660e91976d7e820a774492e352796a3b8a66047d2e2cfb713f2f,1hop-Thing_james_samuel_bright_1860_james_samuel_bright_1860-james_samuel_bright_1860-hasMother-ada_rachel_heath_1868-NEG-BIN,openai_gpt_5_mini_2025_08_07_response,fa2c4e48310e8b9a4496cfdaf4def144d1fe50681e42162fbc48da4697645338,FALSE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
495,FS,Gemini 2.5 Flash-Lite,a312b6758f37293992f8038c2c01f827346174cdbed3ac64b7b72f2ae1d423d6,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,e0b38a79407706d2a2662c60a47f4c1102bb4589499fd58554af8508abac73c8,1hop-Thing_james_samuel_bright_1860_james_samuel_bright_1860-james_samuel_bright_1860-hasMother-ada_rachel_heath_1868-NEG-BIN,openrouter_google_gemini_2_5_flash_lite_response,fa2c4e48310e8b9a4496cfdaf4def144d1fe50681e42162fbc48da4697645338,FALSE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
495,FS,Qwen3-30B-A3B-Instruct,a312b6758f37293992f8038c2c01f827346174cdbed3ac64b7b72f2ae1d423d6,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/sparql/LATEST_checkpoint.csv,e0b38a79407706d2a2662c60a47f4c1102bb4589499fd58554af8508abac73c8,1hop-Thing_james_samuel_bright_1860_james_samuel_bright_1860-james_samuel_bright_1860-hasMother-ada_rachel_heath_1868-NEG-BIN,openrouter_qwen_qwen3_30b_a3b_instruct_2507_response,fa2c4e48310e8b9a4496cfdaf4def144d1fe50681e42162fbc48da4697645338,FALSE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
500,NL,GPT-5 mini,378c80faf7131b816eceece95502bff2ac40abac5be71f0f48b5b546f77629cb,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openai_gpt_5_mini_2025_08_07/nl/LATEST_checkpoint.csv,5a1e64044a89dd8856abb08c353053748687f46fb51a4f6e1ada99f78665edc6,1hop-Thing_james_stafford_1779_james_stafford_1779-james_stafford_1779-isMalePartnerIn-m167-BIN,openai_gpt_5_mini_2025_08_07_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
500,NL,Gemini 2.5 Flash-Lite,378c80faf7131b816eceece95502bff2ac40abac5be71f0f48b5b546f77629cb,data/output/final_benchmark_llm_results/FamilyOWL_1hop/openrouter_google_gemini_2_5_flash_lite__openrouter_qwen_qwen3_30b_a3b_instruct_2507/nl/LATEST_checkpoint.csv,6aab9761f0f3532e0419388a58d5a004b1bffacff230ca721f85e5d14bf05159,1hop-Thing_james_stafford_1779_james_stafford_1779-james_stafford_1779-isMalePartnerIn-m167-BIN,openrouter_google_gemini_2_5_flash_lite_response,d7aff4dd871553de63a34c8c515fa17cc1cd400928c8f8ff09ee8d8f825d1477,TRUE,1.0,requested_schema_conformant,exact model and exact evaluated input hash
