input_hash,representation,task_id,dataset,hop,task_group,gold_answer,gold_semantics_compatible,classification,duplicate_group_size
38ca6291d85a38979c793693e05adb5d25860413234ca5de875897d835a33e59,NL,5461,Pizza250,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,2
38f3198f773f145ac73e32a7189b65037b1cb7f93d6cd6cf3d64306dd4c5adeb,NL,4651,Pizza100,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,4
38f3198f773f145ac73e32a7189b65037b1cb7f93d6cd6cf3d64306dd4c5adeb,NL,4654,Pizza100,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,4
38f3198f773f145ac73e32a7189b65037b1cb7f93d6cd6cf3d64306dd4c5adeb,NL,5864,Pizza250,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,4
38f3198f773f145ac73e32a7189b65037b1cb7f93d6cd6cf3d64306dd4c5adeb,NL,5868,Pizza250,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,4
3919a92a9a5229cca09fb767dfe5efa34290c9a0fe700e1c238d4aeeb13bbecf,NL,4293,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
3919a92a9a5229cca09fb767dfe5efa34290c9a0fe700e1c238d4aeeb13bbecf,NL,4297,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
3919a92a9a5229cca09fb767dfe5efa34290c9a0fe700e1c238d4aeeb13bbecf,NL,4311,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
3919a92a9a5229cca09fb767dfe5efa34290c9a0fe700e1c238d4aeeb13bbecf,NL,5414,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
3a0f2c91d725d0a0862327a4e206311c056264afd8ee67baf76a7f15effa62eb,NL,4509,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,2
3a0f2c91d725d0a0862327a4e206311c056264afd8ee67baf76a7f15effa62eb,NL,4513,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,2
3a190782cf94e88ed1d8895641322c93376e2edf530d794c360451d07f017f70,AR,6114,OWL2Bench,1hop,BQA,TRUE,true,abstract_equivalence_candidate_requires_review,2
3a190782cf94e88ed1d8895641322c93376e2edf530d794c360451d07f017f70,AR,7597,OWL2Bench,2hop,BQA,TRUE,true,abstract_equivalence_candidate_requires_review,2
3b3135aa5cdfbd63be2f2e6c45ebb0d616bc025f02de81f271851373689f590a,NL,4113,Pizza100,1hop,OEQA,MozzarellaTopping_dynamic_1; PeperoniSausageTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,6
3b3135aa5cdfbd63be2f2e6c45ebb0d616bc025f02de81f271851373689f590a,NL,4115,Pizza100,1hop,OEQA,MozzarellaTopping_dynamic_1; PeperoniSausageTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,6
3b3135aa5cdfbd63be2f2e6c45ebb0d616bc025f02de81f271851373689f590a,NL,4118,Pizza100,1hop,OEQA,MozzarellaTopping_dynamic_1; PeperoniSausageTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,6
3b3135aa5cdfbd63be2f2e6c45ebb0d616bc025f02de81f271851373689f590a,NL,5188,Pizza250,1hop,OEQA,MozzarellaTopping_dynamic_1; PeperoniSausageTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,6
3b3135aa5cdfbd63be2f2e6c45ebb0d616bc025f02de81f271851373689f590a,NL,5194,Pizza250,1hop,OEQA,MozzarellaTopping_dynamic_1; PeperoniSausageTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,6
3b3135aa5cdfbd63be2f2e6c45ebb0d616bc025f02de81f271851373689f590a,NL,5198,Pizza250,1hop,OEQA,MozzarellaTopping_dynamic_1; PeperoniSausageTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,6
3b39e1eb24047aa23fb96a2f85a82b69499b42795463b07d42bbcbb1c6659449,NL,4434,Pizza100,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
3b39e1eb24047aa23fb96a2f85a82b69499b42795463b07d42bbcbb1c6659449,NL,4436,Pizza100,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
3b39e1eb24047aa23fb96a2f85a82b69499b42795463b07d42bbcbb1c6659449,NL,4440,Pizza100,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
3b39e1eb24047aa23fb96a2f85a82b69499b42795463b07d42bbcbb1c6659449,NL,4444,Pizza100,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
3b39e1eb24047aa23fb96a2f85a82b69499b42795463b07d42bbcbb1c6659449,NL,5559,Pizza250,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
3b3e0a4a3af35e8db24c1bae523eb515dd5a741777283a0dda4326b951ab6266,NL,4047,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
3b3e0a4a3af35e8db24c1bae523eb515dd5a741777283a0dda4326b951ab6266,NL,4057,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
3b3e0a4a3af35e8db24c1bae523eb515dd5a741777283a0dda4326b951ab6266,NL,5121,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
3b3e0a4a3af35e8db24c1bae523eb515dd5a741777283a0dda4326b951ab6266,NL,5129,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
3b48598f0694c9372ec2a56cdbf5239374cd8da232251ad27da2f5de5471f943,NL,4738,Pizza100,2hop,OEQA,CaperTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; OnionTopping_dynamic_1; PineKernels_dynamic_1; SultanaTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,3
3b48598f0694c9372ec2a56cdbf5239374cd8da232251ad27da2f5de5471f943,NL,5981,Pizza250,2hop,OEQA,CaperTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; OnionTopping_dynamic_1; PineKernels_dynamic_1; SultanaTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,3
3b48598f0694c9372ec2a56cdbf5239374cd8da232251ad27da2f5de5471f943,NL,5982,Pizza250,2hop,OEQA,CaperTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; OnionTopping_dynamic_1; PineKernels_dynamic_1; SultanaTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,3
3c15c89ee2a801c367a52ff651218f005374c1b06e4965d52fcc209366897adf,NL,3843,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
3c15c89ee2a801c367a52ff651218f005374c1b06e4965d52fcc209366897adf,NL,3845,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
3c15c89ee2a801c367a52ff651218f005374c1b06e4965d52fcc209366897adf,NL,3851,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
3c15c89ee2a801c367a52ff651218f005374c1b06e4965d52fcc209366897adf,NL,4859,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
3c15c89ee2a801c367a52ff651218f005374c1b06e4965d52fcc209366897adf,NL,4863,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
3d1bf52ebaaaea9fa6230f8eaf7e7d937e4c13ae9215b461648580273bc4751d,NL,6431,OWL2Bench,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,3
3d1bf52ebaaaea9fa6230f8eaf7e7d937e4c13ae9215b461648580273bc4751d,NL,6447,OWL2Bench,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,3
3d1bf52ebaaaea9fa6230f8eaf7e7d937e4c13ae9215b461648580273bc4751d,NL,7914,OWL2Bench,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,3
3d4b930b4dfc16412d693c1e55e9b6ab3b01d28c8277da31650b8019e8c38127,NL,5006,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,2
3d4b930b4dfc16412d693c1e55e9b6ab3b01d28c8277da31650b8019e8c38127,NL,5010,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,2
3e3b7338ece915979040d99c0a114f93784c7d60e89f953f755f42a98577a0a5,NL,4964,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,5
3e3b7338ece915979040d99c0a114f93784c7d60e89f953f755f42a98577a0a5,NL,4968,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,5
3e3b7338ece915979040d99c0a114f93784c7d60e89f953f755f42a98577a0a5,NL,4972,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,5
3e3b7338ece915979040d99c0a114f93784c7d60e89f953f755f42a98577a0a5,NL,4976,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,5
3e3b7338ece915979040d99c0a114f93784c7d60e89f953f755f42a98577a0a5,NL,4978,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,5
3fb326e227bded0a041dd81442f20a4d62598bce9cb220600e2ef3bda4c9497d,NL,4503,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
3fb326e227bded0a041dd81442f20a4d62598bce9cb220600e2ef3bda4c9497d,NL,4511,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
3fb326e227bded0a041dd81442f20a4d62598bce9cb220600e2ef3bda4c9497d,NL,4515,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
3fb326e227bded0a041dd81442f20a4d62598bce9cb220600e2ef3bda4c9497d,NL,5662,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
3fb326e227bded0a041dd81442f20a4d62598bce9cb220600e2ef3bda4c9497d,NL,5668,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
3fb326e227bded0a041dd81442f20a4d62598bce9cb220600e2ef3bda4c9497d,NL,5672,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
3fd11b37e483a92d9880aac3321d7ad9c6f3bdea71b5c6c55b7c08147cdb19f6,NL,3792,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,9
3fd11b37e483a92d9880aac3321d7ad9c6f3bdea71b5c6c55b7c08147cdb19f6,NL,3796,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,9
3fd11b37e483a92d9880aac3321d7ad9c6f3bdea71b5c6c55b7c08147cdb19f6,NL,3798,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,9
3fd11b37e483a92d9880aac3321d7ad9c6f3bdea71b5c6c55b7c08147cdb19f6,NL,3802,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,9
3fd11b37e483a92d9880aac3321d7ad9c6f3bdea71b5c6c55b7c08147cdb19f6,NL,3806,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,9
3fd11b37e483a92d9880aac3321d7ad9c6f3bdea71b5c6c55b7c08147cdb19f6,NL,3818,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,9
3fd11b37e483a92d9880aac3321d7ad9c6f3bdea71b5c6c55b7c08147cdb19f6,NL,4798,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,9
3fd11b37e483a92d9880aac3321d7ad9c6f3bdea71b5c6c55b7c08147cdb19f6,NL,4802,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,9
3fd11b37e483a92d9880aac3321d7ad9c6f3bdea71b5c6c55b7c08147cdb19f6,NL,4814,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,9
41d766bd4801bffcf566b2b05f224610d4f99e958e92a36cbd816838b6cca8ab,NL,4655,Pizza100,2hop,OEQA,HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; MushroomTopping_dynamic_1; OliveTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,3
41d766bd4801bffcf566b2b05f224610d4f99e958e92a36cbd816838b6cca8ab,NL,5870,Pizza250,2hop,OEQA,HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; MushroomTopping_dynamic_1; OliveTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,3
41d766bd4801bffcf566b2b05f224610d4f99e958e92a36cbd816838b6cca8ab,NL,5873,Pizza250,2hop,OEQA,HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; MushroomTopping_dynamic_1; OliveTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,3
42337a50e662692027bef0e92c4c0498c2b5a88750561b968d5da6d058e82522,NL,4198,Pizza100,1hop,OEQA,CajunSpiceTopping_dynamic_1; ChickenTopping_dynamic_1; GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; RedOnionTopping_dynamic_1; SweetPepperTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,2
42337a50e662692027bef0e92c4c0498c2b5a88750561b968d5da6d058e82522,NL,5308,Pizza250,1hop,OEQA,CajunSpiceTopping_dynamic_1; ChickenTopping_dynamic_1; GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; RedOnionTopping_dynamic_1; SweetPepperTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,2
435993e5e22ff45dac0190887e35c462bd4efb43f51a7986844e87cdbc938d6a,NL,4106,Pizza100,1hop,OEQA,HotGreenPepperTopping_dynamic_1; JalapenoPepperTopping_dynamic_1; MozzarellaTopping_dynamic_1; PeperoniSausageTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,2
435993e5e22ff45dac0190887e35c462bd4efb43f51a7986844e87cdbc938d6a,NL,5177,Pizza250,1hop,OEQA,HotGreenPepperTopping_dynamic_1; JalapenoPepperTopping_dynamic_1; MozzarellaTopping_dynamic_1; PeperoniSausageTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,2
435e8362799683d7bec760e2f0e73468e52cd40ef353ced6d864c2413aeb2ab1,NL,4645,Pizza100,2hop,OEQA,GarlicTopping_dynamic_1; MixedSeafoodTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,4
435e8362799683d7bec760e2f0e73468e52cd40ef353ced6d864c2413aeb2ab1,NL,5852,Pizza250,2hop,OEQA,GarlicTopping_dynamic_1; MixedSeafoodTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,4
435e8362799683d7bec760e2f0e73468e52cd40ef353ced6d864c2413aeb2ab1,NL,5854,Pizza250,2hop,OEQA,GarlicTopping_dynamic_1; MixedSeafoodTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,4
435e8362799683d7bec760e2f0e73468e52cd40ef353ced6d864c2413aeb2ab1,NL,5858,Pizza250,2hop,OEQA,GarlicTopping_dynamic_1; MixedSeafoodTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,4
43e38236c2d2a4ebd1fb7557c15b1e3129f3911b2dcb34aa86f5ebea64025d1c,NL,4240,Pizza100,1hop,OEQA,GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; ParmesanTopping_dynamic_1; RocketTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,7
43e38236c2d2a4ebd1fb7557c15b1e3129f3911b2dcb34aa86f5ebea64025d1c,NL,4241,Pizza100,1hop,OEQA,GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; ParmesanTopping_dynamic_1; RocketTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,7
43e38236c2d2a4ebd1fb7557c15b1e3129f3911b2dcb34aa86f5ebea64025d1c,NL,4243,Pizza100,1hop,OEQA,GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; ParmesanTopping_dynamic_1; RocketTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,7
43e38236c2d2a4ebd1fb7557c15b1e3129f3911b2dcb34aa86f5ebea64025d1c,NL,5344,Pizza250,1hop,OEQA,GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; ParmesanTopping_dynamic_1; RocketTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,7
43e38236c2d2a4ebd1fb7557c15b1e3129f3911b2dcb34aa86f5ebea64025d1c,NL,5345,Pizza250,1hop,OEQA,GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; ParmesanTopping_dynamic_1; RocketTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,7
43e38236c2d2a4ebd1fb7557c15b1e3129f3911b2dcb34aa86f5ebea64025d1c,NL,5347,Pizza250,1hop,OEQA,GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; ParmesanTopping_dynamic_1; RocketTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,7
43e38236c2d2a4ebd1fb7557c15b1e3129f3911b2dcb34aa86f5ebea64025d1c,NL,5351,Pizza250,1hop,OEQA,GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; ParmesanTopping_dynamic_1; RocketTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,7
460745927edff3a1c0b09e9ef208971d52181be48f817cb2ea398df9ba5fa11d,NL,4732,Pizza100,2hop,OEQA,GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; ParmesanTopping_dynamic_1; RocketTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,6
460745927edff3a1c0b09e9ef208971d52181be48f817cb2ea398df9ba5fa11d,NL,4733,Pizza100,2hop,OEQA,GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; ParmesanTopping_dynamic_1; RocketTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,6
460745927edff3a1c0b09e9ef208971d52181be48f817cb2ea398df9ba5fa11d,NL,4734,Pizza100,2hop,OEQA,GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; ParmesanTopping_dynamic_1; RocketTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,6
460745927edff3a1c0b09e9ef208971d52181be48f817cb2ea398df9ba5fa11d,NL,5963,Pizza250,2hop,OEQA,GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; ParmesanTopping_dynamic_1; RocketTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,6
460745927edff3a1c0b09e9ef208971d52181be48f817cb2ea398df9ba5fa11d,NL,5965,Pizza250,2hop,OEQA,GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; ParmesanTopping_dynamic_1; RocketTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,6
460745927edff3a1c0b09e9ef208971d52181be48f817cb2ea398df9ba5fa11d,NL,5966,Pizza250,2hop,OEQA,GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; ParmesanTopping_dynamic_1; RocketTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,6
46d29b664deb20f1410da64573243bec6f9cd37c0ac223ba2cb8594a03b5be9d,NL,4140,Pizza100,1hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,2
46d29b664deb20f1410da64573243bec6f9cd37c0ac223ba2cb8594a03b5be9d,NL,5226,Pizza250,1hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,2
470a014669a12f501d39acc139926ec867beb4406f1e14f8a966db95da13e603,NL,3121,FamilyOWL,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,2
470a014669a12f501d39acc139926ec867beb4406f1e14f8a966db95da13e603,NL,3123,FamilyOWL,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,2
47ad2f2b62a52bdbbda632914022828d337b7aa50cb9268f87f8da5255156282,NL,3858,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
47ad2f2b62a52bdbbda632914022828d337b7aa50cb9268f87f8da5255156282,NL,3866,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
47ad2f2b62a52bdbbda632914022828d337b7aa50cb9268f87f8da5255156282,NL,4868,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
47ad2f2b62a52bdbbda632914022828d337b7aa50cb9268f87f8da5255156282,NL,4872,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
47ad2f2b62a52bdbbda632914022828d337b7aa50cb9268f87f8da5255156282,NL,4874,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
47ad2f2b62a52bdbbda632914022828d337b7aa50cb9268f87f8da5255156282,NL,4876,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
48d52e6551b6fcaa1e02e3e9e2e8e85e1cbc4157e8cf741a7dff760f244c75d8,NL,4370,Pizza100,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,4
48d52e6551b6fcaa1e02e3e9e2e8e85e1cbc4157e8cf741a7dff760f244c75d8,NL,4374,Pizza100,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,4
48d52e6551b6fcaa1e02e3e9e2e8e85e1cbc4157e8cf741a7dff760f244c75d8,NL,5495,Pizza250,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,4
48d52e6551b6fcaa1e02e3e9e2e8e85e1cbc4157e8cf741a7dff760f244c75d8,NL,5497,Pizza250,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,4
4a73c7a1ddef6a041234f7d362325a6c81687cf86cce6e0bb43a4e2597cdc5aa,NL,4945,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,2
4a73c7a1ddef6a041234f7d362325a6c81687cf86cce6e0bb43a4e2597cdc5aa,NL,4947,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,2
4b31e1c1a224eef6b99a9f0958df9ce1a600946f3a25398e8d06a20148c36260,NL,4337,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
4b31e1c1a224eef6b99a9f0958df9ce1a600946f3a25398e8d06a20148c36260,NL,4349,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
4b31e1c1a224eef6b99a9f0958df9ce1a600946f3a25398e8d06a20148c36260,NL,5466,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
4be91eeaaea51d14a4bd01082d3c026f25636fba07c3371655263f61ccc0d26f,NL,4507,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
4be91eeaaea51d14a4bd01082d3c026f25636fba07c3371655263f61ccc0d26f,NL,5664,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
4be91eeaaea51d14a4bd01082d3c026f25636fba07c3371655263f61ccc0d26f,NL,5670,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
4c54dc0f4e8e623fe586bb4609b8452785bc96a9dd9c08285af7d443b1605138,NL,4050,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
4c54dc0f4e8e623fe586bb4609b8452785bc96a9dd9c08285af7d443b1605138,NL,4054,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
4c54dc0f4e8e623fe586bb4609b8452785bc96a9dd9c08285af7d443b1605138,NL,4058,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
4c54dc0f4e8e623fe586bb4609b8452785bc96a9dd9c08285af7d443b1605138,NL,5122,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
4c54dc0f4e8e623fe586bb4609b8452785bc96a9dd9c08285af7d443b1605138,NL,5130,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
4cb07d7776a7a8ddcba904e79409e900fbd7c6bdd18f628d2a7146e1a11ba5d4,NL,3907,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
4cb07d7776a7a8ddcba904e79409e900fbd7c6bdd18f628d2a7146e1a11ba5d4,NL,3919,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
4cb07d7776a7a8ddcba904e79409e900fbd7c6bdd18f628d2a7146e1a11ba5d4,NL,3923,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
4cb07d7776a7a8ddcba904e79409e900fbd7c6bdd18f628d2a7146e1a11ba5d4,NL,3927,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
4cb07d7776a7a8ddcba904e79409e900fbd7c6bdd18f628d2a7146e1a11ba5d4,NL,4931,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
4cb07d7776a7a8ddcba904e79409e900fbd7c6bdd18f628d2a7146e1a11ba5d4,NL,4935,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
4d344ef93ccaf95c6e2b17eea945298fa6a4ce7e64e894ea3f489816ffe51f11,NL,2115,FamilyOWL,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,2
4d344ef93ccaf95c6e2b17eea945298fa6a4ce7e64e894ea3f489816ffe51f11,NL,2117,FamilyOWL,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,2
4d8594f4cacbad5fdd19a704a75929456cf2a61d09fc107a28fc6a3c1fa387ac,NL,4141,Pizza100,1hop,OEQA,GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; ParmesanTopping_dynamic_1; SpinachTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,2
4d8594f4cacbad5fdd19a704a75929456cf2a61d09fc107a28fc6a3c1fa387ac,NL,5224,Pizza250,1hop,OEQA,GarlicTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; ParmesanTopping_dynamic_1; SpinachTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,2
