task_id,representation,input_hash,gold_semantics
441,NL,f9221f55939f912c5f14482f831dcfd1dc476ca2442fc02a5edf1473fb0943e2,"{""answer"":""FALSE"",""task_group"":""BQA""}"
441,FS,1d4a0939ac1ed510f4fabbd8829b83c36b8241eb81778acc4eed56f148ace95c,"{""answer"":""FALSE"",""task_group"":""BQA""}"
441,AR,f4df30be3580d3a2f220f388174944e64437255241809d2acfa865549358b8a6,"{""answer"":""FALSE"",""task_group"":""BQA""}"
442,NL,581c9601b037e0ccce8ef4a25149ced0ab559a637aee75d77b49f4dafceb908d,"{""answer"":""TRUE"",""task_group"":""BQA""}"
442,FS,f4827cc8948214e39f8b42236099af0c9409e830313b2a449a9888770197d454,"{""answer"":""TRUE"",""task_group"":""BQA""}"
442,AR,083645a4b05bf5d966d08f6c7403b69ee328722379320d670fea234fe7ea9a73,"{""answer"":""TRUE"",""task_group"":""BQA""}"
443,NL,6c2f5a155f2617db028531583a76d2223509ca8cdca0bc94485b4b6db7ce73d7,"{""answer"":""FALSE"",""task_group"":""BQA""}"
443,FS,7cd3a96ce37806d2dd9ff2ebc54581a438299881d81dce7fbc7b8c774d150654,"{""answer"":""FALSE"",""task_group"":""BQA""}"
443,AR,8665679da342b5a0c2d39d2a63e135cc8c2919b5946c4c8f36153dac7792a5d7,"{""answer"":""FALSE"",""task_group"":""BQA""}"
444,NL,46ed550834484819bb700af53b2ea5c1ed864e00fa44a2e986b2a84da26dd004,"{""answer"":""TRUE"",""task_group"":""BQA""}"
444,FS,814113dca2b8148cc53d7127cfebeb86312ab15f696f4c45d24106fe055496a9,"{""answer"":""TRUE"",""task_group"":""BQA""}"
444,AR,2014529cd20357cc58500bf2ea8229b6d874c479b43bf8110a422df37123137b,"{""answer"":""TRUE"",""task_group"":""BQA""}"
445,NL,c359e67be674ac781c7e8bde45fc3daa40f0d35ac43ef00c9bfd4015f1867a84,"{""answer"":""FALSE"",""task_group"":""BQA""}"
445,FS,b0ed26a0be8647725fc03f1e3ea685da43cdfefab711e0a24e6ad97045a13754,"{""answer"":""FALSE"",""task_group"":""BQA""}"
445,AR,f71aae6f8d6598dd8ae15f3d3f960a8b06e570be09e119e89fdb0be68cd7dd7c,"{""answer"":""FALSE"",""task_group"":""BQA""}"
446,NL,3a980d0868dbdb9c1b5c3d97fa0c195b3ec16d9400ae2a8e3396c2e1284a5bdb,"{""answer"":""TRUE"",""task_group"":""BQA""}"
446,FS,df227f3d31fd7c3cc9c69de124409d08c63eeb5d493f5467ea79ef6843391514,"{""answer"":""TRUE"",""task_group"":""BQA""}"
446,AR,4b2a9f0f5de662fb511ef8167bdac3824162b8784ba93159b518a102813b3e50,"{""answer"":""TRUE"",""task_group"":""BQA""}"
447,NL,5fbc7b6a3be19a23249e4609d0939d01d6f8a628db11d666a59bded2d27a7f17,"{""answer"":""FALSE"",""task_group"":""BQA""}"
447,FS,c84f491895fdddf3693d874be737b900914080e9e4ffe9b7ad606be9c720174c,"{""answer"":""FALSE"",""task_group"":""BQA""}"
447,AR,253719478d8a5f30040a013e62c9a67531a11caba2803e2466c16ffb558b9e2d,"{""answer"":""FALSE"",""task_group"":""BQA""}"
448,NL,bace5a5017a5dbed38a2019eb5d77b5c6075dc65b11038646dffa3a9219f88ab,"{""answer"":""TRUE"",""task_group"":""BQA""}"
448,FS,f2d6b5c1388f75f196eb8e7726f912e86754bd304401d61b59094bd85d7f0f74,"{""answer"":""TRUE"",""task_group"":""BQA""}"
448,AR,4d59c8c37688f967455b985b946c8e4ae404b8fe5be1e4c41281f7f7b8c43cd9,"{""answer"":""TRUE"",""task_group"":""BQA""}"
449,NL,f3b1eca80e9c3200bdaae038610e5ce5909b69929a9458451894620988bc8163,"{""answer"":""FALSE"",""task_group"":""BQA""}"
449,FS,f522537a3d4590ab6cc18e4e2d3560abc5fe5ce2eb11a065b656f3f7f9df6ce2,"{""answer"":""FALSE"",""task_group"":""BQA""}"
449,AR,67b0f3e3357f72ffeaa247eaf376d5f6f678fa3e7843c08ef7ac2e928ea1e3a7,"{""answer"":""FALSE"",""task_group"":""BQA""}"
450,NL,663dc95fe1c87e71fb4b1db2778752273d8247325aea4395ce7e7e43a8b57dde,"{""answer"":""TRUE"",""task_group"":""BQA""}"
450,FS,28a9009b1250af22d380ab5de37c7a419249f92de64c5d581f7c908727d8a31c,"{""answer"":""TRUE"",""task_group"":""BQA""}"
450,AR,111a8752f957629e6eeec4673fe4cea3d20f0b30d26eb41cdc96f1d792964310,"{""answer"":""TRUE"",""task_group"":""BQA""}"
451,NL,5392788bb80f7c9f34fd61d68c1fb3b2f54f4ad2e64ef34aa05c10398542915d,"{""answer"":""FALSE"",""task_group"":""BQA""}"
451,FS,c5ca041e2031df58ac927efa91b1f734b98b5da62b52db21d637cde117edf588,"{""answer"":""FALSE"",""task_group"":""BQA""}"
451,AR,7b88c662e9516469ae58fd4dcc7e7e4a21fe0c5614d415b0beca81094dbc6def,"{""answer"":""FALSE"",""task_group"":""BQA""}"
452,NL,241044e6503588434a2aeefb91fcda1ff07ae7de3cc1392bafce90dcf685365f,"{""answer"":""TRUE"",""task_group"":""BQA""}"
452,FS,abf66baac96737a2fb83d70cc614e53d4e51118c3737243ffbde680eeb38cd8e,"{""answer"":""TRUE"",""task_group"":""BQA""}"
452,AR,72b09c48efeee52b1a28c0f282104180a06fcac105afb4b68bfec84e3f96744a,"{""answer"":""TRUE"",""task_group"":""BQA""}"
453,NL,efd75a7335bc682db07cf42e7fbd97f5a8ef9ef2daeeab4b726235655285a146,"{""answer"":""FALSE"",""task_group"":""BQA""}"
453,FS,d2d29ae332856ed308fc16054dd0ebe943df031dff11bb34d9045efaffa9543a,"{""answer"":""FALSE"",""task_group"":""BQA""}"
453,AR,7ef541e996bfde8e1a00a5761f5a5f8bf9f9c84356e85025df4b467097442a2b,"{""answer"":""FALSE"",""task_group"":""BQA""}"
454,NL,15e992b5b5a29463f9d367c245fcd786627b5eb3279cf63b93b1ea169cfd7a88,"{""answer"":""TRUE"",""task_group"":""BQA""}"
454,FS,8156cb2ce212e4fb4d460425861199eb950ae3ef3237bc1f19863c98336c6d83,"{""answer"":""TRUE"",""task_group"":""BQA""}"
454,AR,4e8ea7561adca886b91f9803d2d68f8dc66e491ae9c88d5379c5511299c18a35,"{""answer"":""TRUE"",""task_group"":""BQA""}"
455,NL,acd67bbcabec80444278c3e819088b531153b7864dad92c428797dea6da8fad7,"{""answer"":""FALSE"",""task_group"":""BQA""}"
455,FS,5c6dbc9c59f4562afcf75f3070edaa227600d8a3e816304d66a342fb6a266d98,"{""answer"":""FALSE"",""task_group"":""BQA""}"
455,AR,569b815515b7775fbe4f000b5ace902be58e43c3da6a384d7f23d3dd53049c86,"{""answer"":""FALSE"",""task_group"":""BQA""}"
456,NL,3196f7fd0392803bcfbc41d8aef481f45cd791738f3b5c8c75bae5dc7b429857,"{""answer"":""TRUE"",""task_group"":""BQA""}"
456,FS,1d34a74eac0984c06b20ad73621cb08621752e2d028f5d2637b33b066de7633f,"{""answer"":""TRUE"",""task_group"":""BQA""}"
456,AR,5c30591e490a646091610bd10c15b98950ca5397e22796a3ba1b75fb5dda54a9,"{""answer"":""TRUE"",""task_group"":""BQA""}"
457,NL,42dd7dfe75b6f3ae9478835cef6dc89de7f9d4269016b80c2450e5a261017a29,"{""answer"":""FALSE"",""task_group"":""BQA""}"
457,FS,6c1aea0e9d5427b23867e3c74efc7466d4417e754dff05e2796b54e8c3fb9869,"{""answer"":""FALSE"",""task_group"":""BQA""}"
457,AR,e2a524c9afe5f204925fb36f01c304f8c63557311596c944a352a77fd4412da9,"{""answer"":""FALSE"",""task_group"":""BQA""}"
458,NL,cf4677bdb90c8ed4cb3319ee956fbbecf50b882af94a0611f1d09b6a0d2d4c73,"{""answer"":""TRUE"",""task_group"":""BQA""}"
458,FS,112d42b8f3da3f88f85e511ade1452046c7a4e49988526fbc56bd9c85be1856b,"{""answer"":""TRUE"",""task_group"":""BQA""}"
458,AR,55a318279205d1b564c863584967fa4cc4e538ac2182e7e9d5156084ded14a8c,"{""answer"":""TRUE"",""task_group"":""BQA""}"
459,NL,1f3e6f016ae61e0d1ffcdcb3c21a19441eba98cae0ae4a9ffe9484bcc3d99a79,"{""answer"":""FALSE"",""task_group"":""BQA""}"
459,FS,727743e2d0d273f55cb48b3db18b7394b18810606c29abb2d7fd0701eb43caa0,"{""answer"":""FALSE"",""task_group"":""BQA""}"
459,AR,4cece4340f58be5337dd39fdc82349344255bff3ec6026d131b24973d0024212,"{""answer"":""FALSE"",""task_group"":""BQA""}"
460,NL,be698fc927b76f816e74cf729997b2b12f7c09376f65c29f310137cc9009de38,"{""answer"":""TRUE"",""task_group"":""BQA""}"
460,FS,0eea4796090e20597653633073856fa376b903fd2997ec77548eb77f6973cb0f,"{""answer"":""TRUE"",""task_group"":""BQA""}"
460,AR,89b0a7a227b9fda82fe462150656b11ce9cc47c1d8b8d25ee1aff2ca296de991,"{""answer"":""TRUE"",""task_group"":""BQA""}"
461,NL,6af247f2dad9252f2859a2e134fcb545f3370645338adf0aabed9a997ffea4e8,"{""answer"":""FALSE"",""task_group"":""BQA""}"
461,FS,147c8756e2372b1bf01229687b5acf5d22d9aa7c092eaca579b2bf1dd3b9fde1,"{""answer"":""FALSE"",""task_group"":""BQA""}"
461,AR,a0783c76e4f701f335def9c24918ae33349343ab3d5135500f0f967b88640666,"{""answer"":""FALSE"",""task_group"":""BQA""}"
462,NL,a160e6d94aca0a08271d344a0ec0d10ed8fe551c175c55cb49dc246542cb6fa6,"{""answer"":""TRUE"",""task_group"":""BQA""}"
462,FS,568d2d8423ba7c4b27856f483abc65371488759f670e8b645eed08bc42971dce,"{""answer"":""TRUE"",""task_group"":""BQA""}"
462,AR,4802ba91f7aaa0ea4a0e4986ff22727e55cd1fd2f84d3b2210431313b5edc876,"{""answer"":""TRUE"",""task_group"":""BQA""}"
463,NL,fae94fa53bb46d1139a933c0879eca64b1636fef2e622734f7bf7890d8973cea,"{""answer"":""FALSE"",""task_group"":""BQA""}"
463,FS,19bf1370edaed376ee6c9340768e3863f50b98a9bd592a3eb0e254065bb6482f,"{""answer"":""FALSE"",""task_group"":""BQA""}"
463,AR,b9f8cc6ffbe334853585ea5064c9d0af3f30e891eee09ea5c16fc66c2fd54b4e,"{""answer"":""FALSE"",""task_group"":""BQA""}"
464,NL,1e93836fcb4e44101e37da849771c7673d552c619477608db9c045195be67490,"{""answer"":""TRUE"",""task_group"":""BQA""}"
464,FS,7b4e9582a2874cff42dbd202e428672f3b3b87bbbb7b59554c3284a8492e0949,"{""answer"":""TRUE"",""task_group"":""BQA""}"
464,AR,2d77c84c2ffa89e0cd2326c362175eb1af6ae5ec1ce19f30fca3667637f09df3,"{""answer"":""TRUE"",""task_group"":""BQA""}"
465,NL,153773807dc3ca0513928fa6912cdf0a7ff9b9704652bdbe93f2d3f3c16b15e5,"{""answer"":""FALSE"",""task_group"":""BQA""}"
465,FS,5c32de33d474e6e2e70b8f2c5855fc93fd9012c7e533f0d981df4934f4cae9d3,"{""answer"":""FALSE"",""task_group"":""BQA""}"
465,AR,9ec80fdea7c9b699c3f399e027429ec00b981715922f685719eb4ec0bc914a65,"{""answer"":""FALSE"",""task_group"":""BQA""}"
466,NL,b9fe2544018f06832cf55ab4d42736d7285a494300c219c14c37d680948279f0,"{""answer"":""TRUE"",""task_group"":""BQA""}"
466,FS,8ee6ebb0d38f17ea6a115ba4a016d685b735757c4a69e2656851911cc7e5f998,"{""answer"":""TRUE"",""task_group"":""BQA""}"
466,AR,a1c3b7d23cdec7ada04cf0392166dac9d7ea24d32666677d288d17bb71285580,"{""answer"":""TRUE"",""task_group"":""BQA""}"
467,NL,a0d713d5aff82d3da4a4232683bffbad7eaee79c49d71cc1a1eb8dd33bf9c6f8,"{""answer"":""FALSE"",""task_group"":""BQA""}"
467,FS,830b2b1b5f3724e69972682bddc4ea3f65101257616a1a9800b5bd87dd866c38,"{""answer"":""FALSE"",""task_group"":""BQA""}"
467,AR,19dff158c7ea7bc5444b9975cdfabf2d2da9701776428d8cad2bfd5c514949e2,"{""answer"":""FALSE"",""task_group"":""BQA""}"
468,NL,5359ae552d8b6dc0089c1bf5f55dd2772b53af13a7da8c181ee0c98278404d52,"{""answer"":""TRUE"",""task_group"":""BQA""}"
468,FS,e21dd836edf86e4411df62ae2cb425aafefd4a22ba1cbd07d00e794feaded826,"{""answer"":""TRUE"",""task_group"":""BQA""}"
468,AR,3f4c8f546e86293dda1b40bd862e50337fbd45212271fa221dd271fbb1faac83,"{""answer"":""TRUE"",""task_group"":""BQA""}"
469,NL,7c86140eb520ccece03618aafc17b427e073c69f99802554620a12501ad49e65,"{""answer"":""FALSE"",""task_group"":""BQA""}"
469,FS,486415b95d7f243ff9a27d5b5af13aca4b1cbf67ec45a1c26e8764e81e0df237,"{""answer"":""FALSE"",""task_group"":""BQA""}"
469,AR,5fbd7539217c57d30ca863531e215279cc0774cd574de890765cd04899db16cb,"{""answer"":""FALSE"",""task_group"":""BQA""}"
470,NL,2455037f567b46524466dc86187d26af7fe14b1e32fc11d929fcddf667a7c97b,"{""answer"":""TRUE"",""task_group"":""BQA""}"
470,FS,fadfc1518f53ae3fd2633cfd2714203070e690dafdb9a9aa8ceb950475c2a621,"{""answer"":""TRUE"",""task_group"":""BQA""}"
470,AR,d798ead0249a64885ae638b76f62de18d13e4aab8f69338e7773bf8a07c9417a,"{""answer"":""TRUE"",""task_group"":""BQA""}"
471,NL,ead615115e08830c83e1c3459743ece34c46d89aa036cefc44daa7e1921485f7,"{""answer"":""FALSE"",""task_group"":""BQA""}"
471,FS,56cfa3de0346fce3950996a3db87c5cc554bf61584f0998301a3e167f23596e1,"{""answer"":""FALSE"",""task_group"":""BQA""}"
471,AR,e8322b2687a1347d504cc79ab28fa0a9229cca766e79741b64108eed125ee3ca,"{""answer"":""FALSE"",""task_group"":""BQA""}"
472,NL,802b4aae86f2167f25c7831a7402bd833ec8ada83201caa97425ad25f0aabd4e,"{""answer"":""TRUE"",""task_group"":""BQA""}"
472,FS,ee124219f3f96fab837746db449f2e264748aacf86ba3be70f77df63cea69bf2,"{""answer"":""TRUE"",""task_group"":""BQA""}"
472,AR,2f84b1cd996e315a19d2ab425d783f17c7b0c2c29ea7d825ea242697716cc4b2,"{""answer"":""TRUE"",""task_group"":""BQA""}"
473,NL,676a6c0b75fb4bb9e114ef418b85ad1eb7f53ee9b37c5fcd9b170e1151bb5468,"{""answer"":""FALSE"",""task_group"":""BQA""}"
473,FS,f48bd04265da23c7d2c12886a9ae0a368eadcb6da06e11820dcc65c1fc43589a,"{""answer"":""FALSE"",""task_group"":""BQA""}"
473,AR,b762124604e3905d6fd7d0771f986e8ef8040e95c84ccf37681fe642180f99e9,"{""answer"":""FALSE"",""task_group"":""BQA""}"
474,NL,a31deb3f70dcbed92718dff85980147f2ed62613c88283086793b11e0c6a6452,"{""answer"":""TRUE"",""task_group"":""BQA""}"
474,FS,b6378bba0d5d2e60e9141544226ee420b2523642604fe5616c5e29a43053f136,"{""answer"":""TRUE"",""task_group"":""BQA""}"
474,AR,7e8666b1393532a15dc98fdeef7bfd8386c03faa85b0471e79be055027e23626,"{""answer"":""TRUE"",""task_group"":""BQA""}"
475,NL,f0d3f851a5c97a5137d5317212c312a0725f7409ba856364469ccf74567526bc,"{""answer"":""FALSE"",""task_group"":""BQA""}"
475,FS,684b2b96ecb615e3f1e9f7730671d4ab7ccbe263ae18aa3fd7fad1ca4f8b6824,"{""answer"":""FALSE"",""task_group"":""BQA""}"
475,AR,ad58ce542a8706133964e494acb3ab768c361f1bd4a36f3bacd09c428f837070,"{""answer"":""FALSE"",""task_group"":""BQA""}"
476,NL,f4496752a7d4608ec8ed79529951e24c1af7f7e64cc9bab9f40a38b63686a554,"{""answer"":""TRUE"",""task_group"":""BQA""}"
476,FS,291005c6169bd193766606406b9748eb7d786a6f0f6bec9eb2d11c9b0cf343b3,"{""answer"":""TRUE"",""task_group"":""BQA""}"
476,AR,9674440dd22171edae714b7b216598567fedbb63449f30a90ffc8ee45c28b42a,"{""answer"":""TRUE"",""task_group"":""BQA""}"
477,NL,5020bf7cfc6986ce58fa456b5f2f0642183b1f812426b264817f693601a50360,"{""answer"":""FALSE"",""task_group"":""BQA""}"
477,FS,db83de78ee0eaceb225a83e5112f8ef7092a5a13c1c0e6ffc729cd6d72076e76,"{""answer"":""FALSE"",""task_group"":""BQA""}"
477,AR,1e650c4c80ed0534e444cfb209265a71183974ffb6980e82cee5c8f2756f394b,"{""answer"":""FALSE"",""task_group"":""BQA""}"
478,NL,6229f410f316e6baa43087683cae9c35b815600da4f97870824bf4505829df37,"{""answer"":""TRUE"",""task_group"":""BQA""}"
478,FS,f37c8d440b39aa1d9e03ab70947bb0c0b6e5b0b36de21cbbd73d52fc4b14642b,"{""answer"":""TRUE"",""task_group"":""BQA""}"
478,AR,533c9fa2f15005cc17c9ec670517dfa68b8ab2f31fa422b70aef3cff57672453,"{""answer"":""TRUE"",""task_group"":""BQA""}"
479,NL,71a4d1fc2e66209378505543640227e7f6295f2bc382a2e1fa238cc9e0b8a6db,"{""answer"":""FALSE"",""task_group"":""BQA""}"
479,FS,09d9010fbb09d0ab8e6b5a79dfa7302fbd69f9a2f9f00f0a1735ab7e9855a5a1,"{""answer"":""FALSE"",""task_group"":""BQA""}"
479,AR,f4d79f7846a746099a3a1f06896224d68088562557465d059de187bfea1f33b8,"{""answer"":""FALSE"",""task_group"":""BQA""}"
480,NL,96f59270d4e0bfd54fb6bed262634295fd71df2424c2678f36305ee3a4ce9102,"{""answer"":""TRUE"",""task_group"":""BQA""}"
480,FS,a31235f7463d91c4e42b2375a7d3589d587c5f72f1241cb6a5fe264763885c23,"{""answer"":""TRUE"",""task_group"":""BQA""}"
480,AR,a3ecd6511725faaffd1a71ff307dcce8548899c83b48a70e7be32bc205c56ed5,"{""answer"":""TRUE"",""task_group"":""BQA""}"
481,NL,e72063e48494c33fffc3ee395e7355b49ea1c8042d5a3231f7f39a2e8590a8ee,"{""answer"":""FALSE"",""task_group"":""BQA""}"
481,FS,bc5af219738ff2d056dd6e53bbc7496039ad45c17e32dbc17096212635f3058b,"{""answer"":""FALSE"",""task_group"":""BQA""}"
481,AR,0cae9f5b24bb21cb3487ee49ae52a2aeeaa3bd329fea079b88c7c4308a764b64,"{""answer"":""FALSE"",""task_group"":""BQA""}"
482,NL,3d1b2c04082348eb76577c45f9f876838d99cc67883b130b3732a695d9352d5d,"{""answer"":""TRUE"",""task_group"":""BQA""}"
482,FS,47b68db3e4b91ab5d47665af2d948b8444dbb8c959bcdf01295f89dbe1cfde7d,"{""answer"":""TRUE"",""task_group"":""BQA""}"
482,AR,0fb713b31b5ea026cbc046800341bd47f80c5ebf15c15628b76fd129b3b44eb0,"{""answer"":""TRUE"",""task_group"":""BQA""}"
483,NL,640680281996e146fb34c16291225f0096c2f66d1e55a5fc3565f73b4e43b13b,"{""answer"":""FALSE"",""task_group"":""BQA""}"
483,FS,84188857c2f3e17550adc41ea7db693df4c4681d2ff3965782f1ee781fc50524,"{""answer"":""FALSE"",""task_group"":""BQA""}"
483,AR,31ddce289cb8a250e44455df720951092916626f61038414d6f02ed061e0134d,"{""answer"":""FALSE"",""task_group"":""BQA""}"
484,NL,7b48e726810cb7799475516837e5dfea9bcddf726b7b728217ef3a96a4abb7ba,"{""answer"":""TRUE"",""task_group"":""BQA""}"
484,FS,e2b79e92bab6c49d9e8267fa4a5d3abd48290fcbf4deda48012bf04e236f66fe,"{""answer"":""TRUE"",""task_group"":""BQA""}"
484,AR,f25850ff0478d225d92f5059125b1d4b2bc049bd87dfbc271ec77534db173570,"{""answer"":""TRUE"",""task_group"":""BQA""}"
485,NL,6e113f39a35deb45f7012ea323b850bcce7f6b2931db9281aa2643cb087899a3,"{""answer"":""FALSE"",""task_group"":""BQA""}"
485,FS,e8a8b7932cfb2a1488a684109a53f73a56fc3382e0fdbbdab8e302b97e71465e,"{""answer"":""FALSE"",""task_group"":""BQA""}"
485,AR,0c7ac3d4521dea31feef9b163a262e8e17cf4706e72e9fd9200cec8a8dbd1119,"{""answer"":""FALSE"",""task_group"":""BQA""}"
486,NL,c8212823a8f08c8922ba7da3bfb0b5e8b61e35bcf8eec79a0334c058a793c8fd,"{""answer"":""TRUE"",""task_group"":""BQA""}"
486,FS,1f5923ee1995cf295fd80a2f1c70342fe07d118f2066bb2a0b7467e7198dec12,"{""answer"":""TRUE"",""task_group"":""BQA""}"
486,AR,d1fdd0b4b114d4ffaeec8996d628ed5c27e5e3f4d1a192dd5df81294b7063afd,"{""answer"":""TRUE"",""task_group"":""BQA""}"
487,NL,686a621a5aa4714370dfe93a12b2e2bbdd14324d1ac430af88b9400f23873988,"{""answer"":""FALSE"",""task_group"":""BQA""}"
487,FS,750fa86edcc0baffbf2430bfc55ad65f0aa3e9c47303c75ce8e5bd2f43cbb915,"{""answer"":""FALSE"",""task_group"":""BQA""}"
487,AR,8dd137d7397f57436f1d744a1e229309f3aba5711bc78858d6341c1aaf369246,"{""answer"":""FALSE"",""task_group"":""BQA""}"
488,NL,fe255b75d12410371c1840c7a14aa21d403ae4c1c1fca945551f3583f775546c,"{""answer"":""TRUE"",""task_group"":""BQA""}"
488,FS,844cea6c5fd918a75bdcea153682a7e9e21c79ff0c86b94f73181050b93dc650,"{""answer"":""TRUE"",""task_group"":""BQA""}"
488,AR,5449930ef79a66e09da7a38724bbbb599d950f7b8a826a4a532aceeca0a2a1ff,"{""answer"":""TRUE"",""task_group"":""BQA""}"
489,NL,22c995c809d5dc25b0f8bc7ea420c5486c5b43102f795b55b6022da75d5e18e1,"{""answer"":""FALSE"",""task_group"":""BQA""}"
489,FS,15f395e67f784c3ea41cf1db9131a05127fb07296b452ec9b5bd5ed6ab72b6f2,"{""answer"":""FALSE"",""task_group"":""BQA""}"
489,AR,be2937a8bc49120891d2ce259c6bc8c9aa80f16c02ed870721c1b32538fb4e42,"{""answer"":""FALSE"",""task_group"":""BQA""}"
490,NL,c95768be28b5c2715c3d13af5471dcf971bad895a3f4c9e3f6428711fad015f3,"{""answer"":""TRUE"",""task_group"":""BQA""}"
490,FS,0370abdc396a45a55bd62383920d84950719a1d87ecbf6293d16ecb2a678af50,"{""answer"":""TRUE"",""task_group"":""BQA""}"
490,AR,23a87e168c4bb5988cc962739c0e1b3b39776f1af7262623cbc49d0b06b9f708,"{""answer"":""TRUE"",""task_group"":""BQA""}"
491,NL,4dd6971eec626b4933ea3d27f0d8dab14660f002d4d928b29acb2f4eefe2981f,"{""answer"":""FALSE"",""task_group"":""BQA""}"
491,FS,79d1d58b1f28043b804a75d2bfdd0a4b6efca4861137ec4d17ff91fb5e985b26,"{""answer"":""FALSE"",""task_group"":""BQA""}"
491,AR,a7ec71f8a49a040a4a4ee8bafe6f7357b9821607ecb88e397c8b750109ecb9b3,"{""answer"":""FALSE"",""task_group"":""BQA""}"
492,NL,a2ca19636340e631235a56bb4fe4508da4de59353d3e48cd748657db243820e3,"{""answer"":""TRUE"",""task_group"":""BQA""}"
492,FS,a779a52c6710f3992b9946f3d1e4750bdc2873e409166b3ea41d03f75581aaa6,"{""answer"":""TRUE"",""task_group"":""BQA""}"
492,AR,e8fa6276e18032f26efb812670c2c2934ee1a9ac0032748461dc6e814186b63a,"{""answer"":""TRUE"",""task_group"":""BQA""}"
493,NL,bcad150640bde4b714c6f1c91997b4e1aa8a638d19214ff65a1f63f7f9f54380,"{""answer"":""FALSE"",""task_group"":""BQA""}"
493,FS,04118ca6012d46af22967df927c15d377ee82e3ed6d61fc48867017e286d3e11,"{""answer"":""FALSE"",""task_group"":""BQA""}"
493,AR,2e019d3ff0218124012114e54f365c485022136987fb356cc677e6fcac356e08,"{""answer"":""FALSE"",""task_group"":""BQA""}"
494,NL,ab37f04fed4ffd488eb2939918617c6308d5704da931ba2df48f8773888b9d5e,"{""answer"":""TRUE"",""task_group"":""BQA""}"
494,FS,4c5bead053e9184a5c3b9db62d7b90d6584f3e5cd640c7e6ac800ae19aa57d96,"{""answer"":""TRUE"",""task_group"":""BQA""}"
494,AR,2aa8f9b9be369e11f08c7755fe81507be8460f70c8296d20b2da342d394b504f,"{""answer"":""TRUE"",""task_group"":""BQA""}"
495,NL,1ad43a35ea48175bf0f1ba164200100770fab51f311c5cd176a8467be563336c,"{""answer"":""FALSE"",""task_group"":""BQA""}"
495,FS,a312b6758f37293992f8038c2c01f827346174cdbed3ac64b7b72f2ae1d423d6,"{""answer"":""FALSE"",""task_group"":""BQA""}"
495,AR,423a1c313013cecc24ca8cc257009786c75f406da07cd1c42bdce6673bae4def,"{""answer"":""FALSE"",""task_group"":""BQA""}"
496,NL,200fcdb30ad117654b4ad8c0961a26364df728174796ddfcfad4e5d8a9cee9a8,"{""answer"":""TRUE"",""task_group"":""BQA""}"
496,FS,090dfb2244a5f867e3ae26e749a26bc54a914dbb25659dec964bd71ceb7c3adf,"{""answer"":""TRUE"",""task_group"":""BQA""}"
496,AR,653d2eb9385232641f569ca09b9a63d8a527375bbef98fc03b3f3390f4e3a4cb,"{""answer"":""TRUE"",""task_group"":""BQA""}"
497,NL,0ad733c1379e66c8c90c0fe2739965f420fbcdb0d3b9339d7e30b0831f737dfe,"{""answer"":""FALSE"",""task_group"":""BQA""}"
497,FS,801f9984d69e6205705eaf8b3b6c9c869735e9c1bb926009d639c76e73768ed2,"{""answer"":""FALSE"",""task_group"":""BQA""}"
497,AR,8a8be2d48ebc30e0a05165e2212bcb25d4c8b6c52ba77cf266386f127cbf94b6,"{""answer"":""FALSE"",""task_group"":""BQA""}"
498,NL,4461f2bd7424ff489c6897b7fffcb78c270bb7cb15d10d6b4305f49b8435cd62,"{""answer"":""TRUE"",""task_group"":""BQA""}"
498,FS,3b3dbf1717c8a7a752488a98a997ed2e32ab967a885638f453c1db36664a1d79,"{""answer"":""TRUE"",""task_group"":""BQA""}"
498,AR,3ba005b6736738bcb1790fa757c121887db8a7a5bb59e31a4c76585b3cee9e89,"{""answer"":""TRUE"",""task_group"":""BQA""}"
499,NL,5625f2ace1256f95ea93fdc63b844527d9e044d3892639e0b2e81f51d84fbd78,"{""answer"":""FALSE"",""task_group"":""BQA""}"
499,FS,8acc0b2f6a76983edfa6cd7696491a465a51581945c2160bc6020b8787daa3d8,"{""answer"":""FALSE"",""task_group"":""BQA""}"
499,AR,7191c3d8b5469f4458085caec5d39da9caaeca7fe516e49140bcf6a836901cd0,"{""answer"":""FALSE"",""task_group"":""BQA""}"
500,NL,3689d753c2a28dfb418c49b93d8d4651aeeb6639df7ba6daf7e75a377fbc9aa4,"{""answer"":""TRUE"",""task_group"":""BQA""}"
500,FS,1fe25efe952ac09ab2a57420ac9147c7ac47e8b92ce536a89dace009e6fde2a4,"{""answer"":""TRUE"",""task_group"":""BQA""}"
500,AR,3c970479e4bb53a28ec0c2c8e0f6c47d5f8ba62736c959726bafb74754f1171f,"{""answer"":""TRUE"",""task_group"":""BQA""}"
501,NL,cd07fdeed21358f85f79511ec7a49528134536470bbf7a8aec807adee742c43b,"{""answer"":""FALSE"",""task_group"":""BQA""}"
501,FS,a2c4f3165097cce9d4253bfdce5f841058f087fab84079a3ba91ed8171dcf2df,"{""answer"":""FALSE"",""task_group"":""BQA""}"
501,AR,1d120ef27f4dda7a634a6ba3c1f39dffcacfd1411672f1a7d75b3537c0dcd1ec,"{""answer"":""FALSE"",""task_group"":""BQA""}"
502,NL,027daee4cb267f61c60b799e7e2653616350d0552a11be8ac095d7c869912ab0,"{""answer"":""TRUE"",""task_group"":""BQA""}"
502,FS,bf351c89b2cf3847cf9e67720f0182f4094f9aa2528ee745bbc78eadc102f7b7,"{""answer"":""TRUE"",""task_group"":""BQA""}"
