ontology_scope,scope_rationale,entity_uri,entity_roles,candidate_normalized_label,final_nl_label,collision_resolved
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D2UGC8,formal_query_entity,U0c2d2ugc8,U0c2d2ugc8 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D2UGS14,formal_query_entity,U0c2d2ugs14,U0c2d2ugs14 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D2UGS16,formal_query_entity,U0c2d2ugs16,U0c2d2ugs16 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D2UGS2,formal_query_entity,U0c2d2ugs2,U0c2d2ugs2 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D2UGS3,formal_query_entity,U0c2d2ugs3,U0c2d2ugs3 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D2UGS36,formal_query_entity,U0c2d2ugs36,U0c2d2ugs36 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D2UGS8,formal_query_entity,U0c2d2ugs8,U0c2d2ugs8 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3,formal_query_entity,U0c2d3,U0c2d3 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3AP10,formal_query_entity,U0c2d3ap10,U0c2d3ap10 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3AP4,formal_query_entity,U0c2d3ap4,U0c2d3ap4 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3EC33,formal_query_entity,U0c2d3ec33,U0c2d3ec33 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3FP0,formal_query_entity,U0c2d3fp0,U0c2d3fp0 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3FP1,formal_query_entity,U0c2d3fp1,U0c2d3fp1 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3FP3,formal_query_entity,U0c2d3fp3,U0c2d3fp3 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3FP5,formal_query_entity,U0c2d3fp5,U0c2d3fp5 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3FP6,formal_query_entity,U0c2d3fp6,U0c2d3fp6 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3FP7,formal_query_entity,U0c2d3fp7,U0c2d3fp7 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3UG,formal_query_entity,U0c2d3ug,U0c2d3ug (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3UGC14,formal_query_entity,U0c2d3ugc14,U0c2d3ugc14 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3UGC16,formal_query_entity,U0c2d3ugc16,U0c2d3ugc16 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3UGC18,formal_query_entity,U0c2d3ugc18,U0c2d3ugc18 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3UGC23,formal_query_entity,U0c2d3ugc23,U0c2d3ugc23 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3UGC4,formal_query_entity,U0c2d3ugc4,U0c2d3ugc4 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3UGC9,formal_query_entity,U0c2d3ugc9,U0c2d3ugc9 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3UGS22,formal_query_entity,U0c2d3ugs22,U0c2d3ugs22 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3UGS23,formal_query_entity,U0c2d3ugs23,U0c2d3ugs23 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3UGS27,formal_query_entity,U0c2d3ugs27,U0c2d3ugs27 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3UGS30,formal_query_entity,U0c2d3ugs30,U0c2d3ugs30 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3UGS31,formal_query_entity,U0c2d3ugs31,U0c2d3ugs31 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3UGS37,formal_query_entity,U0c2d3ugs37,U0c2d3ugs37 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3UGS4,formal_query_entity,U0c2d3ugs4,U0c2d3ugs4 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3UGS40,formal_query_entity,U0c2d3ugs40,U0c2d3ugs40 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3UGS6,formal_query_entity,U0c2d3ugs6,U0c2d3ugs6 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C2D3UGS8,formal_query_entity,U0c2d3ugs8,U0c2d3ugs8 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3,formal_query_entity,U0c3,U0c3 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0,formal_query_entity,U0c3d0,U0c3d0 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0AP0,formal_query_entity,U0c3d0ap0,U0c3d0ap0 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0AssocP1,formal_query_entity,U0c3d0assoc P1,U0c3d0assoc P1 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0AssocP2,formal_query_entity,U0c3d0assoc P2,U0c3d0assoc P2 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0EC20,formal_query_entity,U0c3d0ec20,U0c3d0ec20 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0EC21,formal_query_entity,U0c3d0ec21,U0c3d0ec21 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0EC22,formal_query_entity,U0c3d0ec22,U0c3d0ec22 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0EC27,formal_query_entity,U0c3d0ec27,U0c3d0ec27 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0EC28,formal_query_entity,U0c3d0ec28,U0c3d0ec28 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0EC29,formal_query_entity,U0c3d0ec29,U0c3d0ec29 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0EC33,formal_query_entity,U0c3d0ec33,U0c3d0ec33 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0EC36,formal_query_entity,U0c3d0ec36,U0c3d0ec36 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0FP1,formal_query_entity,U0c3d0fp1,U0c3d0fp1 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0FP2,formal_query_entity,U0c3d0fp2,U0c3d0fp2 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0FP3,formal_query_entity,U0c3d0fp3,U0c3d0fp3 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0FP4,formal_query_entity,U0c3d0fp4,U0c3d0fp4 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0FP6,formal_query_entity,U0c3d0fp6,U0c3d0fp6 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0L5,formal_query_entity,U0c3d0l5,U0c3d0l5 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0L7,formal_query_entity,U0c3d0l7,U0c3d0l7 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0L8,formal_query_entity,U0c3d0l8,U0c3d0l8 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0L9,formal_query_entity,U0c3d0l9,U0c3d0l9 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0PGS15,formal_query_entity,U0c3d0pgs15,U0c3d0pgs15 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0PGS17,formal_query_entity,U0c3d0pgs17,U0c3d0pgs17 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0PGS9,formal_query_entity,U0c3d0pgs9,U0c3d0pgs9 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0UG,formal_query_entity,U0c3d0ug,U0c3d0ug (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0UGC0,formal_query_entity,U0c3d0ugc0,U0c3d0ugc0 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0UGC1,formal_query_entity,U0c3d0ugc1,U0c3d0ugc1 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0UGC10,formal_query_entity,U0c3d0ugc10,U0c3d0ugc10 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0UGC11,formal_query_entity,U0c3d0ugc11,U0c3d0ugc11 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0UGC17,formal_query_entity,U0c3d0ugc17,U0c3d0ugc17 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0UGC6,formal_query_entity,U0c3d0ugc6,U0c3d0ugc6 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0UGS0,formal_query_entity,U0c3d0ugs0,U0c3d0ugs0 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0UGS20,formal_query_entity,U0c3d0ugs20,U0c3d0ugs20 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0UGS23,formal_query_entity,U0c3d0ugs23,U0c3d0ugs23 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0UGS24,formal_query_entity,U0c3d0ugs24,U0c3d0ugs24 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0UGS27,formal_query_entity,U0c3d0ugs27,U0c3d0ugs27 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D0UGS6,formal_query_entity,U0c3d0ugs6,U0c3d0ugs6 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1,formal_query_entity,U0c3d1,U0c3d1 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1AP1,formal_query_entity,U0c3d1ap1,U0c3d1ap1 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1AP5,formal_query_entity,U0c3d1ap5,U0c3d1ap5 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1AP7,formal_query_entity,U0c3d1ap7,U0c3d1ap7 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1AP9,formal_query_entity,U0c3d1ap9,U0c3d1ap9 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1AssocP0,formal_query_entity,U0c3d1assoc P0,U0c3d1assoc P0 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1AssocP3,formal_query_entity,U0c3d1assoc P3,U0c3d1assoc P3 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1AssocP5,formal_query_entity,U0c3d1assoc P5,U0c3d1assoc P5 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1EC30,formal_query_entity,U0c3d1ec30,U0c3d1ec30 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1EC35,formal_query_entity,U0c3d1ec35,U0c3d1ec35 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1EC37,formal_query_entity,U0c3d1ec37,U0c3d1ec37 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1EC40,formal_query_entity,U0c3d1ec40,U0c3d1ec40 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1FP1,formal_query_entity,U0c3d1fp1,U0c3d1fp1 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1FP2,formal_query_entity,U0c3d1fp2,U0c3d1fp2 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1FP3,formal_query_entity,U0c3d1fp3,U0c3d1fp3 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1FP4,formal_query_entity,U0c3d1fp4,U0c3d1fp4 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1L3,formal_query_entity,U0c3d1l3,U0c3d1l3 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1OS18,formal_query_entity,U0c3d1os18,U0c3d1os18 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGC1,formal_query_entity,U0c3d1ugc1,U0c3d1ugc1 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGC10,formal_query_entity,U0c3d1ugc10,U0c3d1ugc10 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGC12,formal_query_entity,U0c3d1ugc12,U0c3d1ugc12 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGC13,formal_query_entity,U0c3d1ugc13,U0c3d1ugc13 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGC15,formal_query_entity,U0c3d1ugc15,U0c3d1ugc15 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGC19,formal_query_entity,U0c3d1ugc19,U0c3d1ugc19 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGC23,formal_query_entity,U0c3d1ugc23,U0c3d1ugc23 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGC5,formal_query_entity,U0c3d1ugc5,U0c3d1ugc5 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGC7,formal_query_entity,U0c3d1ugc7,U0c3d1ugc7 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGS10,formal_query_entity,U0c3d1ugs10,U0c3d1ugs10 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGS19,formal_query_entity,U0c3d1ugs19,U0c3d1ugs19 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGS2,formal_query_entity,U0c3d1ugs2,U0c3d1ugs2 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGS23,formal_query_entity,U0c3d1ugs23,U0c3d1ugs23 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGS25,formal_query_entity,U0c3d1ugs25,U0c3d1ugs25 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGS36,formal_query_entity,U0c3d1ugs36,U0c3d1ugs36 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGS38,formal_query_entity,U0c3d1ugs38,U0c3d1ugs38 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGS4,formal_query_entity,U0c3d1ugs4,U0c3d1ugs4 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D1UGS5,formal_query_entity,U0c3d1ugs5,U0c3d1ugs5 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2,formal_query_entity,U0c3d2,U0c3d2 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2AP1,formal_query_entity,U0c3d2ap1,U0c3d2ap1 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2AP5,formal_query_entity,U0c3d2ap5,U0c3d2ap5 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2EC24,formal_query_entity,U0c3d2ec24,U0c3d2ec24 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2EC25,formal_query_entity,U0c3d2ec25,U0c3d2ec25 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2EC27,formal_query_entity,U0c3d2ec27,U0c3d2ec27 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2EC33,formal_query_entity,U0c3d2ec33,U0c3d2ec33 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2EC36,formal_query_entity,U0c3d2ec36,U0c3d2ec36 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2FP1,formal_query_entity,U0c3d2fp1,U0c3d2fp1 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2FP4,formal_query_entity,U0c3d2fp4,U0c3d2fp4 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2L4,formal_query_entity,U0c3d2l4,U0c3d2l4 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2UG,formal_query_entity,U0c3d2ug,U0c3d2ug (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2UGC11,formal_query_entity,U0c3d2ugc11,U0c3d2ugc11 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2UGC14,formal_query_entity,U0c3d2ugc14,U0c3d2ugc14 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2UGC15,formal_query_entity,U0c3d2ugc15,U0c3d2ugc15 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2UGC18,formal_query_entity,U0c3d2ugc18,U0c3d2ugc18 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2UGC5,formal_query_entity,U0c3d2ugc5,U0c3d2ugc5 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2UGC6,formal_query_entity,U0c3d2ugc6,U0c3d2ugc6 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2UGC7,formal_query_entity,U0c3d2ugc7,U0c3d2ugc7 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2UGS10,formal_query_entity,U0c3d2ugs10,U0c3d2ugs10 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2UGS14,formal_query_entity,U0c3d2ugs14,U0c3d2ugs14 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2UGS26,formal_query_entity,U0c3d2ugs26,U0c3d2ugs26 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2UGS28,formal_query_entity,U0c3d2ugs28,U0c3d2ugs28 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2UGS3,formal_query_entity,U0c3d2ugs3,U0c3d2ugs3 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C3D2UGS4,formal_query_entity,U0c3d2ugs4,U0c3d2ugs4 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C4,formal_query_entity,U0c4,U0c4 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C4D0,formal_query_entity,U0c4d0,U0c4d0 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C4D0AP5,formal_query_entity,U0c4d0ap5,U0c4d0ap5 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C4D0AssocP6,formal_query_entity,U0c4d0assoc P6,U0c4d0assoc P6 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C4D0EC21,formal_query_entity,U0c4d0ec21,U0c4d0ec21 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C4D0EC22,formal_query_entity,U0c4d0ec22,U0c4d0ec22 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C4D0EC25,formal_query_entity,U0c4d0ec25,U0c4d0ec25 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C4D0EC27,formal_query_entity,U0c4d0ec27,U0c4d0ec27 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C4D0EC29,formal_query_entity,U0c4d0ec29,U0c4d0ec29 (Genealogy),true
OWL2Bench,dataset-wide frozen-membership ontology inventory spanning both hops,http://www.example.com/genealogy.owl#U0C4D0EC30,formal_query_entity,U0c4d0ec30,U0c4d0ec30 (Genealogy),true
