"Task ID","Root Entity","Size of ontology TBox","Size of ontology ABox","Task Type","Answer Type","SPARQL Query","Predicate","Answer","Min Tag Length","Max Tag Length"
"2hop-NamedPizza_Capricciosa_212_Capricciosa_212-Capricciosa_212-hasTopping-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_212",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_212> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasTopping","TRUE",1,1
"2hop-NamedPizza_Capricciosa_212_Capricciosa_212-Capricciosa_212-hasTopping-AmericanHot_131-NEG-BIN","NamedPizza_Capricciosa_212",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_212> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }","hasTopping","FALSE",1,1
"2hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-hasIngredient-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_216",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasIngredient","TRUE",2,2
"2hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-hasIngredient-AmericanHot_131-NEG-BIN","NamedPizza_Capricciosa_216",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_131> }","hasIngredient","FALSE",2,2
"2hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-hasIngredient-MC","NamedPizza_Capricciosa_216",117,257,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.example.com/genealogy.owl#hasIngredient> ?x }","hasIngredient","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",2,2
"2hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-rdf:type-MC","NamedPizza_Capricciosa_216",117,257,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; Pizza",4,4
"2hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-hasTopping-MC","NamedPizza_Capricciosa_216",117,257,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.example.com/genealogy.owl#hasTopping> ?x }","hasTopping","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",1,1
"2hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-hasTopping-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_216",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasTopping","TRUE",1,1
"2hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-hasTopping-AmericanHot_131-NEG-BIN","NamedPizza_Capricciosa_216",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }","hasTopping","FALSE",1,1
"2hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-rdf:type-Food-BIN","NamedPizza_Capricciosa_216",117,257,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",3,3
"2hop-NamedPizza_Capricciosa_216_Capricciosa_216-Capricciosa_216-rdf:type-American-NEG-BIN","NamedPizza_Capricciosa_216",117,257,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_216> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",3,3
"2hop-NamedPizza_Capricciosa_46_Capricciosa_46-Capricciosa_46-hasTopping-MC","NamedPizza_Capricciosa_46",117,257,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_46> <http://www.example.com/genealogy.owl#hasTopping> ?x }","hasTopping","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",1,1
"2hop-NamedPizza_Capricciosa_46_Capricciosa_46-Capricciosa_46-rdf:type-MC","NamedPizza_Capricciosa_46",117,257,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_46> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; Pizza",4,4
"2hop-NamedPizza_Capricciosa_46_Capricciosa_46-Capricciosa_46-hasIngredient-MC","NamedPizza_Capricciosa_46",117,257,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_46> <http://www.example.com/genealogy.owl#hasIngredient> ?x }","hasIngredient","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",2,2
"2hop-NamedPizza_Capricciosa_46_Capricciosa_46-Capricciosa_46-hasIngredient-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_46",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_46> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasIngredient","TRUE",2,2
"2hop-NamedPizza_Capricciosa_46_Capricciosa_46-Capricciosa_46-hasIngredient-AmericanHot_131-NEG-BIN","NamedPizza_Capricciosa_46",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_46> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_131> }","hasIngredient","FALSE",2,2
"2hop-NamedPizza_Capricciosa_46_Capricciosa_46-Capricciosa_46-rdf:type-Food-BIN","NamedPizza_Capricciosa_46",117,257,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_46> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",3,3
"2hop-NamedPizza_Capricciosa_46_Capricciosa_46-Capricciosa_46-rdf:type-American-NEG-BIN","NamedPizza_Capricciosa_46",117,257,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_46> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",3,3
"2hop-NamedPizza_Capricciosa_46_Capricciosa_46-Capricciosa_46-hasTopping-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_46",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_46> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasTopping","TRUE",1,1
"2hop-NamedPizza_Capricciosa_46_Capricciosa_46-Capricciosa_46-hasTopping-AmericanHot_131-NEG-BIN","NamedPizza_Capricciosa_46",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_46> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }","hasTopping","FALSE",1,1
"2hop-NamedPizza_Capricciosa_47_Capricciosa_47-Capricciosa_47-hasTopping-MC","NamedPizza_Capricciosa_47",117,257,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_47> <http://www.example.com/genealogy.owl#hasTopping> ?x }","hasTopping","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",1,1
"2hop-NamedPizza_Capricciosa_47_Capricciosa_47-Capricciosa_47-hasIngredient-MC","NamedPizza_Capricciosa_47",117,257,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_47> <http://www.example.com/genealogy.owl#hasIngredient> ?x }","hasIngredient","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",2,2
"2hop-NamedPizza_Capricciosa_47_Capricciosa_47-Capricciosa_47-hasIngredient-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_47",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_47> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasIngredient","TRUE",2,2
"2hop-NamedPizza_Capricciosa_47_Capricciosa_47-Capricciosa_47-hasIngredient-AmericanHot_131-NEG-BIN","NamedPizza_Capricciosa_47",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_47> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_131> }","hasIngredient","FALSE",2,2
"2hop-NamedPizza_Capricciosa_47_Capricciosa_47-Capricciosa_47-rdf:type-Food-BIN","NamedPizza_Capricciosa_47",117,257,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_47> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",3,3
"2hop-NamedPizza_Capricciosa_47_Capricciosa_47-Capricciosa_47-rdf:type-American-NEG-BIN","NamedPizza_Capricciosa_47",117,257,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_47> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",3,3
"2hop-NamedPizza_Capricciosa_47_Capricciosa_47-Capricciosa_47-rdf:type-MC","NamedPizza_Capricciosa_47",117,257,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_47> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; Pizza",3,3
"2hop-NamedPizza_Capricciosa_47_Capricciosa_47-Capricciosa_47-hasTopping-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_47",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_47> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasTopping","TRUE",1,1
"2hop-NamedPizza_Capricciosa_47_Capricciosa_47-Capricciosa_47-hasTopping-AmericanHot_131-NEG-BIN","NamedPizza_Capricciosa_47",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_47> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }","hasTopping","FALSE",1,1
"2hop-NamedPizza_Capricciosa_57_Capricciosa_57-Capricciosa_57-hasTopping-MC","NamedPizza_Capricciosa_57",117,257,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_57> <http://www.example.com/genealogy.owl#hasTopping> ?x }","hasTopping","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",1,1
"2hop-NamedPizza_Capricciosa_57_Capricciosa_57-Capricciosa_57-hasIngredient-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_57",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_57> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasIngredient","TRUE",2,2
"2hop-NamedPizza_Capricciosa_57_Capricciosa_57-Capricciosa_57-hasIngredient-AmericanHot_131-NEG-BIN","NamedPizza_Capricciosa_57",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_57> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_131> }","hasIngredient","FALSE",2,2
"2hop-NamedPizza_Capricciosa_57_Capricciosa_57-Capricciosa_57-hasIngredient-MC","NamedPizza_Capricciosa_57",117,257,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_57> <http://www.example.com/genealogy.owl#hasIngredient> ?x }","hasIngredient","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",2,2
"2hop-NamedPizza_Capricciosa_57_Capricciosa_57-Capricciosa_57-rdf:type-MC","NamedPizza_Capricciosa_57",117,257,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_57> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; Pizza",2,2
"2hop-NamedPizza_Capricciosa_57_Capricciosa_57-Capricciosa_57-rdf:type-Food-BIN","NamedPizza_Capricciosa_57",117,257,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_57> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",3,3
"2hop-NamedPizza_Capricciosa_57_Capricciosa_57-Capricciosa_57-rdf:type-American-NEG-BIN","NamedPizza_Capricciosa_57",117,257,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_57> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",3,3
"2hop-NamedPizza_Capricciosa_57_Capricciosa_57-Capricciosa_57-hasTopping-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_57",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_57> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasTopping","TRUE",1,1
"2hop-NamedPizza_Capricciosa_57_Capricciosa_57-Capricciosa_57-hasTopping-AmericanHot_131-NEG-BIN","NamedPizza_Capricciosa_57",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_57> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }","hasTopping","FALSE",1,1
"2hop-NamedPizza_Capricciosa_72_Capricciosa_72-Capricciosa_72-hasTopping-MC","NamedPizza_Capricciosa_72",117,257,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_72> <http://www.example.com/genealogy.owl#hasTopping> ?x }","hasTopping","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",1,1
"2hop-NamedPizza_Capricciosa_72_Capricciosa_72-Capricciosa_72-hasIngredient-MC","NamedPizza_Capricciosa_72",117,257,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_72> <http://www.example.com/genealogy.owl#hasIngredient> ?x }","hasIngredient","AnchoviesTopping_dynamic_1; CaperTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; PeperonataTopping_dynamic_1; TomatoTopping_dynamic_1",2,2
"2hop-NamedPizza_Capricciosa_72_Capricciosa_72-Capricciosa_72-rdf:type-MC","NamedPizza_Capricciosa_72",117,257,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Capricciosa_72> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; Pizza",4,4
"2hop-NamedPizza_Capricciosa_72_Capricciosa_72-Capricciosa_72-hasTopping-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_72",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_72> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasTopping","TRUE",1,1
"2hop-NamedPizza_Capricciosa_72_Capricciosa_72-Capricciosa_72-hasTopping-AmericanHot_131-NEG-BIN","NamedPizza_Capricciosa_72",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_72> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }","hasTopping","FALSE",1,1
"2hop-NamedPizza_Capricciosa_72_Capricciosa_72-Capricciosa_72-hasIngredient-AnchoviesTopping_dynamic_1-BIN","NamedPizza_Capricciosa_72",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_72> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","hasIngredient","TRUE",2,2
"2hop-NamedPizza_Capricciosa_72_Capricciosa_72-Capricciosa_72-hasIngredient-AmericanHot_131-NEG-BIN","NamedPizza_Capricciosa_72",117,257,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_72> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_131> }","hasIngredient","FALSE",2,2
"2hop-NamedPizza_Capricciosa_72_Capricciosa_72-Capricciosa_72-rdf:type-Food-BIN","NamedPizza_Capricciosa_72",117,257,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_72> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",3,3
"2hop-NamedPizza_Capricciosa_72_Capricciosa_72-Capricciosa_72-rdf:type-American-NEG-BIN","NamedPizza_Capricciosa_72",117,257,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Capricciosa_72> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",3,3
"2hop-NamedPizza_Caprina_10_Caprina_10-Caprina_10-hasIngredient-GoatsCheeseTopping_dynamic_1-BIN","NamedPizza_Caprina_10",117,254,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Caprina_10> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#GoatsCheeseTopping_dynamic_1> }","hasIngredient","TRUE",2,2
"2hop-NamedPizza_Caprina_10_Caprina_10-Caprina_10-hasIngredient-AmericanHot_131-NEG-BIN","NamedPizza_Caprina_10",117,254,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Caprina_10> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_131> }","hasIngredient","FALSE",2,2
"2hop-NamedPizza_Caprina_10_Caprina_10-Caprina_10-hasIngredient-MC","NamedPizza_Caprina_10",117,254,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Caprina_10> <http://www.example.com/genealogy.owl#hasIngredient> ?x }","hasIngredient","GoatsCheeseTopping_dynamic_1; MozzarellaTopping_dynamic_1; SundriedTomatoTopping_dynamic_1; TomatoTopping_dynamic_1",2,2
"2hop-NamedPizza_Caprina_10_Caprina_10-Caprina_10-rdf:type-MC","NamedPizza_Caprina_10",117,254,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Caprina_10> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; Pizza",4,4
"2hop-NamedPizza_Caprina_10_Caprina_10-Caprina_10-hasTopping-GoatsCheeseTopping_dynamic_1-BIN","NamedPizza_Caprina_10",117,254,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Caprina_10> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GoatsCheeseTopping_dynamic_1> }","hasTopping","TRUE",1,1
"2hop-NamedPizza_Caprina_10_Caprina_10-Caprina_10-hasTopping-AmericanHot_131-NEG-BIN","NamedPizza_Caprina_10",117,254,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Caprina_10> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }","hasTopping","FALSE",1,1
"2hop-NamedPizza_Caprina_10_Caprina_10-Caprina_10-hasTopping-MC","NamedPizza_Caprina_10",117,254,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Caprina_10> <http://www.example.com/genealogy.owl#hasTopping> ?x }","hasTopping","GoatsCheeseTopping_dynamic_1; MozzarellaTopping_dynamic_1; SundriedTomatoTopping_dynamic_1; TomatoTopping_dynamic_1",1,1
"2hop-NamedPizza_Caprina_10_Caprina_10-Caprina_10-rdf:type-Food-BIN","NamedPizza_Caprina_10",117,254,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Caprina_10> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",3,3
"2hop-NamedPizza_Caprina_10_Caprina_10-Caprina_10-rdf:type-American-NEG-BIN","NamedPizza_Caprina_10",117,254,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Caprina_10> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",3,3
"2hop-NamedPizza_Caprina_133_Caprina_133-Caprina_133-hasTopping-GoatsCheeseTopping_dynamic_1-BIN","NamedPizza_Caprina_133",117,254,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Caprina_133> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#GoatsCheeseTopping_dynamic_1> }","hasTopping","TRUE",1,1
"2hop-NamedPizza_Caprina_133_Caprina_133-Caprina_133-hasTopping-AmericanHot_131-NEG-BIN","NamedPizza_Caprina_133",117,254,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Caprina_133> <http://www.example.com/genealogy.owl#hasTopping> <http://www.example.com/genealogy.owl#AmericanHot_131> }","hasTopping","FALSE",1,1
"2hop-NamedPizza_Caprina_133_Caprina_133-Caprina_133-hasTopping-MC","NamedPizza_Caprina_133",117,254,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Caprina_133> <http://www.example.com/genealogy.owl#hasTopping> ?x }","hasTopping","GoatsCheeseTopping_dynamic_1; MozzarellaTopping_dynamic_1; SundriedTomatoTopping_dynamic_1; TomatoTopping_dynamic_1",1,1
"2hop-NamedPizza_Caprina_133_Caprina_133-Caprina_133-hasIngredient-MC","NamedPizza_Caprina_133",117,254,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Caprina_133> <http://www.example.com/genealogy.owl#hasIngredient> ?x }","hasIngredient","GoatsCheeseTopping_dynamic_1; MozzarellaTopping_dynamic_1; SundriedTomatoTopping_dynamic_1; TomatoTopping_dynamic_1",2,2
"2hop-NamedPizza_Caprina_133_Caprina_133-Caprina_133-rdf:type-MC","NamedPizza_Caprina_133",117,254,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Caprina_133> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; Pizza",2,2
"2hop-NamedPizza_Caprina_133_Caprina_133-Caprina_133-rdf:type-Food-BIN","NamedPizza_Caprina_133",117,254,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Caprina_133> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",3,3
"2hop-NamedPizza_Caprina_133_Caprina_133-Caprina_133-rdf:type-American-NEG-BIN","NamedPizza_Caprina_133",117,254,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Caprina_133> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",3,3
"2hop-NamedPizza_Caprina_133_Caprina_133-Caprina_133-hasIngredient-GoatsCheeseTopping_dynamic_1-BIN","NamedPizza_Caprina_133",117,254,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Caprina_133> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#GoatsCheeseTopping_dynamic_1> }","hasIngredient","TRUE",2,2
"2hop-NamedPizza_Caprina_133_Caprina_133-Caprina_133-hasIngredient-AmericanHot_131-NEG-BIN","NamedPizza_Caprina_133",117,254,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Caprina_133> <http://www.example.com/genealogy.owl#hasIngredient> <http://www.example.com/genealogy.owl#AmericanHot_131> }","hasIngredient","FALSE",2,2
"2hop-NamedPizza_Caprina_194_Caprina_194-Caprina_194-hasTopping-MC","NamedPizza_Caprina_194",117,254,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Caprina_194> <http://www.example.com/genealogy.owl#hasTopping> ?x }","hasTopping","GoatsCheeseTopping_dynamic_1; MozzarellaTopping_dynamic_1; SundriedTomatoTopping_dynamic_1; TomatoTopping_dynamic_1",1,1
"2hop-NamedPizza_Caprina_194_Caprina_194-Caprina_194-rdf:type-MC","NamedPizza_Caprina_194",117,254,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Caprina_194> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; Pizza",2,2
"2hop-NamedPizza_Caprina_194_Caprina_194-Caprina_194-hasIngredient-MC","NamedPizza_Caprina_194",117,254,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Caprina_194> <http://www.example.com/genealogy.owl#hasIngredient> ?x }","hasIngredient","GoatsCheeseTopping_dynamic_1; MozzarellaTopping_dynamic_1; SundriedTomatoTopping_dynamic_1; TomatoTopping_dynamic_1",2,2
