task_id,semantic_key,dataset,hop,task,representation,model,model_id,api_provider,credential_source,input_hash,configuration_hash,status,requested_provider,requested_provider_name,canary
790,sem-v1.1-ecde76f3e1d1fa2f6f705bb1de8397b0ed3c0b109d0418cd1981bafd899e4365,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,49e5c1851a43eb4765c106fb8bdecb090ab9f8181783ad6eaf31fb11747bffe2,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
790,sem-v1.1-ecde76f3e1d1fa2f6f705bb1de8397b0ed3c0b109d0418cd1981bafd899e4365,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,ef029243fad913d438b7053ba644a2ecd13f6d18be5dbbfd59cd9b7f925197eb,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
790,sem-v1.1-ecde76f3e1d1fa2f6f705bb1de8397b0ed3c0b109d0418cd1981bafd899e4365,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,2421ea037c472bfebb72ecb7640a619cf46a0c484607c8cb70ec54d56ab6582e,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
791,sem-v1.1-e6395989124974a9c6dc72b2126ab1fdcef1597e5a5fb427b0377c06e3618dee,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,a5cb223625aca6234450a5207d9fff3376ec447ba8de0f0c9d562f9cb68c43d2,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
791,sem-v1.1-e6395989124974a9c6dc72b2126ab1fdcef1597e5a5fb427b0377c06e3618dee,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,83c872ea374a8866a74611947f42460cc733b5124ae199f3a882f2f9279b60f0,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
791,sem-v1.1-e6395989124974a9c6dc72b2126ab1fdcef1597e5a5fb427b0377c06e3618dee,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,15d933fcc2509f249efecec9f7795df96dd6cc0c2d25c47772ce5c273e01a0f3,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
792,sem-v1.1-313337cacaeb2a3446d1a1c241cd9e02ba83db544cbcd4b14d050342c70c7508,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,08fe9b0302acb7423169cee631e04e48aac72a8fb0b9fc13bd5b9831daaa0006,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
792,sem-v1.1-313337cacaeb2a3446d1a1c241cd9e02ba83db544cbcd4b14d050342c70c7508,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,e6c6e976646a78d4000787aa89416c23d22886029586459d3b4c1acce971055b,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
792,sem-v1.1-313337cacaeb2a3446d1a1c241cd9e02ba83db544cbcd4b14d050342c70c7508,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,0f7c9b366c7247a5e73157def21eb5215db1e04c6759b93c20660e94efc40bd1,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
793,sem-v1.1-32955f8c5719af67b084e7a4f5eb3c8cfd0cb2bae7e1a40fdd415331aa1b20b5,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,874d9e7f33cb48530cfde1ead7b92901e54afd4b221d126bd41c0f4f714e34ea,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
793,sem-v1.1-32955f8c5719af67b084e7a4f5eb3c8cfd0cb2bae7e1a40fdd415331aa1b20b5,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,68e75e0232cc42fe024c68bdbebe8f31836ea7d1d4d2dedf791129af4587aee8,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
793,sem-v1.1-32955f8c5719af67b084e7a4f5eb3c8cfd0cb2bae7e1a40fdd415331aa1b20b5,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,faf64e6341e57f9040ec9b19446be50339aac3081b0a2fe53d14de1fcfac77c0,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
794,sem-v1.1-63c9f8359bb982b032007a0aad7d7978526d850c3561e093b5fc91ed5eef51ae,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,fc5ddca335a8a7f0aa508bca43efe1f5a1d184de8cdaa379069e61b71bf38963,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
794,sem-v1.1-63c9f8359bb982b032007a0aad7d7978526d850c3561e093b5fc91ed5eef51ae,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,752a140ef557856fab0ecaa8e428f167534de88fef9b7b7e0c2115c6d1f63e2d,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
794,sem-v1.1-63c9f8359bb982b032007a0aad7d7978526d850c3561e093b5fc91ed5eef51ae,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,06403421bbbedf4a20f3dc7c317253ec0bd6e515f62c5b2de2fca3ca55235ae3,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
795,sem-v1.1-5e56b10590831f0021cbba884d183e4366f0d1663b0f39ab792c4f43c1c9cc56,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,9b71d42da76d2fbc66eae00429f310c10e00ad6de5d85a24d656573d4e93eacb,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
795,sem-v1.1-5e56b10590831f0021cbba884d183e4366f0d1663b0f39ab792c4f43c1c9cc56,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,0777b85e83083a6519bc299fa3136874447abcf865cce63c1383fb838da0a209,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
795,sem-v1.1-5e56b10590831f0021cbba884d183e4366f0d1663b0f39ab792c4f43c1c9cc56,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,b8822386fed5511ab9e93829967f31a28f1f68669a3012bf82533a2a11437886,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
796,sem-v1.1-2acb8917689f792b388050a4cef6216ce5d381be09fcf8011900209c1141b975,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,bd44efcc747d0a1440d985ba38c39e610f1e4a48ac4167b6134a73e90dbe7896,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
796,sem-v1.1-2acb8917689f792b388050a4cef6216ce5d381be09fcf8011900209c1141b975,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,2e022b2e832960e439f67e5b19dc2835c9205b1533d3cbae0a424e233dfb45dc,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
796,sem-v1.1-2acb8917689f792b388050a4cef6216ce5d381be09fcf8011900209c1141b975,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,f4863a3008f53c7de82441a84b480f2d5263dc7eb760bcd1184029366233be5c,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
797,sem-v1.1-a4e65f078596432c2d7b65b70c7fba588bf68c46cdae7027394a45021c8a5c26,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,b31a6f8956f7426abeec97bc60f6d4a58121bca916948a852fb0c546ceb6e20a,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
797,sem-v1.1-a4e65f078596432c2d7b65b70c7fba588bf68c46cdae7027394a45021c8a5c26,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,e9fb04faa658878bc652fe2787cec1369a97f81758bde79c5aff867bede10f7f,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
797,sem-v1.1-a4e65f078596432c2d7b65b70c7fba588bf68c46cdae7027394a45021c8a5c26,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,0225100cb4da0ddcd11ad2e13e578155d84511f4dde88b06c6bbd81367d328e8,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
798,sem-v1.1-cea23d86faa93e7720e414d768e3c9b3131556642ed00efad25204b7e1ee524b,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,ade66cf1d78c8c8c1b9b24dabfc3bb15f68f7e5bacbe1f293da31665a7fc7634,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
798,sem-v1.1-cea23d86faa93e7720e414d768e3c9b3131556642ed00efad25204b7e1ee524b,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,f4fb2bf28855f098933df214174c8ba056fe078056abb0f51eab0b7997a30597,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
798,sem-v1.1-cea23d86faa93e7720e414d768e3c9b3131556642ed00efad25204b7e1ee524b,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,5f0dcc8927d0ad5aa57709661af485095fe43a8d42ff3a175b0ef3c720eb3681,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
799,sem-v1.1-4b7dbf530377d8a4e45057838270459dec34d37dfa5655d3540de490488c4e5c,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,9bbe86dcdb3e3e643e783189288f375535c4b29c1f3b35c1ac2958a20d6b218a,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
799,sem-v1.1-4b7dbf530377d8a4e45057838270459dec34d37dfa5655d3540de490488c4e5c,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,ec954e8a2190b34359be72e6a3cccd172f23291fda572aa68bcf3dfb3ba54dd2,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
799,sem-v1.1-4b7dbf530377d8a4e45057838270459dec34d37dfa5655d3540de490488c4e5c,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,995437735de24b99d1b42c3e1d1f4d95601c695ef826bb26335bc6c5ad5c8ab0,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
800,sem-v1.1-6104dde47615611b96ea9ffcd2419fe993790598710203a8ea358cb024866c18,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,39d966afb2e9a842cef67f14f78522def6f590c5cb8476f5f71b067d81f0f665,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
800,sem-v1.1-6104dde47615611b96ea9ffcd2419fe993790598710203a8ea358cb024866c18,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,ababbb94a7af18e37af92bfaf422b1b388945833d66053d1d2599fc84b9fca7c,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
800,sem-v1.1-6104dde47615611b96ea9ffcd2419fe993790598710203a8ea358cb024866c18,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,19161657d72afec1b87b106e095f62dad0396b5d5098fa816752ac7644dfec7b,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
801,sem-v1.1-2eed3cb67aec5d9be6211421dcbf6f30a950765cccc8f0daaddd85c8a024d5f4,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,38150d9342046dbba79888e02d5aa14f1deef52342a3deebfe7e84cae0480566,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
801,sem-v1.1-2eed3cb67aec5d9be6211421dcbf6f30a950765cccc8f0daaddd85c8a024d5f4,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,8c99d741e095b6b4c16c1351d6a693c57bfe63fbdb06ef4ac0f1b96a5b408f67,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
801,sem-v1.1-2eed3cb67aec5d9be6211421dcbf6f30a950765cccc8f0daaddd85c8a024d5f4,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,f3a19f145f72dcd7a375bab81f6e74cbb0d80faf07d9cec476d975ab6329e0d3,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
802,sem-v1.1-25760fc818d0a2d6be34b6d3fc2926d83ea8f693d89b67335ae90f021953b9bf,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,064e79ee7143273b372a50594b19b5c5070c8e5b8c510af7bf8a6bb67c4bac1c,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
802,sem-v1.1-25760fc818d0a2d6be34b6d3fc2926d83ea8f693d89b67335ae90f021953b9bf,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,96974fb298a19d460ded9779b72c7bcdda578eacb27bb7735cf6d8efdf465ba5,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
802,sem-v1.1-25760fc818d0a2d6be34b6d3fc2926d83ea8f693d89b67335ae90f021953b9bf,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,027fd0358bc85d300a9cc5f0790921449ffb5b360a80f9cc1fd95c008b4caf1d,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
803,sem-v1.1-306c6f087abf4579afa788c234f67d5b88c6c132d0e3b9ccb57d7597ebcad396,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,1b1c40ddb342c163bf236fde77b816c0aaf8b34683fd81a4b430de2ef990006c,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
803,sem-v1.1-306c6f087abf4579afa788c234f67d5b88c6c132d0e3b9ccb57d7597ebcad396,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,38ea2d55798051734138dfe2e10846853070ef41ad1fef266ce9f302c19578f0,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
803,sem-v1.1-306c6f087abf4579afa788c234f67d5b88c6c132d0e3b9ccb57d7597ebcad396,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,5de79e5f07c93a6f53f5b072171420cd8158256e51279afbe49d36943c581dbc,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
804,sem-v1.1-3340b3c04ea45c790adf4edd2df5329af25c5be3492b8a92c0ceb65091baf11d,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,8668a2bbf25734596347d08dcee26c0b5ab620e6f93b91c4364c2b69190b8d7c,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
804,sem-v1.1-3340b3c04ea45c790adf4edd2df5329af25c5be3492b8a92c0ceb65091baf11d,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,030cd87d4e0b43a888df20d02c5a3784576778142a52c90e83152bf3455078c9,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
804,sem-v1.1-3340b3c04ea45c790adf4edd2df5329af25c5be3492b8a92c0ceb65091baf11d,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,87983aea083826c93af71cd43d19f9d4147d0545bc954a6a462dd91a288902c6,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
805,sem-v1.1-ef81e48dc5cd3550a6c40fc7ddccf48536643df934a449aecd8531a4d7c68d05,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,bc8b2eefe5360e8901e56113bb5a9037860015156dcdede9e9d7e4bfb42f1f25,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
805,sem-v1.1-ef81e48dc5cd3550a6c40fc7ddccf48536643df934a449aecd8531a4d7c68d05,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,692b219515d52eb5c4a5ad2087820a57f1b671ea8386f89f4325913c01c6f7e1,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
805,sem-v1.1-ef81e48dc5cd3550a6c40fc7ddccf48536643df934a449aecd8531a4d7c68d05,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,38ec3c2e3a20a643b5bde4fc30e9de2ebc9dedf4b1e1c941f443b2b9706282e4,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
806,sem-v1.1-897987e2196ad7c0e1713b8f652d92d34cbc162c10eb56b1d549deedb57ae746,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,f53e4751256e94a107fba94d7859ad4472751c8269d43021fbff084646922084,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
806,sem-v1.1-897987e2196ad7c0e1713b8f652d92d34cbc162c10eb56b1d549deedb57ae746,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,9a09265e4ea26b9ab9c8f8de67062e7a86e11de37e319b4774e3ec83815e1c91,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
806,sem-v1.1-897987e2196ad7c0e1713b8f652d92d34cbc162c10eb56b1d549deedb57ae746,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,f5a7e3738a61a14af250a0714ff367380a0d51f514d362862f1fe6e5d138ba75,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
807,sem-v1.1-81bb31e1d60077fdf98be2657504e67707f1e48e76cb9aa9097d533de59ccd9b,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,4e678fa8c47e69407bb2261afa91bf088028a7402182e33dfa9fa1b8e7dd845b,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
807,sem-v1.1-81bb31e1d60077fdf98be2657504e67707f1e48e76cb9aa9097d533de59ccd9b,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,8ceb20c2ddc8d1cc42e1beb1696654304e9cb2825679b5612b07dccbd5fc78de,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
807,sem-v1.1-81bb31e1d60077fdf98be2657504e67707f1e48e76cb9aa9097d533de59ccd9b,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,d23c7f9d1fd775c16cc4350907a0d6a8fbe00a7fb1d8f34bd8ae72b1fd9be743,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
808,sem-v1.1-c3daafd2cd436b60790e1e89ac18d212440cb404cc0111d5fa0d7c5072fbf449,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,ef33c5c36df2425a4f3619857631b8e1a97f22434b5a574579916c8a54d0e1dd,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
808,sem-v1.1-c3daafd2cd436b60790e1e89ac18d212440cb404cc0111d5fa0d7c5072fbf449,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,ff491f8e19e29f73e74708d7a728727ce18b762ebcc920cbba62c45836053fb3,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
808,sem-v1.1-c3daafd2cd436b60790e1e89ac18d212440cb404cc0111d5fa0d7c5072fbf449,FamilyOWL,1hop,BQA,AR,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,d15b175785f1426af7a3cc2c9c1db8eec9d54c3a4e646c2451b3abd466430318,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
809,sem-v1.1-19dddc8b6c8610b3ad403fcbb0e19f66ff5441f288e90edeccde3e42f23661a6,FamilyOWL,1hop,BQA,NL,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,498271999952f43a23873b3447bf5ce45f616dfdba373e1281935b04d4f88083,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
809,sem-v1.1-19dddc8b6c8610b3ad403fcbb0e19f66ff5441f288e90edeccde3e42f23661a6,FamilyOWL,1hop,BQA,FS,Qwen3-30B-A3B-Instruct,qwen/qwen3-30b-a3b-instruct-2507,OpenRouter,OPENROUTER_API_KEY,0fcd16b56826dc43553200304c9c74f10f8f0d724dd3caf21306a8d36f76526b,68ba5917f3197234f41316cf765e9581b3421981041ccb899218968346d3b031,pending,alibaba,Alibaba Cloud International,false
