Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Min Tag Length,Max Tag Length,Task ID temp,Bin_Size of ontology ABox,Bin_Min Tag Length,strata,split
1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-isBloodrelationOf-BIN,Thing_ann_norton_1799,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_young_1823> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#james_young_1836> },isBloodrelationOf,TRUE,3,3,1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-isBloodrelationOf,6.0,1.0,6.0_1.0,train
1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-isBloodrelationOf-BIN,Thing_ann_norton_1799,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_young_1823> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#henry_young_1831> },isBloodrelationOf,TRUE,3,3,1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-isBloodrelationOf,6.0,1.0,6.0_1.0,train
1hop-Thing_ann_norton_1799_henry_young_1831-henry_young_1831-isChildOf-BIN,Thing_ann_norton_1799,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#henry_young_1831> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#ann_norton_1799> },isChildOf,TRUE,3,3,1hop-Thing_ann_norton_1799_henry_young_1831-henry_young_1831-isChildOf,6.0,1.0,6.0_1.0,train
1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-rdf:type-BIN,Thing_ann_norton_1799,173,9,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_young_1823> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },rdf:type,TRUE,2,11,1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-rdf:type,6.0,0.0,6.0_0.0,train
1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-rdf:type-MC,Thing_ann_norton_1799,173,9,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#william_young_1823> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,DomainEntity; Person,2,11,1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-rdf:type,6.0,0.0,6.0_0.0,train
1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-isBloodrelationOf-BIN,Thing_ann_norton_1799,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_young_1823> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#samuel_young_1829> },isBloodrelationOf,TRUE,3,3,1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-isBloodrelationOf,6.0,1.0,6.0_1.0,train
1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-rdf:type-BIN,Thing_ann_norton_1799,173,9,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_young_1823> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },rdf:type,TRUE,3,3,1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-rdf:type,6.0,1.0,6.0_1.0,train
1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-rdf:type-MC,Thing_ann_norton_1799,173,9,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#william_young_1823> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,DomainEntity; Person,3,3,1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-rdf:type,6.0,1.0,6.0_1.0,train
1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-isBloodrelationOf-BIN,Thing_ann_norton_1799,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_young_1823> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#edward_young_1821> },isBloodrelationOf,TRUE,3,3,1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-isBloodrelationOf,6.0,1.0,6.0_1.0,train
1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-isBloodrelationOf-BIN,Thing_ann_norton_1799,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_young_1823> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#william_young_1823> },isBloodrelationOf,TRUE,3,3,1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-isBloodrelationOf,6.0,1.0,6.0_1.0,train
1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-isBloodrelationOf-BIN,Thing_ann_norton_1799,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_young_1823> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#harriet_ann_young_1825> },isBloodrelationOf,TRUE,3,3,1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-isBloodrelationOf,6.0,1.0,6.0_1.0,train
1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-isChildOf-BIN,Thing_ann_norton_1799,173,9,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#william_young_1823> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#ann_norton_1799> },isChildOf,TRUE,3,3,1hop-Thing_ann_norton_1799_william_young_1823-william_young_1823-isChildOf,6.0,1.0,6.0_1.0,train
1hop-Thing_ann_pickard_1809_susanna_pickard_1803-susanna_pickard_1803-hasSister-BIN,Thing_ann_pickard_1809,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#susanna_pickard_1803> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#ann_pickard_1809> },hasSister,TRUE,1,3,1hop-Thing_ann_pickard_1809_susanna_pickard_1803-susanna_pickard_1803-hasSister,2.0,,2.0_nan,train
1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation-BIN,Thing_beatrice_rever_1901,173,8,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#beatrice_rever_1901> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#beatrice_rever_1901> },hasRelation,TRUE,3,3,1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation,5.0,1.0,5.0_1.0,train
1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation-MC,Thing_beatrice_rever_1901,173,8,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#beatrice_rever_1901> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,beatrice_rever_1901; charles_herbert_rever_1895; elizabeth_frances_jessop_1869; mabel_rever_1897; rose_evlyn_rever_1906; vera_gertrude_rever_1904; william_rever_1870; william_stanley_rever_1899,3,3,1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation,5.0,1.0,5.0_1.0,train
1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation-BIN,Thing_beatrice_rever_1901,173,8,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#beatrice_rever_1901> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#rose_evlyn_rever_1906> },hasRelation,TRUE,3,3,1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation,5.0,1.0,5.0_1.0,train
1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation-BIN,Thing_beatrice_rever_1901,173,8,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#beatrice_rever_1901> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_rever_1870> },hasRelation,TRUE,3,3,1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation,5.0,1.0,5.0_1.0,train
1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation-BIN,Thing_beatrice_rever_1901,173,8,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#beatrice_rever_1901> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elizabeth_frances_jessop_1869> },hasRelation,TRUE,3,3,1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation,5.0,1.0,5.0_1.0,train
1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation-BIN,Thing_beatrice_rever_1901,173,8,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#beatrice_rever_1901> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_stanley_rever_1899> },hasRelation,TRUE,3,3,1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation,5.0,1.0,5.0_1.0,train
1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation-BIN,Thing_beatrice_rever_1901,173,8,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#beatrice_rever_1901> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mabel_rever_1897> },hasRelation,TRUE,3,3,1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation,5.0,1.0,5.0_1.0,train
1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation-BIN,Thing_beatrice_rever_1901,173,8,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#beatrice_rever_1901> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#vera_gertrude_rever_1904> },hasRelation,TRUE,3,3,1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation,5.0,1.0,5.0_1.0,train
1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation-BIN,Thing_beatrice_rever_1901,173,8,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#beatrice_rever_1901> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#charles_herbert_rever_1895> },hasRelation,TRUE,3,3,1hop-Thing_beatrice_rever_1901_beatrice_rever_1901-beatrice_rever_1901-hasRelation,5.0,1.0,5.0_1.0,train
1hop-Thing_benjamin_pierrepoint_1994_janet_bright_1964-janet_bright_1964-hasRelation-BIN,Thing_benjamin_pierrepoint_1994,173,3,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#janet_bright_1964> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#janet_bright_1964> },hasRelation,TRUE,3,3,1hop-Thing_benjamin_pierrepoint_1994_janet_bright_1964-janet_bright_1964-hasRelation,0.0,1.0,0.0_1.0,train
1hop-Thing_benjamin_pierrepoint_1994_janet_bright_1964-janet_bright_1964-hasRelation-MC,Thing_benjamin_pierrepoint_1994,173,3,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#janet_bright_1964> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,benjamin_pierrepoint_1994; emily_jennifer_pierrepoint_1996; janet_bright_1964,3,3,1hop-Thing_benjamin_pierrepoint_1994_janet_bright_1964-janet_bright_1964-hasRelation,0.0,1.0,0.0_1.0,train
1hop-Thing_benjamin_pierrepoint_1994_benjamin_pierrepoint_1994-benjamin_pierrepoint_1994-rdf:type-BIN,Thing_benjamin_pierrepoint_1994,173,3,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#benjamin_pierrepoint_1994> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },rdf:type,TRUE,3,3,1hop-Thing_benjamin_pierrepoint_1994_benjamin_pierrepoint_1994-benjamin_pierrepoint_1994-rdf:type,0.0,1.0,0.0_1.0,train
1hop-Thing_benjamin_pierrepoint_1994_benjamin_pierrepoint_1994-benjamin_pierrepoint_1994-rdf:type-MC,Thing_benjamin_pierrepoint_1994,173,3,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#benjamin_pierrepoint_1994> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,DomainEntity; Man; Person,3,3,1hop-Thing_benjamin_pierrepoint_1994_benjamin_pierrepoint_1994-benjamin_pierrepoint_1994-rdf:type,0.0,1.0,0.0_1.0,train
1hop-Thing_benjamin_pierrepoint_1994_janet_bright_1964-janet_bright_1964-hasRelation-BIN,Thing_benjamin_pierrepoint_1994,173,3,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#janet_bright_1964> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#benjamin_pierrepoint_1994> },hasRelation,TRUE,3,3,1hop-Thing_benjamin_pierrepoint_1994_janet_bright_1964-janet_bright_1964-hasRelation,0.0,1.0,0.0_1.0,train
1hop-Thing_benjamin_pierrepoint_1994_janet_bright_1964-janet_bright_1964-hasRelation-BIN,Thing_benjamin_pierrepoint_1994,173,3,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#janet_bright_1964> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#emily_jennifer_pierrepoint_1996> },hasRelation,TRUE,3,3,1hop-Thing_benjamin_pierrepoint_1994_janet_bright_1964-janet_bright_1964-hasRelation,0.0,1.0,0.0_1.0,train
1hop-Thing_benjamin_pierrepoint_1994_benjamin_pierrepoint_1994-benjamin_pierrepoint_1994-rdf:type-BIN,Thing_benjamin_pierrepoint_1994,173,3,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#benjamin_pierrepoint_1994> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Man> },rdf:type,TRUE,2,5,1hop-Thing_benjamin_pierrepoint_1994_benjamin_pierrepoint_1994-benjamin_pierrepoint_1994-rdf:type,0.0,0.0,0.0_0.0,train
1hop-Thing_benjamin_pierrepoint_1994_benjamin_pierrepoint_1994-benjamin_pierrepoint_1994-rdf:type-MC,Thing_benjamin_pierrepoint_1994,173,3,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#benjamin_pierrepoint_1994> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,DomainEntity; Man; Person,2,5,1hop-Thing_benjamin_pierrepoint_1994_benjamin_pierrepoint_1994-benjamin_pierrepoint_1994-rdf:type,0.0,0.0,0.0_0.0,train
1hop-Thing_benjamin_pierrepoint_1994_benjamin_pierrepoint_1994-benjamin_pierrepoint_1994-rdf:type-BIN,Thing_benjamin_pierrepoint_1994,173,3,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#benjamin_pierrepoint_1994> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },rdf:type,TRUE,2,11,1hop-Thing_benjamin_pierrepoint_1994_benjamin_pierrepoint_1994-benjamin_pierrepoint_1994-rdf:type,0.0,0.0,0.0_0.0,train
1hop-Thing_benjamin_pierrepoint_1994_benjamin_pierrepoint_1994-benjamin_pierrepoint_1994-rdf:type-MC,Thing_benjamin_pierrepoint_1994,173,3,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#benjamin_pierrepoint_1994> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,DomainEntity; Man; Person,2,11,1hop-Thing_benjamin_pierrepoint_1994_benjamin_pierrepoint_1994-benjamin_pierrepoint_1994-rdf:type,0.0,0.0,0.0_0.0,train
1hop-Thing_betsy_ann_steward_1865_john_tacey_steward_1873-john_tacey_steward_1873-hasSister-BIN,Thing_betsy_ann_steward_1865,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_tacey_steward_1873> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#betsy_ann_steward_1865> },hasSister,TRUE,1,3,1hop-Thing_betsy_ann_steward_1865_john_tacey_steward_1873-john_tacey_steward_1873-hasSister,2.0,,2.0_nan,train
1hop-Thing_betsy_ann_steward_1865_betsy_ann_steward_1865-betsy_ann_steward_1865-hasParent-BIN,Thing_betsy_ann_steward_1865,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#betsy_ann_steward_1865> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#susannah_tacey_1834> },hasParent,TRUE,3,3,1hop-Thing_betsy_ann_steward_1865_betsy_ann_steward_1865-betsy_ann_steward_1865-hasParent,2.0,1.0,2.0_1.0,train
1hop-Thing_betsy_ann_steward_1865_betsy_ann_steward_1865-betsy_ann_steward_1865-hasParent-MC,Thing_betsy_ann_steward_1865,173,5,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#betsy_ann_steward_1865> <http://www.example.com/genealogy.owl#hasParent> ?x },hasParent,james_steward_1830; susannah_tacey_1834,3,3,1hop-Thing_betsy_ann_steward_1865_betsy_ann_steward_1865-betsy_ann_steward_1865-hasParent,2.0,1.0,2.0_1.0,train
1hop-Thing_betsy_ann_steward_1865_betsy_ann_steward_1865-betsy_ann_steward_1865-hasParent-BIN,Thing_betsy_ann_steward_1865,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#betsy_ann_steward_1865> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#james_steward_1830> },hasParent,TRUE,3,3,1hop-Thing_betsy_ann_steward_1865_betsy_ann_steward_1865-betsy_ann_steward_1865-hasParent,2.0,1.0,2.0_1.0,train
1hop-Thing_brenda_cleife_1947_brenda_cleife_1947-brenda_cleife_1947-isSisterOf-BIN,Thing_brenda_cleife_1947,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#brenda_cleife_1947> <http://www.example.com/genealogy.owl#isSisterOf> <http://www.example.com/genealogy.owl#eric_cleife_1951> },isSisterOf,TRUE,3,3,1hop-Thing_brenda_cleife_1947_brenda_cleife_1947-brenda_cleife_1947-isSisterOf,2.0,1.0,2.0_1.0,train
1hop-Thing_caroline_bright_1822_james_bright_1787-james_bright_1787-hasRelation-BIN,Thing_caroline_bright_1822,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1787> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#harriet_bright_1811> },hasRelation,TRUE,3,3,1hop-Thing_caroline_bright_1822_james_bright_1787-james_bright_1787-hasRelation,3.0,1.0,3.0_1.0,train
1hop-Thing_caroline_bright_1822_james_bright_1787-james_bright_1787-hasRelation-MC,Thing_caroline_bright_1822,173,6,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#james_bright_1787> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,caroline_bright_1822; edmund_bright_1813; harriet_bright_1811; james_bright_1787; mary_ann_bright_1815; sarah_webb,3,3,1hop-Thing_caroline_bright_1822_james_bright_1787-james_bright_1787-hasRelation,3.0,1.0,3.0_1.0,train
1hop-Thing_caroline_bright_1822_caroline_bright_1822-caroline_bright_1822-hasRelation-BIN,Thing_caroline_bright_1822,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#caroline_bright_1822> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_ann_bright_1815> },hasRelation,TRUE,3,3,1hop-Thing_caroline_bright_1822_caroline_bright_1822-caroline_bright_1822-hasRelation,3.0,1.0,3.0_1.0,train
1hop-Thing_caroline_bright_1822_caroline_bright_1822-caroline_bright_1822-hasRelation-MC,Thing_caroline_bright_1822,173,6,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#caroline_bright_1822> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,caroline_bright_1822; edmund_bright_1813; harriet_bright_1811; james_bright_1787; mary_ann_bright_1815; sarah_webb,3,3,1hop-Thing_caroline_bright_1822_caroline_bright_1822-caroline_bright_1822-hasRelation,3.0,1.0,3.0_1.0,train
1hop-Thing_caroline_bright_1822_caroline_bright_1822-caroline_bright_1822-hasRelation-BIN,Thing_caroline_bright_1822,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#caroline_bright_1822> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#harriet_bright_1811> },hasRelation,TRUE,3,3,1hop-Thing_caroline_bright_1822_caroline_bright_1822-caroline_bright_1822-hasRelation,3.0,1.0,3.0_1.0,train
1hop-Thing_caroline_bright_1822_harriet_bright_1811-harriet_bright_1811-hasSister-BIN,Thing_caroline_bright_1822,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harriet_bright_1811> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#caroline_bright_1822> },hasSister,TRUE,1,3,1hop-Thing_caroline_bright_1822_harriet_bright_1811-harriet_bright_1811-hasSister,3.0,,3.0_nan,train
1hop-Thing_caroline_bright_1822_james_bright_1787-james_bright_1787-hasRelation-BIN,Thing_caroline_bright_1822,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1787> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#caroline_bright_1822> },hasRelation,TRUE,3,3,1hop-Thing_caroline_bright_1822_james_bright_1787-james_bright_1787-hasRelation,3.0,1.0,3.0_1.0,train
1hop-Thing_caroline_bright_1822_mary_ann_bright_1815-mary_ann_bright_1815-hasSister-BIN,Thing_caroline_bright_1822,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mary_ann_bright_1815> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#caroline_bright_1822> },hasSister,TRUE,1,3,1hop-Thing_caroline_bright_1822_mary_ann_bright_1815-mary_ann_bright_1815-hasSister,3.0,,3.0_nan,train
1hop-Thing_caroline_bright_1822_caroline_bright_1822-caroline_bright_1822-hasRelation-BIN,Thing_caroline_bright_1822,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#caroline_bright_1822> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#caroline_bright_1822> },hasRelation,TRUE,3,3,1hop-Thing_caroline_bright_1822_caroline_bright_1822-caroline_bright_1822-hasRelation,3.0,1.0,3.0_1.0,train
1hop-Thing_caroline_bright_1822_caroline_bright_1822-caroline_bright_1822-hasRelation-BIN,Thing_caroline_bright_1822,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#caroline_bright_1822> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_bright_1787> },hasRelation,TRUE,3,3,1hop-Thing_caroline_bright_1822_caroline_bright_1822-caroline_bright_1822-hasRelation,3.0,1.0,3.0_1.0,train
1hop-Thing_caroline_bright_1822_james_bright_1787-james_bright_1787-hasRelation-BIN,Thing_caroline_bright_1822,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1787> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#edmund_bright_1813> },hasRelation,TRUE,3,3,1hop-Thing_caroline_bright_1822_james_bright_1787-james_bright_1787-hasRelation,3.0,1.0,3.0_1.0,train
1hop-Thing_caroline_bright_1822_caroline_bright_1822-caroline_bright_1822-hasRelation-BIN,Thing_caroline_bright_1822,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#caroline_bright_1822> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#edmund_bright_1813> },hasRelation,TRUE,3,3,1hop-Thing_caroline_bright_1822_caroline_bright_1822-caroline_bright_1822-hasRelation,3.0,1.0,3.0_1.0,train
1hop-Thing_caroline_bright_1822_james_bright_1787-james_bright_1787-hasRelation-BIN,Thing_caroline_bright_1822,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1787> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_ann_bright_1815> },hasRelation,TRUE,3,3,1hop-Thing_caroline_bright_1822_james_bright_1787-james_bright_1787-hasRelation,3.0,1.0,3.0_1.0,train
1hop-Thing_caroline_bright_1822_james_bright_1787-james_bright_1787-hasRelation-BIN,Thing_caroline_bright_1822,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1787> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_bright_1787> },hasRelation,TRUE,3,3,1hop-Thing_caroline_bright_1822_james_bright_1787-james_bright_1787-hasRelation,3.0,1.0,3.0_1.0,train
1hop-Thing_caroline_bright_1822_caroline_bright_1822-caroline_bright_1822-hasRelation-BIN,Thing_caroline_bright_1822,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#caroline_bright_1822> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_webb> },hasRelation,TRUE,3,3,1hop-Thing_caroline_bright_1822_caroline_bright_1822-caroline_bright_1822-hasRelation,3.0,1.0,3.0_1.0,train
1hop-Thing_caroline_bright_1822_james_bright_1787-james_bright_1787-hasRelation-BIN,Thing_caroline_bright_1822,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1787> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_webb> },hasRelation,TRUE,3,3,1hop-Thing_caroline_bright_1822_james_bright_1787-james_bright_1787-hasRelation,3.0,1.0,3.0_1.0,train
1hop-Thing_caroline_bright_1845_martha_stafford_1814-martha_stafford_1814-rdf:type-BIN,Thing_caroline_bright_1845,173,4,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#martha_stafford_1814> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Ancestor> },rdf:type,TRUE,5,5,1hop-Thing_caroline_bright_1845_martha_stafford_1814-martha_stafford_1814-rdf:type,1.0,3.0,1.0_3.0,train
1hop-Thing_caroline_bright_1845_martha_stafford_1814-martha_stafford_1814-rdf:type-MC,Thing_caroline_bright_1845,173,4,Membership,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#martha_stafford_1814> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },rdf:type,Ancestor; DomainEntity; Person; Woman,5,5,1hop-Thing_caroline_bright_1845_martha_stafford_1814-martha_stafford_1814-rdf:type,1.0,3.0,1.0_3.0,train
1hop-Thing_caroline_bright_1845_martha_stafford_1814-martha_stafford_1814-rdf:type-BIN,Thing_caroline_bright_1845,173,4,Membership,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#martha_stafford_1814> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },rdf:type,TRUE,2,5,1hop-Thing_caroline_bright_1845_martha_stafford_1814-martha_stafford_1814-rdf:type,1.0,0.0,1.0_0.0,train
